Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2010,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,24.0,17.0,Timothy Peters,K&N Filters (Tom DeLoach),Toyota,100.0,85425.0,running,5.0,190.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,15.0,30.0,Todd Bodine,GEICO (Germain Racing),Toyota,100.0,57390.0,running,32.0,180.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,14.0,46.0,Dennis Setzer,Plane Guts (Danny Gill),Dodge,100.0,36485.0,running,2.0,170.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,1.0,23.0,Jason White,GunBroker.com (Steve Urvan),Ford,100.0,28800.0,running,8.0,165.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,17.0,88.0,Matt Crafton,Herculiner / Menards (Duke Thorson),Chevrolet,100.0,21975.0,running,0.0,155.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,22.0,1.0,"Nelson Piquet, Jr.",Red Horse Racing (Tom DeLoach),Toyota,100.0,16125.0,running,0.0,150.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,12.0,60.0,Stacy Compton,SafeAuto Insurance / Wyler.com (Jeff Wyler),Toyota,100.0,19375.0,running,1.0,151.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,9.0,95.0,"Johnny Benson, Jr.",Plane Guts (Danny Gill),Ford,100.0,14125.0,running,8.0,147.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,32.0,6.0,Donnie Neuenberger,E-Z Slider Cylinder Liners (Rick Ware),Chevrolet,100.0,13125.0,running,0.0,138.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,36.0,1.0,J.J. Yeley,Koma Unwind Chillaxation Drink (Daisy Ramirez),Chevrolet,100.0,14075.0,running,1.0,139.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,29.0,47.0,Brett Butler,FuelDoctor.com (Rick Ware),Chevrolet,100.0,15275.0,running,1.0,135.0
2010,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,7.0,51.0,Aric Almirola,Graceway Pharmaceuticals (Billy Ballew),Toyota,100.0,14100.0,running,0.0,127.0
