Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2004,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,6.0,99.0,Carl Edwards,Superchips (Jack Roush),Ford,100.0,86760.0,running,28.0,190.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,3.0,24.0,Travis Kvapil,Line-X Bedliners (Alexander Meshkin),Toyota,100.0,54500.0,running,15.0,175.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,26.0,52.0,Mike Wallace,Federated Auto Parts (Ken Schrader),Chevrolet,100.0,38740.0,running,4.0,170.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,31.0,14.0,Rick Crawford,Circle Bar Motel & RV Park (Tom Mitchell),Ford,100.0,31975.0,running,0.0,160.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,1.0,10.0,Terry Cook,Power Stroke Diesel (Greg Pollex),Ford,100.0,23600.0,running,12.0,160.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,4.0,46.0,Dennis Setzer,Chevy Silverado (David Dollar),Chevrolet,100.0,21800.0,running,19.0,155.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,20.0,50.0,Jon Wood,Pennzoil (Jack Roush),Ford,100.0,20900.0,running,0.0,146.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,28.0,29.0,Frank Kimmel,Advance Auto Parts (Bob Keselowski),Ford,100.0,19700.0,running,6.0,147.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,12.0,17.0,David Reutimann,NTN Bearings (Darrell Waltrip),Toyota,100.0,15250.0,running,7.0,143.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,32.0,3.0,Geoffrey Bodine,Team EJP (Steve Prescott),Chevrolet,100.0,16450.0,running,0.0,134.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,10.0,4.0,Bobby Hamilton,Square D (Bobby Hamilton Racing),Dodge,100.0,17400.0,running,1.0,135.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,23.0,75.0,David Starr,Spears Manufacturing (Wayne Spears),Chevrolet,100.0,17215.0,running,0.0,127.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,24.0,18.0,Chad Chaffin,Dickies (Bobby Hamilton Racing),Dodge,100.0,17115.0,running,0.0,124.0
2004,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,29.0,15.0,Shane Hmiel,Small's Harley-Davidson (Billy Ballew),Chevrolet,100.0,13765.0,running,1.0,126.0
