Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Money,Status,Led,Pts
2013,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,25.0,98.0,Johnny Sauter,Carolina Nut Co. / Curb Records (Mike Curb),Toyota,100.0,73310.0,running,17.0,47.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,6.0,51.0,Kyle Busch,Toyota Care (Kyle Busch),Toyota,100.0,46900.0,running,12.0,0.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,4.0,9.0,"Ron Hornaday, Jr.",Smokey Mountain Herbal Snuff (Bob Newberry),Chevrolet,100.0,33920.0,running,0.0,41.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,2.0,6.0,Justin Lofton,MadVapes (Eddie Sharp),Chevrolet,100.0,28285.0,running,6.0,41.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,7.0,4.0,Jeb Burton,Arrowhead (Steve Turner),Chevrolet,100.0,24835.0,running,0.0,39.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,5.0,3.0,Ty Dillon,Bass Pro Shops / Tracker Boats (Richard Childress),Chevrolet,100.0,18610.0,running,56.0,40.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,8.0,32.0,Miguel Paludo,Duroline Brakes & Components (Steve Turner),Chevrolet,100.0,17610.0,running,0.0,37.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,11.0,29.0,Ryan Blaney,Cooper Standard Performance Products (Brad Keselowski),Ford,100.0,16610.0,running,0.0,36.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,17.0,88.0,Matt Crafton,Slim Jim / Menards (Duke Thorson),Toyota,100.0,15610.0,running,0.0,35.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,31.0,39.0,Ryan Sieg,HomeSmart Storm Solutions / Pull-A-Part (Rod Sieg),Chevrolet,100.0,15885.0,running,0.0,34.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,26.0,13.0,Todd Bodine,Mattei Air Compressors (Duke Thorson),Toyota,100.0,14510.0,running,8.0,34.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,14.0,54.0,Bubba Wallace,DefyDiabetes.com (Kyle Busch),Toyota,100.0,12085.0,running,0.0,32.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,3.0,31.0,James Buescher,Rheem (Steve Turner),Chevrolet,100.0,15235.0,running,1.0,32.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,16.0,19.0,Ross Chastain,National Watermelon Association 100 Years (Brad Keselowski),Ford,100.0,14110.0,running,0.0,30.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,33.0,7.0,Chris Cockrum,Accu-Tech / Advanced Communications Group (Ken Smith),Toyota,100.0,14785.0,running,0.0,29.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,24.0,5.0,"Tim George, Jr.",GT Vodka / Applebee's (Richie Wauters),Ford,100.0,13810.0,running,0.0,28.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,32.0,57.0,Norm Benning,Stone Mountain / Tactical Machining / STS (Norm Benning),Chevrolet,100.0,13705.0,running,0.0,27.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,21.0,33.0,John King,Florida Lottery / Eastern Coal Council (Eddie Sharp),Chevrolet,100.0,11335.0,running,0.0,26.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,13.0,60.0,Dakoda Armstrong,Winfield (Stacy Compton),Chevrolet,100.0,13485.0,running,0.0,25.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,36.0,1.0,Dusty Davis,Accell Construction (Rick Ware),Chevrolet,100.0,11760.0,running,0.0,24.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,28.0,7.0,John Wes Townley,Zaxby's (Tom DeLoach),Toyota,100.0,13285.0,running,0.0,23.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,10.0,18.0,Joey Coulter,GunBroker.com (Kyle Busch),Toyota,100.0,13185.0,running,0.0,22.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,30.0,27.0,Jeff Agnew,Mike Hillman Racing (Mike Hillman),Chevrolet,99.0,13060.0,crash,0.0,21.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,12.0,8.0,Max Gresham,AmWINS (Eddie Sharp),Chevrolet,99.0,11685.0,crash,0.0,20.0
2013,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,20.0,77.0,German Quiroga,Net 10 Wireless (Tom DeLoach),Toyota,97.0,11735.0,running,0.0,19.0
