Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1976,1,Riverside,1.0,2.0,21.0,David Pearson,Purolator (Wood Brothers),Mercury,191.0,17295.0,running,124.0,185.0
1976,1,Riverside,2.0,6.0,11.0,Cale Yarborough,Holly Farms (Junior Johnson),Chevrolet,191.0,14920.0,running,5.0,175.0
1976,1,Riverside,3.0,26.0,38.0,Jimmy Insolo,Martin's Union 76 (Roger Paquette),Chevrolet,191.0,8620.0,running,0.0,165.0
1976,1,Riverside,4.0,9.0,96.0,Ray Elder,Elder Racing (Fred Elder),Dodge,190.0,6745.0,running,0.0,160.0
1976,1,Riverside,5.0,3.0,72.0,Benny Parsons,King's Row Fireplace (L.G. DeWitt),Chevrolet,189.0,4445.0,running,14.0,160.0
1976,1,Riverside,6.0,12.0,54.0,Lennie Pond,Pepsi-Cola (Ronnie Elder),Chevrolet,183.0,3115.0,running,0.0,150.0
1976,1,Riverside,7.0,16.0,3.0,Richard Childress,Kansas Jack (Richard Childress),Chevrolet,181.0,2885.0,running,0.0,146.0
1976,1,Riverside,8.0,5.0,71.0,Dave Marcis,K & K Insurance (Nord Krauskopf),Dodge,180.0,5705.0,running,9.0,147.0
1976,1,Riverside,9.0,22.0,48.0,James Hylton,Nitro 9 (James Hylton),Chevrolet,179.0,2525.0,running,0.0,138.0
1976,1,Riverside,10.0,32.0,73.0,Bill Schmitt,Old Milwaukee (Bill Schmitt),Chevrolet,177.0,2195.0,running,0.0,134.0
1976,1,Riverside,11.0,23.0,79.0,Frank Warren,Warren Racing (Frank Warren),Dodge,174.0,2165.0,running,0.0,130.0
1976,1,Riverside,12.0,30.0,40.0,D.K. Ulrich,Garden State Auto (J.R. DeLotto),Chevrolet,174.0,1845.0,running,0.0,127.0
1976,1,Riverside,13.0,19.0,7.0,Larry Esau,McDuffie Racing (J.D. McDuffie),Chevrolet,169.0,1745.0,running,0.0,124.0
1976,1,Riverside,14.0,24.0,20.0,Ron Esau,Grossmont Auto Parts (Ron Esau),Chevrolet,154.0,1645.0,running,0.0,121.0
