Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1963,2,Tampa,5.0,9.0,21,Tommy Irwin,Wood Brothers,'62 Ford,198.0,240.0,running,0.0
1963,2,Tampa,6.0,11.0,42,Maurice Petty,Petty Enterprises,'62 Plymouth,198.0,200.0,running,0.0
1963,2,Tampa,7.0,15.0,6,Possum Jones,Possum Jones,'60 Pontiac,196.0,180.0,running,0.0
1963,2,Tampa,8.0,12.0,61,Sherman Utsman,Sherman Utsman,'62 Ford,193.0,175.0,running,0.0
1963,2,Tampa,9.0,17.0,1,George Green,Jess Potter,'61 Chevrolet,192.0,150.0,running,0.0
1963,2,Tampa,10.0,18.0,22A,Buzzie Reutimann,–,'60 Chevrolet,192.0,140.0,running,0.0
1963,2,Tampa,11.0,10.0,62,Curtis Crider,Curtis Crider,'62 Mercury,191.0,145.0,running,0.0
1963,2,Tampa,12.0,3.0,87,Buck Baker,Buck Baker,'62 Chrysler,189.0,150.0,running,0.0
1963,2,Tampa,13.0,1.0,4,Rex White,Louis Clements (Rex White),'62 Chevrolet,186.0,125.0,running,41.0
1963,2,Tampa,14.0,16.0,2,Bill Foster,Cliff Stewart,'62 Pontiac,183.0,100.0,running,0.0
1963,2,Tampa,15.0,24.0,58,Lyle Stelter,Lyle Stelter,'62 Chevrolet,182.0,75.0,running,0.0
1963,2,Tampa,16.0,20.0,19,Herman Beam,Herman Beam,'61 Ford,181.0,75.0,running,0.0
1963,2,Tampa,17.0,23.0,12,Henry Montgomery,–,'60 Chevrolet,166.0,75.0,running,0.0
1963,2,Tampa,18.0,22.0,67,Reb Wickersham,Reb's Sport Shop (Reb Wickersham),'60 Oldsmobile,137.0,60.0,running,0.0
1963,2,Tampa,19.0,14.0,11,Ned Jarrett,B.G. Holloway,'62 Chevrolet,92.0,70.0,rear end,0.0
1963,2,Tampa,20.0,4.0,22,Fireball Roberts,Banjo Matthews,'62 Pontiac,88.0,75.0,crash,0.0
1963,2,Tampa,21.0,6.0,48,G.C. Spencer,G.C. Spencer,'62 Chevrolet,83.0,75.0,rear end,0.0
1963,2,Tampa,22.0,19.0,82,Darel Dieringer,–,'61 Ford,68.0,50.0,overheating,0.0
1963,2,Tampa,23.0,21.0,23,Stan Parker,Leland Colvin,'60 Dodge,59.0,,handling,0.0
1963,2,Tampa,24.0,13.0,36,Larry Thomas,Wade Younts,'62 Dodge,56.0,,ignition,0.0
1963,3,Randleman,1.0,2.0,41.0,Jim Paschal,Petty Enterprises,'62 Plymouth,200.0,575.0,running,27.0
1963,3,Randleman,2.0,7.0,8.0,Joe Weatherly,Bud Moore,'62 Pontiac,198.0,650.0,running,0.0
1963,3,Randleman,3.0,8.0,44.0,Tommy Irwin,Stewart McKinney,'62 Ford,197.0,350.0,running,0.0
1963,3,Randleman,4.0,15.0,6.0,David Pearson,Cotton Owens,'62 Dodge,197.0,290.0,running,0.0
1963,3,Randleman,5.0,6.0,42.0,Maurice Petty,Petty Enterprises,'62 Plymouth,196.0,225.0,running,0.0
1963,3,Randleman,6.0,10.0,62.0,Curtis Crider,Curtis Crider,'62 Mercury,196.0,220.0,running,0.0
1963,3,Randleman,7.0,14.0,61.0,Sherman Utsman,Sherman Utsman,'62 Ford,193.0,230.0,running,0.0
1963,3,Randleman,8.0,3.0,49.0,Jimmy Pardue,J.C. Parker,'62 Pontiac,193.0,160.0,running,0.0
1963,3,Randleman,9.0,9.0,1.0,George Green,Jess Potter,'62 Chevrolet,192.0,200.0,running,0.0
1963,3,Randleman,10.0,16.0,34.0,Wendell Scott,Wendell Scott,'61 Chevrolet,191.0,140.0,running,0.0
1963,3,Randleman,11.0,5.0,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,188.0,145.0,transmission,0.0
1963,3,Randleman,12.0,18.0,33.0,Jack Deniston,C.L. Kilpatrick,'62 Chevrolet,187.0,135.0,running,0.0
1963,3,Randleman,13.0,21.0,60.0,Ray Hughes,Ray Herlocker,'60 Plymouth,183.0,110.0,running,0.0
1963,3,Randleman,14.0,17.0,2.0,Bill Foster,Cliff Stewart,'62 Pontiac,180.0,100.0,running,0.0
1963,3,Randleman,15.0,1.0,21.0,Glen Wood,Wood Brothers,'62 Ford,173.0,125.0,engine,173.0
1963,3,Randleman,16.0,24.0,5.0,Jim Bray,Jim Bray,'60 Ford,171.0,100.0,running,0.0
1963,3,Randleman,17.0,22.0,31.0,Sam Fogle,James Kelly,'61 Mercury,162.0,100.0,running,0.0
1963,3,Randleman,18.0,12.0,48.0,G.C. Spencer,G.C. Spencer,'62 Chevrolet,156.0,100.0,oil pressure,0.0
1963,3,Randleman,19.0,19.0,58.0,Lyle Stelter,Lyle Stelter,'62 Chevrolet,122.0,100.0,tire,0.0
1963,3,Randleman,20.0,11.0,17.0,Fred Harb,Fred Harb,'61 Ford,117.0,100.0,driveshaft,0.0
1963,3,Randleman,21.0,20.0,19.0,Herman Beam,Herman Beam,'60 Ford,111.0,100.0,running,0.0
1963,3,Randleman,22.0,23.0,32.0,John Hoffman,Dave Kent,'60 Ford,51.0,100.0,handling,0.0
1963,3,Randleman,23.0,13.0,36.0,Larry Thomas,Wade Younts,'62 Dodge,27.0,100.0,transmission,0.0
1963,3,Randleman,24.0,4.0,11.0,Ned Jarrett,Burton-Robinson (Charles Robinson),'62 Ford,6.0,100.0,handling,0.0
1963,4,Riverside,1.0,11.0,28.0,Dan Gurney,LaFayette Ford (Holman-Moody Racing),'63 Ford,185.0,14400.0,running,120.0
1963,4,Riverside,2.0,2.0,2.0,A.J. Foyt,Herman Theroff Pontiac (Ray Nichels),'63 Pontiac,185.0,6570.0,running,2.0
1963,4,Riverside,3.0,17.0,14.0,Troy Ruttman,Mercury (Bill Stroppe),'63 Mercury,184.0,3980.0,running,0.0
1963,4,Riverside,4.0,3.0,22.0,Fireball Roberts,John Hine Pontiac (Banjo Matthews),'63 Pontiac,184.0,2630.0,running,13.0
1963,4,Riverside,5.0,25.0,7.0,Bobby Johns,Allison Pontiac (Shorty Johns),'63 Pontiac,182.0,1750.0,running,0.0
1963,4,Riverside,6.0,8.0,11.0,Ned Jarrett,Burton-Robinson (Charles Robinson),'63 Ford,181.0,1225.0,running,0.0
1963,4,Riverside,7.0,21.0,5.0,Billy Wade,Cotton Owens,'63 Dodge,180.0,1850.0,running,0.0
1963,4,Riverside,8.0,6.0,54.0,Jimmy Pardue,Bush Olds-Pontiac (Pete Stewart),'62 Pontiac,179.0,1050.0,running,0.0
1963,4,Riverside,9.0,28.0,1.0,Danny Letner,Duffield Lincoln-Mercury,'63 Mercury,179.0,950.0,running,0.0
1963,4,Riverside,10.0,30.0,98.0,Joe Ruttman,Bill Stroppe (Carl Dane),'62 Mercury,176.0,850.0,running,0.0
1963,4,Riverside,11.0,26.0,97.0,Ron Hornaday,Galpin Ford (Frank Galpin),'62 Ford,176.0,750.0,running,0.0
1963,4,Riverside,12.0,13.0,0.0,Dave MacDonald,Paramount Chevrolet (Jim Simpson),'62 Chevrolet,176.0,675.0,running,0.0
1963,4,Riverside,13.0,39.0,38.0,Bob Perry,Al's Auto Towing (Bob Perry),'62 Mercury,175.0,575.0,running,0.0
1963,4,Riverside,14.0,32.0,70.0,Bob Ross,Mountain Meadows Hotel (Bob Ross),'60 Pontiac,175.0,575.0,running,0.0
1963,4,Riverside,15.0,18.0,4.0,Rex White,Nalley Chevrolet Inc. (Rex White),'62 Chevrolet,173.0,575.0,engine,0.0
1963,4,Riverside,16.0,27.0,19.0,John Rostek,John Rostek,'62 Ford,172.0,500.0,crash,0.0
1963,4,Riverside,17.0,10.0,12.0,Art Watts,–,'62 Ford,171.0,475.0,running,0.0
1963,4,Riverside,18.0,33.0,34.0,Wendell Scott,Scott Racing (Wendell Scott),'62 Chevrolet,169.0,425.0,running,0.0
1963,4,Riverside,19.0,43.0,61.0,Dick Bown,Dick Bown,'62 Chevrolet,166.0,425.0,running,0.0
1963,4,Riverside,20.0,41.0,50.0,Harold Beal,Pederson Motors,'62 Dodge,164.0,425.0,running,0.0
1963,4,Riverside,21.0,31.0,51.0,Scotty Cain,Scotty Cain,'61 Ford,162.0,375.0,running,0.0
1963,4,Riverside,22.0,16.0,21.0,Fred Lorenzen,English Motors (Wood Brothers),'63 Ford,158.0,530.0,engine,8.0
1963,4,Riverside,23.0,34.0,27.0,Marshall Sargent,–,'60 Pontiac,157.0,375.0,crash,0.0
1963,4,Riverside,24.0,5.0,8.0,Joe Weatherly,Pat Clark Pontiac (Bud Moore),'63 Pontiac,148.0,925.0,oil pan,0.0
1963,4,Riverside,25.0,40.0,26.0,Carl Joiner,Carl Joiner,'62 Chevrolet,143.0,375.0,crash,0.0
1963,4,Riverside,26.0,38.0,10.0,Jim Cook,Bob Keefer Ford (Floyd Johnson),'62 Dodge,143.0,325.0,crash,0.0
1963,4,Riverside,27.0,9.0,75.0,Jim Hurtubise,Mountain Meadows Hotel,'61 Pontiac,142.0,325.0,engine,0.0
1963,4,Riverside,28.0,42.0,20.0,Jack Norton,Jack Norton,'62 Chevrolet,140.0,325.0,carburetor,0.0
1963,4,Riverside,29.0,35.0,40.0,Eddie Pagan,Dick Getty,'63 Chevrolet,137.0,325.0,running,0.0
1963,4,Riverside,30.0,24.0,88.0,Don Noel,Galpin Ford (Frank Galpin),'63 Mercury,126.0,450.0,engine,0.0
1963,4,Riverside,31.0,7.0,33.0,Clem Proctor,Starlite Lounge (Clem Proctor),'62 Pontiac,122.0,275.0,crash,0.0
1963,4,Riverside,32.0,23.0,80.0,Sal Tovella,Sal's Auto Sales (Tom Hawkins),'63 Ford,116.0,500.0,engine,0.0
1963,4,Riverside,33.0,20.0,6.0,David Pearson,Cotton Owens,'63 Dodge,113.0,275.0,oil pressure,0.0
1963,4,Riverside,34.0,44.0,25.0,Bill Clinton,Bill Clinton,'61 Ford,111.0,275.0,running,0.0
1963,4,Riverside,35.0,37.0,2.0,Bill Foster,Tar Heel Speedway (Cliff Stewart),'62 Pontiac,91.0,275.0,transmission,0.0
1963,4,Riverside,36.0,19.0,41.0,Jim Paschal,Petty Enterprises,'63 Plymouth,81.0,300.0,crash,0.0
1963,4,Riverside,37.0,12.0,15.0,Parnelli Jones,Mercury (Bill Stroppe),'63 Mercury,78.0,525.0,transmission,39.0
1963,4,Riverside,38.0,22.0,77.0,Marvin Porter,Vel Miletich,'63 Ford,67.0,650.0,rear end,0.0
1963,4,Riverside,39.0,1.0,1.0,Paul Goldsmith,Salta Pontiac (Ray Nichels),'63 Pontiac,59.0,680.0,con rod,3.0
1963,4,Riverside,40.0,4.0,7.0,Len Sutton,Meadows Pontiac Co. (Ray Nichels),'63 Pontiac,49.0,350.0,con rod,0.0
1963,4,Riverside,41.0,15.0,43.0,Richard Petty,Petty Enterprises,'63 Plymouth,27.0,300.0,transmission,0.0
1963,4,Riverside,42.0,14.0,23.0,Danny Weinberg,So. Calif. Pontiac Dealers (Carl Dane),'62 Pontiac,27.0,300.0,crash,0.0
1963,4,Riverside,43.0,36.0,62.0,Curtis Crider,Curtis Crider,'62 Mercury,26.0,275.0,clutch,0.0
1963,4,Riverside,44.0,29.0,44.0,Lloyd Dane,Lloyd Dane,'62 Chevrolet,8.0,300.0,transmission,0.0
1963,5,Daytona,1.0,2.0,3.0,Junior Johnson,Ray Fox,'63 Chevrolet,40.0,1100.0,running,17
1963,5,Daytona,2.0,11.0,1.0,Paul Goldsmith,Packer Pontiac (Ray Nichels),'63 Pontiac,40.0,600.0,running,–
1963,5,Daytona,3.0,10.0,2.0,A.J. Foyt,Ray Nichels,'63 Pontiac,40.0,400.0,running,–
1963,5,Daytona,4.0,4.0,6.0,Larry Frank,Holman-Moody Racing,'63 Ford,40.0,300.0,running,–
1963,5,Daytona,5.0,8.0,0.0,Dan Gurney,Holman-Moody Racing,'63 Ford,40.0,300.0,running,–
1963,5,Daytona,6.0,1.0,22.0,Fireball Roberts,Banjo Matthews,'63 Pontiac,39.0,230.0,running,–
1963,5,Daytona,7.0,18.0,44.0,Tommy Irwin,Stewart McKinney,'63 Ford,39.0,225.0,running,–
1963,5,Daytona,8.0,14.0,14.0,Troy Ruttman,Bill Stroppe,'63 Ford,39.0,200.0,running,–
1963,5,Daytona,9.0,19.0,69.0,Johnny Allen,Lou Sidoit,'63 Mercury,39.0,150.0,running,–
1963,5,Daytona,10.0,17.0,31.0,Dick Good,Romy (Romy Hammes),'63 Ford,39.0,150.0,running,–
1963,5,Daytona,11.0,3.0,3.0,G.C. Spencer,Ray Fox,'63 Chevrolet,38.0,150.0,running,–
1963,5,Daytona,12.0,22.0,43.0,Richard Petty,Petty Enterprises,'63 Plymouth,38.0,125.0,running,–
1963,5,Daytona,13.0,16.0,80.0,Sal Tovella,Tom Hawkins,'63 Ford,38.0,125.0,running,–
1963,5,Daytona,14.0,6.0,32.0,Bob James,Roscoe Sanders,'63 Plymouth,38.0,100.0,running,–
1963,5,Daytona,15.0,20.0,70.0,Floyd Powell,Paul Clayton,'62 Pontiac,38.0,100.0,running,–
1963,5,Daytona,16.0,21.0,84.0,Red Foote,Rocky Hinton,'63 Ford,38.0,100.0,running,–
1963,5,Daytona,17.0,23.0,42.0,Jim Hurtubise,Petty Enterprises,'63 Plymouth,38.0,100.0,running,–
1963,5,Daytona,18.0,24.0,57.0,Pete Stewart,Pete Stewart,'62 Pontiac,37.0,100.0,running,–
1963,5,Daytona,19.0,27.0,36.0,Larry Thomas,Wade Younts,'62 Dodge,37.0,75.0,running,–
1963,5,Daytona,20.0,15.0,25.0,Chuck Daigh,Bill Stroppe,'63 Mercury,37.0,75.0,running,–
1963,5,Daytona,21.0,9.0,67.0,Reb Wickersham,Reb's Sport Shop (Reb Wickersham),'62 Pontiac,36.0,75.0,running,–
1963,5,Daytona,22.0,25.0,19.0,Herman Beam,Herman Beam,'63 Ford,36.0,75.0,running,–
1963,5,Daytona,23.0,31.0,95.0,Jim Cushman,Russell Trucking Co. (Jack Russell),'63 Plymouth,35.0,75.0,running,–
1963,5,Daytona,24.0,13.0,24.0,Whitey Gerken,Bill Stroppe,'63 Mercury,23.0,75.0,–,–
1963,5,Daytona,25.0,29.0,47.0,Jack Smith,Jack Smith,'63 Chrysler,17.0,,flat tires,–
1963,5,Daytona,26.0,12.0,71.0,Bubba Farr,W.M. Harrison,'63 Chevrolet,12.0,,–,–
1963,5,Daytona,27.0,7.0,62.0,Curtis Crider,Curtis Crider,'62 Mercury,12.0,,overheating,–
1963,5,Daytona,28.0,5.0,74.0,Paul Clark,Paul Clark,'62 Pontiac,11.0,,crash,–
1963,5,Daytona,29.0,30.0,5.0,Billy Wade,Cotton Owens,'63 Dodge,7.0,,piston,–
1963,5,Daytona,30.0,28.0,68.0,Frank Graham,Ed Livingston,'61 Ford,4.0,,spin out,–
1963,5,Daytona,31.0,26.0,9.0,Al Terrell,Wildcat Williams,'62 Ford,4.0,,spin out,–
1963,6,Daytona,1.0,9.0,13.0,Johnny Rutherford,Smokey Yunick,'63 Chevrolet,40.0,1100.0,running,6.0
1963,6,Daytona,2.0,8.0,4.0,Rex White,Louis Clements (Rex White),'63 Chevrolet,40.0,600.0,running,26.0
1963,6,Daytona,3.0,1.0,28.0,Fred Lorenzen,Holman-Moody Racing,'63 Ford,40.0,400.0,running,8.0
1963,6,Daytona,4.0,3.0,11.0,Ned Jarrett,Burton-Robinson (Charles Robinson),'63 Ford,40.0,300.0,running,0.0
1963,6,Daytona,5.0,6.0,29.0,Nelson Stacy,Holman-Moody Racing,'63 Ford,40.0,300.0,running,0.0
1963,6,Daytona,6.0,2.0,21.0,Tiny Lund,English Motors (Wood Brothers),'63 Ford,40.0,250.0,running,0.0
1963,6,Daytona,7.0,11.0,7.0,Bobby Johns,Williamson - Willy Pontiac Co. (Shorty Johns),'63 Pontiac,39.0,225.0,running,0.0
1963,6,Daytona,8.0,15.0,15.0,Parnelli Jones,Bill Stroppe,'63 Mercury,39.0,200.0,running,0.0
1963,6,Daytona,9.0,14.0,26.0,Darel Dieringer,Bill Stroppe,'63 Mercury,39.0,150.0,running,0.0
1963,6,Daytona,10.0,16.0,10.0,Bunkie Blackburn,Jim Stephens,'62 Pontiac,39.0,150.0,running,0.0
1963,6,Daytona,11.0,7.0,30.0,LeeRoy Yarbrough,E.A. McQuaig,'62 Pontiac,39.0,150.0,running,0.0
1963,6,Daytona,12.0,18.0,72.0,Ted Hairfield,Parker Snead,'63 Ford,39.0,125.0,running,0.0
1963,6,Daytona,13.0,10.0,8.0,Joe Weatherly,Bud Moore,'63 Pontiac,38.0,125.0,running,0.0
1963,6,Daytona,14.0,22.0,51.0,Bob Cooper,Bob Cooper,'62 Pontiac,38.0,100.0,running,0.0
1963,6,Daytona,15.0,20.0,18.0,Stick Elliott,Toy Bolton,'62 Pontiac,38.0,100.0,running,0.0
1963,6,Daytona,16.0,24.0,33.0,Roy Mayne,C.L. Kilpatrick,'62 Chevrolet,38.0,100.0,running,0.0
1963,6,Daytona,17.0,25.0,4.0,H.B. Bailey,H.B. Bailey,'61 Pontiac,38.0,100.0,running,0.0
1963,6,Daytona,18.0,29.0,6.0,David Pearson,Cotton Owens,'63 Dodge,37.0,100.0,running,0.0
1963,6,Daytona,19.0,26.0,58.0,John Rogers,John Rogers,'61 Pontiac,37.0,75.0,running,0.0
1963,6,Daytona,20.0,21.0,52.0,Cale Yarborough,Julian Buesink,'63 Ford,37.0,75.0,overheating,0.0
1963,6,Daytona,21.0,28.0,2.0,Bill Foster,Cliff Stewart,'62 Pontiac,36.0,75.0,running,0.0
1963,6,Daytona,22.0,27.0,90.0,Bobby Isaac,Bondy Long,'62 Plymouth,31.0,75.0,too slow,0.0
1963,6,Daytona,23.0,23.0,41.0,Jim Paschal,Petty Enterprises,'63 Plymouth,28.0,75.0,engine,0.0
1963,6,Daytona,24.0,19.0,73.0,Ralph Earnhardt,Acey Taylor,'62 Pontiac,26.0,75.0,head gasket,0.0
1963,6,Daytona,25.0,31.0,34.0,Wendell Scott,Royal Beach Motel (Wendell Scott),'62 Chevrolet,25.0,,too slow,0.0
1963,6,Daytona,26.0,5.0,56.0,Ed Livingston,Mamie Reynolds,'62 Ford,21.0,,overheating,0.0
1963,6,Daytona,27.0,17.0,36.0,Rodger Ward,Bill Stroppe,'63 Mercury,9.0,,engine,0.0
1963,6,Daytona,28.0,4.0,54.0,Jimmy Pardue,Pete Stewart,'62 Pontiac,3.0,,engine,0.0
1963,6,Daytona,29.0,30.0,5.0,Jim McGuirk,Ray Nichels,'62 Pontiac,3.0,,overheating,0.0
1963,6,Daytona,30.0,13.0,97.0,Len Sutton,Ray Nichels,'63 Pontiac,3.0,,distributor,0.0
1963,6,Daytona,31.0,12.0,87.0,Buck Baker,Buck Baker,'63 Pontiac,1.0,,distributor,0.0
1963,7,Daytona,1.0,12.0,21,Tiny Lund,English Motors (Wood Brothers),'63 Ford,200.0,24550.0,running,17.0
1963,7,Daytona,2.0,2.0,28,Fred Lorenzen,LaFayette Ford (Holman-Moody Racing),'63 Ford,200.0,15450.0,running,77.0
1963,7,Daytona,3.0,8.0,11,Ned Jarrett,Burton-Robinson (Charles Robinson),'63 Ford,200.0,8700.0,running,26.0
1963,7,Daytona,4.0,10.0,29,Nelson Stacy,Ron's Ford Sales (Holman-Moody Racing),'63 Ford,199.0,8275.0,running,0.0
1963,7,Daytona,5.0,11.0,0,Dan Gurney,LaFayette Ford (Holman-Moody Racing),'63 Ford,199.0,3550.0,running,0.0
1963,7,Daytona,6.0,23.0,43,Richard Petty,Petty Enterprises,'63 Plymouth,198.0,2500.0,running,0.0
1963,7,Daytona,7.0,14.0,7A,Bobby Johns,Williamson - Willy Pontiac Co. (Shorty Johns),'63 Pontiac,198.0,2600.0,running,10.0
1963,7,Daytona,8.0,26.0,8,Joe Weatherly,King-Zane Motors / Miller Pontiac (Bud Moore),'63 Pontiac,197.0,1500.0,running,0.0
1963,7,Daytona,9.0,4.0,13,Johnny Rutherford,Smokey Yunick,'63 Chevrolet,196.0,1250.0,running,0.0
1963,7,Daytona,10.0,13.0,44,Tommy Irwin,LaFayette Ford (Stewart McKinney),'63 Ford,195.0,1000.0,running,0.0
1963,7,Daytona,11.0,9.0,06,Larry Frank,Schwister Ford (Holman-Moody Racing),'63 Ford,195.0,1500.0,running,5.0
1963,7,Daytona,12.0,15.0,14,Troy Ruttman,Mercury (Bill Stroppe),'63 Mercury,195.0,1000.0,running,0.0
1963,7,Daytona,13.0,22.0,39,LeeRoy Yarbrough,E.A. McQuaig,'62 Pontiac,194.0,1000.0,running,0.0
1963,7,Daytona,14.0,6.0,4,Rex White,Jim Rathmann Chevrolet-Cadillac (Rex White),'63 Chevrolet,194.0,1100.0,running,4.0
1963,7,Daytona,15.0,16.0,15,Parnelli Jones,Mercury (Bill Stroppe),'63 Mercury,194.0,1000.0,running,0.0
1963,7,Daytona,16.0,18.0,26,Darel Dieringer,Bill Stroppe,'63 Mercury,192.0,675.0,running,0.0
1963,7,Daytona,17.0,25.0,80,Sal Tovella,Sal's Auto Sales (Tom Hawkins),'63 Ford,192.0,675.0,running,0.0
1963,7,Daytona,18.0,27.0,32,Bob James,S&K Realty (Roscoe Sanders),'63 Plymouth,191.0,675.0,running,0.0
1963,7,Daytona,19.0,49.0,04,H.B. Bailey,H.B. Bailey,'61 Pontiac,188.0,675.0,running,0.0
1963,7,Daytona,20.0,30.0,18,Stick Elliott,Toy Bolton,'62 Pontiac,188.0,675.0,running,0.0
1963,7,Daytona,21.0,1.0,22,Fireball Roberts,Hine Pontiac (Banjo Matthews),'63 Pontiac,182.0,650.0,engine,11.0
1963,7,Daytona,22.0,42.0,56,Ed Livingston,Courtesy Ford (Mamie Reynolds),'62 Ford,180.0,550.0,running,0.0
1963,7,Daytona,23.0,47.0,95,Jim Cushman,Russell Trucking Co. (Jack Russell),'63 Plymouth,176.0,550.0,running,0.0
1963,7,Daytona,24.0,45.0,19,Herman Beam,Herman Beam,'63 Ford,175.0,550.0,running,0.0
1963,7,Daytona,25.0,39.0,54,Jimmy Pardue,Bush Olds-Pontiac (Pete Stewart),'62 Pontiac,169.0,550.0,transmission,0.0
1963,7,Daytona,26.0,41.0,34,Wendell Scott,Royal Beach Motel (Wendell Scott),'62 Chevrolet,168.0,550.0,engine,0.0
1963,7,Daytona,27.0,7.0,02,A.J. Foyt,Hampton Pontiac / Auburn Pontiac (Ray Nichels),'63 Pontiac,143.0,550.0,spin out,6.0
1963,7,Daytona,28.0,37.0,41,Jim Hurtubise,Petty Enterprises,'63 Plymouth,113.0,550.0,engine,0.0
1963,7,Daytona,29.0,35.0,84,Red Foote,Tewksbury Speed Shop (Rocky Hinton),'63 Ford,113.0,550.0,con rod,0.0
1963,7,Daytona,30.0,17.0,69,Johnny Allen,Mercury (Lou Sidoit),'63 Mercury,111.0,550.0,engine,0.0
1963,7,Daytona,31.0,33.0,07,Len Sutton,Douthit-Carroll-Sanchez Co. (Ray Nichels),'63 Pontiac,97.0,550.0,engine,0.0
1963,7,Daytona,32.0,21.0,03,G.C. Spencer,Cottrell Bakery (Ray Fox),'63 Chevrolet,95.0,1550.0,engine,21.0
1963,7,Daytona,33.0,29.0,70,Floyd Powell,Spartanburg Dragway (Paul Clayton),'62 Pontiac,94.0,550.0,wheel studs,0.0
1963,7,Daytona,34.0,44.0,68,Frank Graham,Livingston's Auto Parts (Ed Livingston),'61 Ford,93.0,550.0,engine,0.0
1963,7,Daytona,35.0,36.0,58,John Rogers,Ormsby Pontiac (John Rogers),'61 Pontiac,72.0,550.0,handling,0.0
1963,7,Daytona,36.0,34.0,42,Jim Paschal,Petty Enterprises,'63 Plymouth,72.0,550.0,ignition,0.0
1963,7,Daytona,37.0,19.0,81,Dick Good,Romy (Romy Hammes),'63 Ford,68.0,550.0,spin out,0.0
1963,7,Daytona,38.0,43.0,05,Jim McGuirk,Ray Nichels,'62 Pontiac,67.0,550.0,fumes,0.0
1963,7,Daytona,39.0,28.0,51,Bob Cooper,Bob Cooper,'62 Pontiac,53.0,550.0,engine,0.0
1963,7,Daytona,40.0,5.0,01,Paul Goldsmith,Packer Pontiac (Ray Nichels),'63 Pontiac,39.0,1250.0,piston,11.0
1963,7,Daytona,41.0,46.0,5,Billy Wade,Cotton Owens,'63 Dodge,32.0,550.0,valves,0.0
1963,7,Daytona,42.0,3.0,3,Junior Johnson,Holly Farms Poultry (Ray Fox),'63 Chevrolet,26.0,1750.0,distributor,12.0
1963,7,Daytona,43.0,31.0,71,Bubba Farr,Harrison-Gulley Chevrolet (W.M. Harrison),'63 Chevrolet,22.0,550.0,fuel pump,0.0
