Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2023,1,Daytona,1.0,31.0,47.0,Ricky Stenhouse Jr,Kroger/Cottonelle (JTG-Daugherty Racing),Chevrolet,212.0,running,10.0,48.0,5.0
2023,1,Daytona,2.0,3.0,22.0,Joey Logano,Shell Pennzoil (Roger Penske),Ford,212.0,running,12.0,52.0,0.0
2023,1,Daytona,3.0,5.0,20.0,Christopher Bell,DeWalt - Rheem (Joe Gibbs),Toyota,212.0,running,20.0,44.0,0.0
2023,1,Daytona,4.0,9.0,17.0,Chris Buescher,Fastenal (Jack Roush),Ford,212.0,running,32.0,50.0,0.0
2023,1,Daytona,5.0,1.0,48.0,Alex Bowman,Ally (Rick Hendrick),Chevrolet,212.0,running,12.0,41.0,0.0
2023,1,Daytona,6.0,29.0,16.0,A.J. Allmendinger,Nutrien Ag Solutions (Matthew Kaulig),Chevrolet,212.0,running,1.0,34.0,0.0
2023,1,Daytona,7.0,24.0,99.0,Daniel Suarez,Tootsies Orchid Lounge (Trackhouse Racing),Chevrolet,212.0,running,3.0,30.0,0.0
2023,1,Daytona,8.0,7.0,12.0,Ryan Blaney,MenardsBlue DEFPEAK (Roger Penske),Ford,212.0,running,1.0,37.0,0.0
2023,1,Daytona,9.0,23.0,1.0,Ross Chastain,AdventHealth (Trackhouse Racing),Chevrolet,212.0,running,6.0,38.0,1.0
2023,1,Daytona,10.0,38.0,15.0,Riley Herbst,SunnyD (Rick Ware),Ford,212.0,running,0.0,0.0,0.0
2023,1,Daytona,11.0,40.0,67.0,Travis Pastrana,Black Rifle Coffee (23XI Racing),Toyota,212.0,running,2.0,26.0,0.0
2023,1,Daytona,12.0,13.0,4.0,Kevin Harvick,Busch Light (Stewart Haas Racing),Ford,212.0,running,1.0,37.0,0.0
2023,1,Daytona,13.0,17.0,36.0,Zane Smith,Wellcare (Bob Jenkins),Ford,212.0,running,0.0,3.0,0.0
2023,1,Daytona,14.0,35.0,51.0,Cody Ware,Biohaven/Jacob Co. (Rick Ware),Ford,212.0,running,0.0,23.0,0.0
2023,1,Daytona,15.0,16.0,19.0,Martin Truex Jr,Bass Pro Shops (Joe Gibbs),Toyota,212.0,running,13.0,32.0,0.0
2023,1,Daytona,16.0,12.0,7.0,Corey LaJoie,Celsius (Spire Motorsports),Chevrolet,212.0,running,0.0,27.0,0.0
2023,1,Daytona,17.0,18.0,11.0,Denny Hamlin,FedEx 50 (Joe Gibbs),Toyota,212.0,running,6.0,22.0,0.0
2023,1,Daytona,18.0,2.0,5.0,Kyle Larson,HendrickCars.com (Rick Hendrick),Chevrolet,211.0,crash,6.0,24.0,0.0
2023,1,Daytona,19.0,36.0,8.0,Kyle Busch,3CHI (Richard Childress),Chevrolet,211.0,crash,6.0,18.0,0.0
2023,1,Daytona,20.0,15.0,23.0,Bubba Wallace,McDonald's (23XI Racing),Toyota,211.0,crash,5.0,21.0,0.0
2023,1,Daytona,21.0,4.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,211.0,crash,16.0,29.0,0.0
2023,1,Daytona,22.0,10.0,6.0,Brad Keselowski,Nexlizet (Jack Roush),Ford,211.0,crash,42.0,32.0,1.0
2023,1,Daytona,23.0,6.0,2.0,Austin Cindric,Discount Tire (Roger Penske),Ford,210.0,crash,0.0,29.0,0.0
2023,1,Daytona,24.0,22.0,42.0,Noah Gragson,Wendy's (Legacy Motor Club),Chevrolet,210.0,running,0.0,13.0,0.0
2023,1,Daytona,25.0,33.0,54.0,Ty Gibbs,Monster Energy â€“ Interstate Batteries (Joe Gibbs),Toyota,210.0,running,0.0,17.0,0.0
2023,1,Daytona,26.0,19.0,21.0,Harrison Burton,Motorcraft Dex Imaging (Wood Brothers),Ford,210.0,running,9.0,13.0,0.0
2023,1,Daytona,27.0,14.0,38.0,Todd Gilliland,gener8tor Skills (Bob Jenkins),Ford,208.0,crash,0.0,15.0,0.0
2023,1,Daytona,28.0,11.0,34.0,Michael McDowell,Love's Travel Stops (Bob Jenkins),Ford,208.0,running,0.0,21.0,0.0
2023,1,Daytona,29.0,34.0,50.0,Conor Daly,Bitnile.com (TMT Racing),Chevrolet,206.0,running,0.0,0.0,0.0
2023,1,Daytona,30.0,32.0,78.0,B.J. McLeod,Power Slap Rumble (B.J. McLeod),Chevrolet,204.0,running,0.0,7.0,0.0
2023,1,Daytona,31.0,39.0,84.0,Jimmie Johnson,Carvana (Legacy Motor Club),Chevrolet,203.0,crash,0.0,10.0,0.0
2023,1,Daytona,32.0,28.0,31.0,Justin Haley,Cirkul (Matthew Kaulig),Chevrolet,203.0,crash,0.0,5.0,0.0
2023,1,Daytona,33.0,27.0,3.0,Austin Dillon,Bass Pro Shops Club (Richard Childress),Chevrolet,202.0,crash,0.0,4.0,0.0
2023,1,Daytona,34.0,21.0,24.0,William Byron,RaptorTough.com (Rick Hendrick),Chevrolet,202.0,crash,0.0,7.0,0.0
2023,1,Daytona,35.0,30.0,14.0,Chase Briscoe,Mahindra Tractors (Stewart Haas Racing),Ford,182.0,crash,5.0,2.0,0.0
2023,1,Daytona,36.0,20.0,41.0,Ryan Preece,HaasTooling.com (Stewart Haas Racing),Ford,181.0,crash,4.0,11.0,0.0
2023,1,Daytona,37.0,25.0,43.0,Erik Jones,GUNS Nâ€™ ROSES (Legacy Motor Club),Chevrolet,118.0,crash,0.0,1.0,0.0
2023,1,Daytona,38.0,8.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,118.0,crash,0.0,9.0,0.0
