Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1955,4,Daytona Beach,9.0,22.0,87,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,38.0,200.0,running,0.0
1955,4,Daytona Beach,10.0,43.0,185,Jack Radtke,–,'55 Chevrolet,38.0,150.0,running,0.0
1955,4,Daytona Beach,11.0,18.0,110,Bud Kutina,Bud Kutina,'55 Oldsmobile,38.0,140.0,running,0.0
1955,4,Daytona Beach,12.0,27.0,23,Jack Choquette,George Miller,'54 Hudson,38.0,125.0,running,0.0
1955,4,Daytona Beach,13.0,3.0,88,Dick Rathmann,Ernest Woods,'55 Oldsmobile,38.0,100.0,running,0.0
1955,4,Daytona Beach,14.0,21.0,37,Marvin Copple,Marvin Copple,'55 Oldsmobile,37.0,85.0,running,0.0
1955,4,Daytona Beach,15.0,41.0,241,Axel Anderson,Axel Anderson,'55 Mercury,37.0,75.0,running,0.0
1955,4,Daytona Beach,16.0,40.0,140,Mack Hanbury,Caplan Motors (Mack Hanbury),'53 Hudson,37.0,50.0,running,0.0
1955,4,Daytona Beach,17.0,16.0,331,Willard Holt,–,'55 Chevrolet,37.0,50.0,running,0.0
1955,4,Daytona Beach,18.0,15.0,13,Bob Dawson,William P. Webb,'55 Dodge,37.0,50.0,running,0.0
1955,4,Daytona Beach,19.0,24.0,237,Jim Wilson,Harvey Walters,'55 Dodge,37.0,50.0,running,0.0
1955,4,Daytona Beach,20.0,46.0,16,Ray Chaike,Gus Holzmueller,'54 Dodge,37.0,50.0,running,0.0
1955,4,Daytona Beach,21.0,29.0,166,Bud Palmer,W.E. Campbell,'55 Dodge,36.0,35.0,running,0.0
1955,4,Daytona Beach,22.0,25.0,39,Jim McLain,Maurice Thompson,'55 Oldsmobile,36.0,35.0,running,0.0
1955,4,Daytona Beach,23.0,34.0,147,Harvey Eakin,Harvey Eakin,'55 Nash,35.0,35.0,running,0.0
1955,4,Daytona Beach,24.0,37.0,460,Gene Simpson,Brooks Brothers,'55 Plymouth,35.0,35.0,running,0.0
1955,4,Daytona Beach,25.0,47.0,8,Bud Harless,Edgar Clay,'53 Hudson,35.0,35.0,running,0.0
1955,4,Daytona Beach,26.0,7.0,78,Jim Paschal,Ernest Woods,'55 Oldsmobile,35.0,35.0,fuel pump,0.0
1955,4,Daytona Beach,27.0,35.0,26,Russ Truelove,J.W. Campbell,'55 Ford,35.0,35.0,running,0.0
1955,4,Daytona Beach,28.0,42.0,599,Bud Chaddock,–,'53 Hudson,35.0,35.0,running,0.0
1955,4,Daytona Beach,29.0,36.0,9,Dave Terrell,Dave Terrell,'55 Plymouth,35.0,35.0,running,0.0
1955,4,Daytona Beach,30.0,32.0,18,Arden Mounts,Gene Comstock,'54 Hudson,34.0,35.0,running,0.0
1955,4,Daytona Beach,31.0,44.0,1,Bo Fields,Carl Wesson,'53 Plymouth,33.0,25.0,running,0.0
1955,4,Daytona Beach,32.0,39.0,75,Ed Paskovich,Ed Paskovich,'53 Dodge,33.0,25.0,running,0.0
1955,4,Daytona Beach,33.0,31.0,28,Eddie Skinner,Frank Dodge,'53 Oldsmobile,32.0,25.0,running,0.0
1955,4,Daytona Beach,34.0,11.0,238,Jack Farris,Max Schwimer,'55 Oldsmobile,30.0,25.0,running,0.0
1955,4,Daytona Beach,35.0,6.0,55,Junior Johnson,B&L Motors / Brushy Mountain Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,25.0,25.0,clutch,0.0
1955,4,Daytona Beach,36.0,17.0,92,Herb Thomas,Walt Chapman,'55 Packard,22.0,,engine,0.0
1955,4,Daytona Beach,37.0,30.0,69,Volney Schulze,Volney Schulze,'54 Dodge,22.0,,overheating,0.0
1955,4,Daytona Beach,38.0,28.0,33,Gene Comstock,Gene Comstock,'53 Hudson,19.0,,vapor lock,0.0
1955,4,Daytona Beach,39.0,33.0,41,Ralph Shaffer,John Eanes,'55 Oldsmobile,16.0,,overheating,0.0
1955,4,Daytona Beach,40.0,20.0,59,Jimmie Lewallen,Brownie Pitt,'54 Oldsmobile,14.0,,transmission,0.0
1955,4,Daytona Beach,41.0,8.0,188,Hooker Hood,Hooker Hood,'54 Oldsmobile,14.0,,transmission,0.0
1955,4,Daytona Beach,42.0,26.0,349,Charlie Cregar,Stew Engler's Calso / Rader-Leauber Motor Co. (James Gess),'54 Oldsmobile,10.0,,transmission,0.0
1955,4,Daytona Beach,43.0,23.0,56,Tommy Ringstaff,J.B. Cunningham,'55 Packard,7.0,,valve,0.0
1955,4,Daytona Beach,44.0,45.0,65,Bill Blair,Ken Whitney,'55 Ford,6.0,,transmission,0.0
1955,4,Daytona Beach,45.0,13.0,51,Gober Sosebee,Gober Sosebee,'55 Oldsmobile,4.0,,piston,0.0
1955,4,Daytona Beach,46.0,38.0,48,Louis Headley,Louis Headley,'55 Chevrolet,3.0,,ignition,0.0
1955,4,Daytona Beach,47.0,19.0,4,Ken Fisher,Hamburg Delivery (Ken Fisher),'55 Chrysler,2.0,,carburetor,0.0
1955,4,Daytona Beach,48.0,4.0,M-1,Fireball Roberts,Fish Carburetor (Bob Fish),'55 Buick,39.0,,disqualified,0.0
1955,5,Savannah,1.0,6.0,42.0,Lee Petty,Petty Enterprises,'54 Chrysler,200.0,1000.0,running,136.0
1955,5,Savannah,2.0,4.0,1.0,Don White,Don White,'55 Oldsmobile,196.0,650.0,running,0.0
1955,5,Savannah,3.0,1.0,3.0,Dick Rathmann,Blue Crown (John Ditz),'54 Hudson,194.0,450.0,running,64.0
1955,5,Savannah,4.0,8.0,92.0,Herb Thomas,Herb Thomas,'54 Hudson,192.0,350.0,running,0.0
1955,5,Savannah,5.0,11.0,28.0,Eddie Skinner,Frank Dodge,'53 Oldsmobile,185.0,300.0,running,0.0
1955,5,Savannah,6.0,14.0,9.0,Dave Terrell,Dave Terrell,'55 Plymouth,182.0,250.0,running,0.0
1955,5,Savannah,7.0,12.0,140.0,Mack Hanbury,Caplan Motors (Mack Hanbury),'53 Hudson,182.0,200.0,running,0.0
1955,5,Savannah,8.0,16.0,78.0,Jim Paschal,Ernest Woods,'55 Oldsmobile,182.0,150.0,running,0.0
1955,5,Savannah,9.0,15.0,88.0,Joel Million,Ernest Woods,'55 Oldsmobile,181.0,100.0,running,0.0
1955,5,Savannah,10.0,17.0,75.0,Ed Paskovich,Ed Paskovich,'54 Dodge,170.0,100.0,running,0.0
1955,5,Savannah,11.0,2.0,99.0,Curtis Turner,Parks Cigarette (Raymond Parks),'55 Oldsmobile,167.0,25.0,running,0.0
1955,5,Savannah,12.0,18.0,13.0,Bob Dawson,–,'55 Dodge,153.0,25.0,running,0.0
1955,5,Savannah,13.0,9.0,23.0,Jack Choquette,George Miller,'54 Hudson,120.0,25.0,fuel pump,0.0
1955,5,Savannah,14.0,5.0,55.0,Junior Johnson,B & L Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,95.0,25.0,piston,0.0
1955,5,Savannah,15.0,3.0,59.0,Blackie Pitt,Brownie Pitt,'54 Oldsmobile,72.0,25.0,bearing,0.0
1955,5,Savannah,16.0,7.0,87.0,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,46.0,25.0,v joint,0.0
1955,5,Savannah,17.0,10.0,15.0,Jimmie Lewallen,Joe Blair,'54 Mercury,20.0,25.0,gas line,0.0
1955,5,Savannah,18.0,13.0,51.0,Gober Sosebee,Gober Sosebee,'55 Oldsmobile,8.0,25.0,piston,0.0
1955,6,Columbia,1.0,–,14,Fonty Flock,Mercury Outboards (Frank Christian),'55 Chevrolet,200,1000.0,running,66.0
1955,6,Columbia,2.0,–,1,Don White,Don White,'55 Oldsmobile,–,650.0,running,0.0
1955,6,Columbia,3.0,–,3,Dick Rathmann,Blue Crown (John Ditz),'54 Hudson,–,450.0,running,0.0
1955,6,Columbia,4.0,–,87,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,–,350.0,running,0.0
1955,6,Columbia,5.0,1,300,Tim Flock,Mercury Outboards (Carl Kiekhaefer),'55 Chrysler,–,300.0,running,134.0
1955,6,Columbia,6.0,–,42,Lee Petty,Petty Enterprises,'54 Chrysler,–,250.0,running,0.0
1955,6,Columbia,7.0,–,55,Junior Johnson,B & L Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,–,200.0,running,0.0
1955,6,Columbia,8.0,–,78,Jim Paschal,Helzafire (Ernest Woods),'55 Oldsmobile,–,150.0,running,0.0
1955,6,Columbia,9.0,–,6,Ralph Liguori,Ralph Liguori,'54 Dodge,–,100.0,running,0.0
1955,6,Columbia,10.0,–,92,Herb Thomas,Motoramic (Herb Thomas),'55 Chevrolet,–,100.0,running,0.0
1955,6,Columbia,11.0,20,59,Blackie Pitt,Brownie Pitt,'54 Oldsmobile,–,25.0,running,0.0
1955,6,Columbia,12.0,12,B-29,Dink Widenhouse,Dink Widenhouse,'53 Oldsmobile,–,25.0,running,0.0
1955,6,Columbia,13.0,13,82,Joe Eubanks,Oates Motor Co. (Phil Oates),'53 Hudson,–,25.0,running,0.0
1955,6,Columbia,14.0,19,28,Eddie Skinner,Frank Dodge,'53 Oldsmobile,–,25.0,running,0.0
1955,6,Columbia,15.0,18,460,Gene Simpson,Brooks Brothers,'55 Plymouth,–,25.0,running,0.0
1955,6,Columbia,16.0,10,140,Mack Hanbury,Caplan Motors (Mack Hanbury),'53 Hudson,–,25.0,running,0.0
1955,6,Columbia,17.0,15,51,Gober Sosebee,Gober Sosebee,'53 Oldsmobile,–,25.0,crash,0.0
1955,6,Columbia,18.0,9,88,Joel Million,Ernest Woods,'55 Oldsmobile,–,25.0,crash,0.0
1955,6,Columbia,19.0,17,,Billy Myers,–,'55 Plymouth,–,25.0,crash,0.0
1955,6,Columbia,20.0,22,39,Jim McLain,Jim McLain,'55 Oldsmobile,–,25.0,crash,0.0
1955,6,Columbia,21.0,16,,Glenn Blackman,–,'55 Dodge,–,,crash,0.0
1955,6,Columbia,22.0,11,5,Jimmie Lewallen,Joe Blair,'54 Mercury,–,,tire,0.0
1955,7,Hillsboro,1.0,3.0,78.0,Jim Paschal,Helzafire (Ernest Woods),'55 Oldsmobile,100.0,1000.0,running,52.0
1955,7,Hillsboro,2.0,2.0,87.0,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,100.0,650.0,running,0.0
1955,7,Hillsboro,3.0,5.0,1.0,Don White,Don White,'55 Oldsmobile,100.0,450.0,running,0.0
1955,7,Hillsboro,4.0,19.0,88.0,Joel Million,Ernest Woods,'55 Oldsmobile,99.0,350.0,running,0.0
1955,7,Hillsboro,5.0,4.0,14.0,Fonty Flock,Frank Christian,'55 Chevrolet,99.0,300.0,running,0.0
1955,7,Hillsboro,6.0,14.0,42.0,Lee Petty,Petty Enterprises,'55 Dodge,98.0,250.0,running,0.0
1955,7,Hillsboro,7.0,15.0,6.0,Ralph Liguori,Ralph Liguori,'54 Dodge,95.0,200.0,running,0.0
1955,7,Hillsboro,8.0,13.0,140.0,Mack Hanbury,Caplan Motors (Mack Hanbury),'53 Hudson,94.0,150.0,running,0.0
1955,7,Hillsboro,9.0,18.0,73.0,"John Dodd, Jr.","John Dodd, Sr.",'53 Hudson,93.0,100.0,running,0.0
1955,7,Hillsboro,10.0,16.0,56.0,Tommy Ringstaff,J.B. Cunningham,'55 Packard,92.0,100.0,running,0.0
1955,7,Hillsboro,11.0,21.0,460.0,Gene Simpson,Brooks Brothers,'55 Plymouth,91.0,25.0,running,0.0
1955,7,Hillsboro,12.0,6.0,55.0,Junior Johnson,B & L Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,86.0,25.0,king pin,0.0
1955,7,Hillsboro,13.0,8.0,9.0,Donald Thomas,Herb Thomas,'54 Hudson,80.0,25.0,engine,0.0
1955,7,Hillsboro,14.0,10.0,98.0,Dick Rathmann,Dave Terrell,'53 Oldsmobile,76.0,25.0,spindle,0.0
1955,7,Hillsboro,15.0,9.0,28.0,Eddie Skinner,Frank Dodge,'53 Oldsmobile,67.0,25.0,running,0.0
1955,7,Hillsboro,16.0,11.0,92.0,Herb Thomas,Motoramic (Herb Thomas),'55 Chevrolet,65.0,25.0,wheel,0.0
1955,7,Hillsboro,17.0,1.0,300.0,Tim Flock,Mercury Outboards (Carl Kiekhaefer),'55 Chrysler,49.0,25.0,spindle,48.0
1955,7,Hillsboro,18.0,7.0,59.0,Blackie Pitt,Brownie Pitt,'54 Oldsmobile,48.0,25.0,steering,0.0
1955,7,Hillsboro,19.0,20.0,80.0,John Capps,–,'50 Lincoln,17.0,25.0,crash,0.0
1955,7,Hillsboro,20.0,12.0,5.0,Jimmie Lewallen,Joe Blair,'54 Mercury,9.0,25.0,fuel pump,0.0
1955,7,Hillsboro,21.0,17.0,19.0,Fred Dove,Ken Pace,'50 Mercury,2.0,,engine,0.0
1955,8,North Wilkesboro,1.0,2.0,87,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,160.0,1000.0,running,160.0
1955,8,North Wilkesboro,2.0,8.0,3,Dick Rathmann,Blue Crown (John Ditz),'54 Hudson,160.0,650.0,running,0.0
1955,8,North Wilkesboro,3.0,7.0,99,Curtis Turner,Parks Cigarette (Raymond Parks),'55 Oldsmobile,156.0,450.0,running,0.0
1955,8,North Wilkesboro,4.0,10.0,42,Lee Petty,Petty Enterprises,'55 Chrysler,155.0,350.0,running,0.0
1955,8,North Wilkesboro,5.0,17.0,28,Eddie Skinner,Frank Dodge,'53 Oldsmobile,154.0,300.0,running,0.0
1955,8,North Wilkesboro,6.0,20.0,98,Dave Terrell,Dave Terrell,'53 Oldsmobile,152.0,250.0,running,0.0
1955,8,North Wilkesboro,7.0,15.0,5,Jimmie Lewallen,Joe Blair,'54 Mercury,151.0,200.0,running,0.0
1955,8,North Wilkesboro,8.0,22.0,460,Gene Simpson,Brooks Brothers,'55 Plymouth,151.0,150.0,running,0.0
1955,8,North Wilkesboro,9.0,9.0,88,Joel Million,Ernest Woods,'55 Oldsmobile,144.0,100.0,running,0.0
1955,8,North Wilkesboro,10.0,16.0,59,Blackie Pitt,Brownie Pitt,'54 Oldsmobile,140.0,100.0,running,0.0
1955,8,North Wilkesboro,11.0,14.0,58,Tommy Ringstaff,J.B. Cunningham,'55 Packard,126.0,25.0,axle,0.0
1955,8,North Wilkesboro,12.0,12.0,72,"John Dodd, Sr.","John Dodd, Sr.",'53 Hudson,109.0,25.0,spindle,0.0
1955,8,North Wilkesboro,13.0,13.0,300,Tim Flock,Mercury Outboards (Carl Kiekhaefer),'55 Chrysler,106.0,25.0,coil,0.0
1955,8,North Wilkesboro,14.0,11.0,18,Herb Thomas,Arden Mounts,'54 Hudson,105.0,25.0,wheel,0.0
1955,8,North Wilkesboro,15.0,19.0,80,Jimmy Thompson,–,'53 Hudson,84.0,25.0,frame,0.0
1955,8,North Wilkesboro,16.0,6.0,78,Jim Paschal,Helzafire (Ernest Woods),'55 Oldsmobile,70.0,25.0,vapor lock,0.0
1955,8,North Wilkesboro,17.0,13.0,73,"John Dodd, Jr.","John Dodd, Sr.",'53 Hudson,64.0,25.0,gasket,0.0
1955,8,North Wilkesboro,18.0,4.0,55,Junior Johnson,B & L Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,58.0,25.0,bearing,0.0
1955,8,North Wilkesboro,19.0,1.0,B-29,Dink Widenhouse,Dink Widenhouse,'53 Oldsmobile,56.0,25.0,engine,0.0
1955,8,North Wilkesboro,20.0,5.0,14,Fonty Flock,Frank Christian,'55 Chevrolet,33.0,25.0,axle,0.0
1955,8,North Wilkesboro,21.0,18.0,6,Ralph Liguori,Ralph Liguori,'53 Dodge,16.0,,tire,0.0
1955,8,North Wilkesboro,22.0,21.0,57,Boyce Hildreth,Hildreth Motors (Elton Hildreth),'53 Hudson,5.0,,gasket,0.0
1955,9,Montgomery,1.0,5.0,300.0,Tim Flock,Mercury Outboards (Carl Kiekhaefer),'55 Chrysler,200.0,1000.0,running,175.0
1955,9,Montgomery,2.0,4.0,88.0,Joel Million,Ernest Woods,'55 Oldsmobile,196.0,650.0,running,0.0
1955,9,Montgomery,3.0,3.0,14.0,Fonty Flock,Frank Christian,'55 Chevrolet,196.0,450.0,running,0.0
1955,9,Montgomery,4.0,7.0,99.0,Curtis Turner,Parks Cigarette (Raymond Parks),'55 Oldsmobile,192.0,350.0,running,0.0
1955,9,Montgomery,5.0,12.0,92.0,Herb Thomas,Motoramic (Herb Thomas),'55 Chevrolet,190.0,300.0,piston,16.0
1955,9,Montgomery,6.0,10.0,42.0,Lee Petty,Petty Enterprises,'54 Chrysler,190.0,250.0,running,0.0
1955,9,Montgomery,7.0,6.0,59.0,Blackie Pitt,Brownie Pitt,'54 Oldsmobile,186.0,200.0,running,0.0
1955,9,Montgomery,8.0,8.0,5.0,Jimmie Lewallen,Joe Blair,'54 Mercury,184.0,150.0,coil,0.0
1955,9,Montgomery,9.0,9.0,3.0,Dick Rathmann,Blue Crown (John Ditz),'54 Hudson,184.0,100.0,running,0.0
1955,9,Montgomery,10.0,1.0,78.0,Jim Paschal,Helzafire (Ernest Woods),'55 Oldsmobile,184.0,100.0,running,9.0
1955,9,Montgomery,11.0,11.0,155.0,Henry Ford,Henry Ford,'54 Chrysler,171.0,25.0,running,0.0
1955,9,Montgomery,12.0,2.0,87.0,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,157.0,25.0,running,0.0
1955,9,Montgomery,13.0,13.0,14.0,Julian Petty,Julian Petty,'53 Chrysler,0.0,25.0,–,0.0
1955,9,Montgomery,14.0,14.0,,Jim Bossic,–,–,0.0,25.0,–,0.0
1955,9,Montgomery,15.0,15.0,,Morris Hill,–,–,0.0,25.0,–,0.0
1955,10,Langhorne,1.0,1,300,Tim Flock,Mercury Outboards (Carl Kiekhaefer),'55 Chrysler,124.0,1430.0,running,124.0
1955,10,Langhorne,2.0,5,87,Buck Baker,Griffin Motors (Bob Griffin),'54 Oldsmobile,124.0,860.0,running,0.0
1955,10,Langhorne,3.0,13,55,Junior Johnson,B & L Motors (Jim Lowe / Carl Beckham),'55 Oldsmobile,124.0,600.0,running,0.0
1955,10,Langhorne,4.0,2,3,Dick Rathmann,Pure Sensitized (John Ditz),'54 Hudson,124.0,515.0,running,0.0
1955,10,Langhorne,5.0,–,92,Herb Thomas,Herb Thomas,'55 Buick,122.0,350.0,running,0.0
1955,10,Langhorne,6.0,8,88,Joel Million,Ernest Woods,'55 Oldsmobile,122.0,210.0,running,0.0
1955,10,Langhorne,7.0,10,42,Lee Petty,Petty Enterprises,'55 Chrysler,122.0,150.0,running,0.0
1955,10,Langhorne,8.0,26,56,Jim Ord,Hank Salat,'55 Packard,118.0,175.0,running,0.0
1955,10,Langhorne,9.0,18,460,Gene Simpson,Brooks Brothers,'55 Plymouth,117.0,150.0,running,0.0
1955,10,Langhorne,10.0,20,121,Harvey Henderson,Harvey Henderson,'53 Hudson,112.0,150.0,running,0.0
1955,10,Langhorne,11.0,7,L-28,Carl Krueger,Carl Krueger,'55 Chevrolet,112.0,35.0,running,0.0
1955,10,Langhorne,12.0,23,156,Henry Ford,Henry Ford,'54 Chrysler,110.0,25.0,running,0.0
1955,10,Langhorne,13.0,–,348,Chuck Hanson,Chuck Hansen,'53 Oldsmobile,109.0,25.0,running,0.0
1955,10,Langhorne,14.0,–,L-4,Gene Holcomb,–,'54 Dodge,106.0,25.0,running,0.0
1955,10,Langhorne,15.0,–,75,Ed Paskovich,Ed Paskovich,'53 Dodge,105.0,25.0,running,0.0
