owner,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Dave Mader,4,0,0.0,22.75,19,26,27.0,16,37,0.0,0,0,,,805,268,280,250
Dave Marcis,711,1,0.00141,23.73,1,49,22.0,1,46,1.46,1041,152,94.87,,6480992,9115,112575,200
Dave McCredy,2,0,0.0,22.0,8,36,14.0,11,17,0.0,0,0,,,675,338,600,75
Dave Quate,14,0,0.0,10.75,3,26,19.71,3,43,0.0,0,0,,,1625,135,450,10
Dave Terrell,68,0,0.0,17.73,2,48,16.97,3,53,0.13,9,9,,,7130,127,750,25
Dave Watson,6,0,0.0,33.67,20,43,35.67,17,43,0.0,0,0,44.8,,310079,51680,66845,1600
Dave White,7,0,0.0,14.0,7,25,17.43,8,38,0.0,0,0,,,810,135,180,100
David Bean,1,0,0.0,43.0,43,43,36.0,36,36,0.0,0,0,55.0,,65450,65450,65450,65450
David Blair,18,0,0.0,19.17,2,42,25.17,8,37,0.72,13,12,88.22,,303118,16840,65935,6615
David Chester,1,0,0.0,3.0,3,3,15.0,15,15,0.0,0,0,,,50,50,50,50
David Ezell,1,0,0.0,6.0,6,6,3.0,3,3,0.0,0,0,,,450,450,450,450
David Lee Sellers,10,0,0.0,27.2,20,33,23.4,10,35,0.0,0,0,92.9,,15630,1563,2805,525
David Pearson,79,0,0.0,17.81,1,40,20.39,2,41,0.08,6,3,92.26,,249207,3155,23915,50
David Ray Boggs,31,0,0.0,24.58,10,37,24.35,6,50,0.0,0,0,,,24309,784,1715,250
David Sisco,95,0,0.0,21.91,6,41,18.68,3,39,0.91,86,28,105.14,,178145,1875,9120,295
David Vaughn,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,100,100,100,100
David Walker,12,0,0.0,21.25,7,42,17.83,3,29,0.0,0,0,,,4985,415,1275,50
David Warren,71,0,0.0,21.75,6,44,19.08,6,44,0.0,0,0,,,15910,234,1300,100
Davis Brothers,4,0,0.0,21.0,1,36,28.25,7,38,1.25,5,5,,,290,97,165,25
Dawson Lechlider,4,0,0.0,24.0,17,37,31.0,12,50,0.0,0,0,,,75,25,25,25
Dean Barnicle,13,0,0.0,22.77,7,37,17.69,6,42,0.0,0,0,,,18445,1419,2070,750
Dean Dalton,122,0,0.0,25.84,5,48,21.58,6,51,0.05,6,6,97.97,,133066,1091,3045,220
Dean Monroe,2,0,0.0,16.0,9,23,33.0,33,33,0.0,0,0,64.0,,18115,9058,9065,9050
Dean Myers,42,0,0.0,28.31,2,42,29.64,8,43,0.02,1,1,74.26,,453446,10796,48425,4375
Dean Thorne,10,0,0.0,25.67,13,40,21.0,5,37,0.0,0,0,,,10185,1019,2150,100
Del Smith,4,0,0.0,40.5,33,50,21.0,9,30,0.0,0,0,,,4710,1178,1750,685
Delbert Puro,4,0,0.0,24.0,19,30,33.25,21,39,0.0,0,0,63.25,,4505,1126,1705,855
Dell Pearson,9,0,0.0,31.0,16,61,15.22,2,41,0.0,0,0,,,1050,117,700,25
Dennis Gallion,6,0,0.0,25.0,14,32,23.5,14,37,0.0,0,0,,,6025,1004,1620,270
Dennis Holt,73,0,0.0,23.04,11,43,19.32,10,51,0.0,0,0,,,16347,244,1100,100
Derick Close,32,0,0.0,30.31,14,40,26.5,11,39,0.22,7,6,84.35,,207725,6491,38275,2150
Derrike Cope,21,0,0.0,37.57,22,43,39.14,29,43,0.0,0,0,45.57,,1113082,53004,102875,35865
Detroit Kaiser Dealers.,1,0,0.0,12.0,12,12,28.0,28,28,0.0,0,0,,,25,25,25,25
DiGard Racing,377,43,0.11406,8.53,1,39,13.44,1,42,38.11,14368,486,133.77,,4364349,11607,120630,370
Dick Bahre,31,0,0.0,29.13,14,40,29.74,17,42,0.0,0,0,71.82,,76141,2456,6526,850
Dick Bailey,1,0,0.0,9.0,9,9,20.0,20,20,0.0,0,0,,,75,75,75,75
Dick Beaty,26,0,0.0,16.16,4,46,11.96,5,22,0.0,0,0,,,4240,163,350,50
Dick Behling,1,0,0.0,32.0,32,32,12.0,12,12,0.0,0,0,,,1525,1525,1525,1525
Dick Bown,27,0,0.0,23.3,5,49,27.37,10,42,0.0,0,0,71.5,,32650,1209,2550,250
Dick Brooks,127,0,0.0,17.44,2,46,20.1,2,41,1.57,200,133,77.93,,606978,4779,52625,100
Dick Carter,3,0,0.0,27.0,25,29,28.0,18,35,0.0,0,0,,,65,33,40,25
Dick Clothier,5,0,0.0,39.0,39,39,16.4,6,36,0.0,0,0,,,350,88,200,25
Dick Curry,1,0,0.0,31.0,31,31,44.0,44,44,0.0,0,0,,,105,105,105,105
Dick Dixon,1,0,0.0,17.0,17,17,22.0,22,22,0.0,0,0,,,75,75,75,75
Dick Eagan,6,0,0.0,14.0,11,17,14.33,3,26,0.0,0,0,,,675,135,450,25
Dick Foley,7,0,0.0,33.71,13,56,34.29,12,61,0.0,0,0,,,650,130,200,75
Dick Freeman,7,0,0.0,31.57,12,47,26.86,13,68,0.0,0,0,,,985,141,250,50
Dick Getty,24,0,0.0,18.59,5,35,15.46,5,31,0.0,0,0,,,3450,150,325,10
Dick Guldstrand,1,0,0.0,21.0,21,21,32.0,32,32,0.0,0,0,,,740,740,740,740
Dick Hutcherson,4,0,0.0,4.25,1,8,8.75,2,15,18.75,75,60,,,1585,396,1100,100
Dick Johnson,59,0,0.0,20.19,4,42,22.05,6,39,0.0,0,0,75.25,,45337,795,4105,100
Dick Joslin,5,0,0.0,33.8,27,38,30.2,14,44,0.0,0,0,,,685,137,200,85
Dick Kranzler,9,0,0.0,28.67,19,45,25.89,14,48,0.0,0,0,76.0,,9430,1048,1670,700
Dick Meyer,2,0,0.0,14.5,13,16,10.5,4,17,0.0,0,0,,,1050,525,1000,50
Dick Midgley,26,0,0.0,25.69,10,39,26.81,9,43,0.31,8,8,82.64,,49330,1897,4880,620
Dick Moroso,68,0,0.0,24.31,6,40,25.24,5,43,0.13,9,4,88.06,,505182,7429,50925,1250
Dick Niles,3,0,0.0,12.67,6,22,10.0,4,18,0.0,0,0,,,4090,1363,2470,620
Dick Passwater,1,0,0.0,22.0,22,22,9.0,9,9,0.0,0,0,,,630,630,630,630
Dick Poling,1,0,0.0,39.0,39,39,27.0,27,27,0.0,0,0,,,670,670,670,670
Dick Ross,2,0,0.0,,,,26.0,25,27,0.0,0,0,,,50,50,50,50
Dick Stanley,5,0,0.0,27.0,10,41,24.8,16,47,0.0,0,0,,,1450,290,700,50
Dick Walters,7,0,0.0,18.71,15,28,17.71,10,31,0.0,0,0,,,580,83,140,50
Dick Wearing,3,0,0.0,26.0,17,35,17.67,7,33,0.0,0,0,,,300,150,200,100
Dick Whalen,1,0,0.0,32.0,32,32,19.0,19,19,0.0,0,0,106.0,,950,950,950,950
Dick Wright,8,0,0.0,15.38,5,26,26.63,9,38,0.0,0,0,,,1725,216,675,50
Dietrich Mateschitz,324,2,0.00617,21.06,1,43,22.94,1,43,2.74,887,124,76.26,,34877892,107648,319068,58505
Dingman Brothers,29,0,0.0,24.69,7,42,28.34,10,42,0.03,1,1,77.04,,104450,3602,14335,1295
Dink Widenhouse,27,0,0.0,14.68,1,59,17.41,4,54,0.0,0,0,,,3225,154,365,25
Doc Faustina,36,0,0.0,29.44,12,52,27.67,7,45,0.0,0,0,88.0,,37394,1039,3410,275
Doc White,47,3,0.06383,16.57,1,44,15.7,1,43,13.55,637,185,,,16005,381,4625,50
Doe & Associates,1,0,0.0,36.0,36,36,37.0,37,37,0.0,0,0,52.0,,1510,1510,1510,1510
Dominic Persicketti,4,0,0.0,21.0,14,36,13.5,8,20,0.0,0,0,,,800,200,300,50
Don Angel,23,0,0.0,19.25,2,48,16.43,3,45,0.0,0,0,,,2810,134,400,45
Don Arnold,44,0,0.0,34.64,5,43,35.02,21,43,0.18,8,3,58.5,,2959509,67262,207962,50447
Don Bailey,3,0,0.0,41.0,41,41,21.33,14,35,0.0,0,0,,,75,25,25,25
Don Biederman,1,0,0.0,21.0,21,21,23.0,23,23,0.0,0,0,,,100,100,100,100
Don Bierschwale,81,0,0.0,28.38,7,48,26.98,4,47,0.05,4,2,79.28,,275015,3395,31725,530
Don Cecchini,2,0,0.0,24.5,5,44,27.5,17,38,0.0,0,0,,,50,50,50,50
Don Culpepper,104,0,0.0,21.09,1,41,18.25,5,44,0.23,24,24,,,44752,443,1850,100
Don Eggert,2,0,0.0,,,,21.0,11,31,0.0,0,0,,,35,18,25,10
Don Every,27,0,0.0,17.63,4,45,16.19,2,48,0.0,0,0,,,5660,218,1350,50
Don Freymiller,3,0,0.0,38.33,35,42,34.67,25,40,1.33,4,4,60.67,,10050,3350,3575,3000
Don Gallagher,1,0,0.0,26.0,26,26,13.0,13,13,0.0,0,0,,,50,50,50,50
Don Gibbs,15,0,0.0,29.07,13,40,30.4,15,40,0.2,3,2,72.47,,50850,3390,6040,1510
Don Gray,2,0,0.0,16.0,16,16,18.5,17,20,0.0,0,0,,,115,58,65,50
Don Guy,2,0,0.0,35.5,35,36,25.5,24,27,0.0,0,0,86.5,,1730,865,905,825
Don Hamilton,2,0,0.0,23.0,20,26,23.0,21,25,0.0,0,0,,,0,,,
Don Harrison,8,0,0.0,23.63,3,44,27.63,13,38,0.0,0,0,,,2440,349,650,100
Don Henison,2,0,0.0,20.5,18,23,25.5,14,37,0.0,0,0,,,200,100,100,100
Don Holcomb,14,0,0.0,25.36,12,66,14.43,8,34,0.0,0,0,,,1185,85,150,50
Don House,9,0,0.0,23.11,8,49,24.89,6,38,0.0,0,0,,,2985,373,950,85
Don Hume,3,0,0.0,35.33,32,41,27.33,18,40,0.0,0,0,,,1770,590,650,550
Don Noel,12,0,0.0,27.0,16,44,29.83,15,48,0.0,0,0,74.5,,10615,885,1415,575
Don Nuzum,8,0,0.0,28.75,17,43,25.25,17,42,0.0,0,0,,,8570,1071,2170,585
Don Oldenberg,15,0,0.0,17.89,3,37,15.93,3,60,0.0,0,0,,,2175,155,450,25
Don Oliver,6,0,0.0,14.33,4,25,13.0,3,24,0.0,0,0,,,1315,219,900,25
Don Pruitt,1,0,0.0,30.0,30,30,32.0,32,32,0.0,0,0,,,670,670,670,670
Don Robertson,521,2,0.00384,23.46,3,51,19.02,1,46,0.42,217,112,99.8,,577690,1113,7265,100
Don Rogala,28,3,0.10714,8.75,1,62,15.25,1,39,16.57,464,159,,,6270,251,1500,10
Don Satterfield,8,0,0.0,31.5,27,36,29.13,24,34,0.0,0,0,76.0,,4480,560,955,355
Don Simkins,1,0,0.0,38.0,38,38,12.0,12,12,0.0,0,0,,,965,965,965,965
Don Snyder,9,0,0.0,19.44,6,34,20.0,4,33,0.0,0,0,,,5830,648,1750,150
Don Tarr,62,0,0.0,24.82,5,48,23.71,5,46,0.08,5,5,,,37064,598,1675,100
Don Taylor,3,0,0.0,20.0,16,28,23.33,12,38,0.0,0,0,,,300,100,100,100
Don Walker,3,0,0.0,31.33,27,34,26.0,15,38,0.0,0,0,,,1615,538,590,500
Don Waterman,9,0,0.0,26.56,18,36,20.22,10,33,0.22,2,1,103.56,,19285,2143,3970,700
Don White,4,0,0.0,11.33,4,25,4.5,2,11,0.0,0,0,,,1840,460,650,90
Don Whittington,2,0,0.0,23.0,14,32,28.0,22,34,0.0,0,0,79.0,,3970,1985,2435,1535
Donald Brackins,84,7,0.08333,9.23,1,46,12.93,1,46,23.69,1990,238,,,48555,592,9650,100
Donald Dean,1,0,0.0,33.0,33,33,21.0,21,21,0.0,0,0,100.0,,900,900,900,900
Donald Green,1,0,0.0,29.0,29,29,18.0,18,18,0.0,0,0,109.0,,450,450,450,450
Donald Thomas,2,0,0.0,22.5,10,35,13.5,9,18,0.0,0,0,,,175,88,100,75
Donna Simpson,1,0,0.0,36.0,36,36,26.0,26,26,0.0,0,0,,,725,725,725,725
Donny Paul,3,0,0.0,30.67,29,33,37.0,35,41,0.0,0,0,52.0,,4040,1347,1915,1005
Doreen Jeffrey,3,0,0.0,32.67,26,40,29.67,29,30,0.0,0,0,74.0,,19525,6508,11420,2805
Doug Bawel,355,0,0.0,26.17,1,43,26.45,2,43,0.49,175,27,84.52,,20754411,58463,274241,4840
Doug Cox,24,0,0.0,18.13,2,51,14.71,2,54,0.0,0,0,,,4035,168,925,50
Doug Cutler,1,0,0.0,34.0,34,34,13.0,13,13,0.0,0,0,,,3200,3200,3200,3200
Doug Meeks,22,0,0.0,16.55,6,34,15.95,4,35,0.0,0,0,,,1610,73,350,25
Doug Moore,13,0,0.0,22.31,11,39,20.31,11,34,0.0,0,0,,,3060,235,525,100
Doug Spohn,2,0,0.0,34.5,31,38,24.0,19,29,0.0,0,0,38.0,,4560,2280,2555,2005
Doug Stringer,4,0,0.0,34.75,28,39,30.5,22,40,0.0,0,0,71.5,,21580,5395,6785,4155
Doug Yates,20,0,0.0,9.7,1,22,17.2,2,41,1.1,22,13,,,3465,173,600,25
Douglas Ezell,1,0,0.0,,,,7.0,7,7,0.0,0,0,,,150,150,150,150
Douglas Smith,4,0,0.0,30.0,26,35,31.5,27,35,0.0,0,0,68.5,,10670,2668,2960,2400
DuWayne Wahl,10,0,0.0,27.5,15,35,25.8,13,39,0.3,3,3,87.5,,9755,976,1565,600
Duane Duvall,1,0,0.0,20.0,20,20,14.0,14,14,0.0,0,0,,,75,75,75,75
Dub Clewis,26,0,0.0,19.54,5,40,20.35,4,40,0.0,0,0,,,22262,856,3560,210
Dub Livingston,7,0,0.0,25.25,11,38,22.14,7,46,0.0,0,0,,,250,42,125,25
Dudley Farrell,15,1,0.06667,10.47,2,22,18.4,1,46,9.07,136,72,,,26760,1784,18430,60
Dudley Froy,2,0,0.0,16.0,16,16,13.0,13,13,0.0,0,0,,,50,25,25,25
Duffield Lincoln-Mercury,1,0,0.0,28.0,28,28,9.0,9,9,0.0,0,0,,,950,950,950,950
Dusty Whitney,56,0,0.0,35.7,15,43,38.2,19,43,0.14,8,2,20.82,,4280674,76441,268550,63075
Dutch Munsinger,1,0,0.0,17.0,17,17,26.0,26,26,0.0,0,0,,,25,25,25,25
E.A. McQuaig,10,0,0.0,17.6,6,32,16.1,6,33,0.0,0,0,,,3900,390,1100,50
E.B. Rich,7,0,0.0,15.57,11,23,11.0,4,25,0.0,0,0,,,1475,211,425,130
E.C. Reid,92,0,0.0,22.09,4,50,20.1,8,41,0.0,0,0,,,53719,597,2245,100
E.C. Wilson,19,0,0.0,21.58,3,58,17.32,2,43,0.37,7,6,,,6510,362,1875,50
E.J. Brewer,6,0,0.0,20.5,10,33,22.0,7,42,0.0,0,0,,,400,80,165,15
E.J. Trivette,4,0,0.0,20.25,6,31,25.0,18,32,0.0,0,0,,,175,58,75,50
E.J. Turner,2,0,0.0,38.0,38,38,24.5,21,28,0.0,0,0,,,100,50,50,50
EMD,1,0,0.0,7.0,7,7,11.0,11,11,0.0,0,0,33.0,,106205,106205,106205,106205
Earl Blevins,13,0,0.0,22.0,11,50,22.15,5,68,0.77,10,10,,,800,114,300,25
Earl Brooks,153,0,0.0,23.44,4,55,20.16,4,56,0.0,0,0,,,69944,466,2500,65
Earl Coleman,1,0,0.0,36.0,36,36,48.0,48,48,0.0,0,0,,,0,,,
Earl Foushee,1,0,0.0,,,,27.0,27,27,0.0,0,0,,,50,50,50,50
Earl Ivey,5,0,0.0,20.6,12,32,13.6,7,26,0.0,0,0,,,1725,345,1120,100
Earl Wright,9,0,0.0,22.78,12,38,32.0,11,68,0.0,0,0,,,665,83,200,50
Earl's Supply,1,0,0.0,22.0,22,22,30.0,30,30,0.0,0,0,,,775,775,775,775
Earl's Supply Co.,1,0,0.0,28.0,28,28,28.0,28,28,0.0,0,0,,,700,700,700,700
Earle Canavan,68,0,0.0,28.94,15,49,27.31,12,42,0.0,0,0,80.2,,61333,902,1825,275
Earnhardt Ganassi Racing,367,5,0.01362,16.94,1,41,19.14,1,41,5.04,1849,116,60.51,,50566086,137782,1508449,77950
Eb Clifton,25,0,0.0,18.52,6,46,16.28,5,45,0.0,0,0,,,3520,141,250,50
Ed Ackerman,6,0,0.0,21.33,10,41,24.17,3,50,0.0,0,0,,,1690,423,1000,100
Ed Ash,5,0,0.0,36.2,18,43,41.0,38,43,0.2,1,1,41.0,,332360,66472,74690,57450
Ed Benedict,11,0,0.0,13.0,2,44,18.36,4,53,0.0,0,0,,,810,81,350,25
Ed Brown,8,0,0.0,14.14,2,38,15.88,7,23,5.5,44,44,,,1285,161,615,50
Ed Chann / Al Liggons,3,0,0.0,18.0,4,26,16.67,7,27,0.0,0,0,,,250,125,200,50
Ed Clark,3,0,0.0,29.0,26,31,31.33,13,44,0.0,0,0,69.0,,6195,2065,4320,670
Ed Cole,8,0,0.0,22.25,14,36,13.75,8,17,0.0,0,0,,,800,100,150,50
Ed DeWolff,1,0,0.0,,,,63.0,63,63,0.0,0,0,,,0,,,
Ed Gibson,4,0,0.0,11.0,7,13,24.0,7,36,0.25,1,1,69.75,,5170,1293,2930,480
Ed Grady,4,0,0.0,21.5,5,42,25.5,7,38,0.0,0,0,,,1430,358,550,200
Ed Hale,1,0,0.0,35.0,35,35,29.0,29,29,0.0,0,0,76.0,,1200,1200,1200,1200
Ed Hastings,10,0,0.0,19.67,5,34,19.0,2,63,3.1,31,31,,,1470,184,750,20
Ed Hawks,8,0,0.0,30.0,24,40,23.75,15,40,0.0,0,0,,,4515,564,720,470
Ed Hessert,16,0,0.0,20.5,7,33,17.0,6,38,0.06,1,1,,,12237,765,1775,255
Ed Huegele,1,0,0.0,14.0,14,14,7.0,7,7,0.0,0,0,,,100,100,100,100
Ed Jordan,3,0,0.0,21.67,14,31,25.0,13,40,0.0,0,0,,,460,153,250,100
Ed Lawrence,7,0,0.0,8.75,3,15,15.29,3,45,13.86,97,85,,,950,190,400,50
Ed Livingston,28,0,0.0,24.21,10,45,21.21,4,46,0.0,0,0,,,6005,231,575,50
Ed Negre,295,0,0.0,23.99,2,47,21.45,4,45,0.01,3,2,98.29,,297570,1026,5635,50
Ed Paskovich,7,0,0.0,28.25,17,39,29.14,10,43,0.0,0,0,,,310,62,150,10
Ed Raabe,1,0,0.0,41.0,41,41,32.0,32,32,0.0,0,0,67.0,,77050,77050,77050,77050
Ed Rensi,2,0,0.0,27.0,18,36,20.5,14,27,0.0,0,0,101.5,,128725,64363,65150,63575
Ed Rooney,1,0,0.0,42.0,42,42,37.0,37,37,0.0,0,0,,,25,25,25,25
Ed Samples,2,0,0.0,,,,7.0,6,8,0.0,0,0,,,250,125,150,100
Ed Saverance,9,0,0.0,12.5,1,44,24.0,2,52,1.67,15,15,,,1810,259,910,25
Ed Schaub,1,0,0.0,18.0,18,18,31.0,31,31,0.0,0,0,,,100,100,100,100
Ed Whitaker,6,0,0.0,28.17,20,36,29.33,16,40,0.0,0,0,75.0,,12585,2098,4015,600
Eddie Anderson,4,0,0.0,23.75,8,40,35.5,22,54,0.0,0,0,,,60,20,25,10
Eddie Bond,7,0,0.0,34.0,24,44,24.14,12,31,0.0,0,0,,,7316,1045,1855,415
Eddie D'Hondt,1,0,0.0,21.0,21,21,36.0,36,36,0.0,0,0,55.0,,68760,68760,68760,68760
Eddie Gray,4,2,0.5,2.0,1,3,5.0,1,16,21.75,87,75,,,3485,871,1300,85
Eddie Pagan,51,4,0.07843,9.56,1,34,9.18,1,36,5.84,298,241,,,17915,351,2475,20
Eddie Riker,4,0,0.0,29.0,29,29,16.0,11,24,0.0,0,0,,,235,78,110,25
Eddie Skinner,9,0,0.0,24.11,14,38,20.44,11,25,0.0,0,0,,,1025,114,210,25
Eddie Yarboro,33,0,0.0,24.64,4,38,19.3,9,40,0.0,0,0,,,12360,399,1200,25
Edgar Clay,10,0,0.0,20.5,8,47,20.1,8,41,0.0,0,0,,,310,44,150,25
Edgar Wallen,4,0,0.0,20.75,13,24,13.75,13,15,0.0,0,0,,,470,118,150,100
Edsel Massey,1,0,0.0,,,,17.0,17,17,0.0,0,0,,,25,25,25,25
Edward Cooper,3,0,0.0,37.0,35,39,37.33,35,41,0.0,0,0,51.0,,9600,3200,4350,1375
El Paso Special,3,0,0.0,18.0,18,18,16.67,10,23,0.0,0,0,,,100,33,50,25
Eldon George,2,0,0.0,42.5,42,43,36.0,31,41,0.0,0,0,55.0,,18610,9305,10005,8605
Elias Bowie,1,0,0.0,31.0,31,31,28.0,28,28,0.0,0,0,,,90,90,90,90
Elmer Brooks,10,1,0.1,15.0,1,35,12.3,1,24,36.5,365,266,,,8020,891,6245,25
Elmer Buxton,9,0,0.0,30.67,18,42,29.56,18,43,0.0,0,0,,,6105,763,1550,520
Elmer Pooler,6,0,0.0,26.83,15,43,22.83,6,49,0.0,0,0,,,460,115,150,60
Elmer Simko,10,0,0.0,34.5,29,40,31.9,26,40,0.0,0,0,70.0,,17220,1722,2450,1200
Elmer Wilson,5,0,0.0,49.33,39,57,27.4,11,49,0.0,0,0,,,185,46,100,10
Elmo Henderson,2,0,0.0,7.5,3,12,18.5,15,22,0.0,0,0,,,120,60,70,50
Elmo Langley,650,0,0.0,23.06,2,54,19.39,2,59,0.17,111,48,97.36,,1344110,2087,14805,25
Elmo Langley / Henry Woodfield,137,2,0.0146,12.61,1,42,13.58,1,45,2.04,279,231,,,58795,436,2150,100
Elton Hildreth,52,0,0.0,21.55,7,50,21.17,4,56,0.0,0,0,,,3260,69,400,10
Emanuel Zervakis,39,0,0.0,19.08,2,80,22.21,2,76,6.92,270,163,98.38,,41515,1122,14250,50
Emory Gilliam,40,0,0.0,16.43,1,37,20.1,4,44,0.9,36,36,,,12020,343,2425,100
Emory Mahon,1,0,0.0,10.0,10,10,4.0,4,4,0.0,0,0,,,270,270,270,270
Erb's Painting,1,0,0.0,,,,18.0,18,18,0.0,0,0,,,25,25,25,25
Eric Freedlander,66,0,0.0,23.58,3,42,24.06,8,40,0.76,50,36,90.63,,254195,3851,15035,970
Erick Erickson,24,0,0.0,19.82,3,45,17.21,2,54,0.04,1,1,,,3585,156,800,25
Ernest Eury,1,0,0.0,29.0,29,29,29.0,29,29,0.0,0,0,,,200,200,200,200
Ernest Woods,130,5,0.03846,11.28,1,44,14.75,1,67,5.92,770,150,,,26750,243,1100,10
Ernie Cline,3,0,0.0,33.0,29,35,31.67,30,35,0.0,0,0,65.5,,2070,690,910,550
Ernie Conn,19,0,0.0,22.63,4,44,22.16,5,38,0.21,4,4,58.0,,24155,1271,2420,520
Ernie Derr,1,0,0.0,,,,11.0,11,11,0.0,0,0,,,25,25,25,25
Ernie Gahan,2,0,0.0,40.5,32,49,14.0,13,15,0.0,0,0,,,625,313,500,125
Ernie Gesell,1,0,0.0,17.0,17,17,9.0,9,9,0.0,0,0,,,200,200,200,200
Ernie Shaw,3,0,0.0,24.67,19,31,14.0,8,22,0.0,0,0,,,2275,758,1500,200
Ernie Stierly,5,0,0.0,31.4,23,35,27.6,19,35,0.0,0,0,80.2,,5090,1018,1870,650
Ervin Pruitt,63,0,0.0,24.25,2,40,20.94,3,50,0.25,16,16,,,32429,523,1315,100
Erwin Blatt,2,0,0.0,8.5,5,12,21.5,13,30,0.0,0,0,,,160,80,100,60
Esau Supply,1,0,0.0,32.0,32,32,29.0,29,29,0.0,0,0,,,825,825,825,825
Evan Mecham,1,0,0.0,13.0,13,13,27.0,27,27,0.0,0,0,,,0,,,
Ewell Weddle,14,0,0.0,23.75,17,34,15.07,3,30,0.0,0,0,,,950,68,500,25
F.J. Bland,5,0,0.0,44.0,12,82,11.6,6,23,4.6,23,23,,,1330,266,930,25
F.W. Smith,2,0,0.0,22.0,22,22,23.0,7,39,0.0,0,0,,,240,120,200,40
Felix Sabates,586,7,0.01195,21.09,1,43,22.15,1,43,7.18,4208,484,98.56,,17142685,29254,294450,1580
Felix Wilkes,7,0,0.0,25.25,20,38,34.43,24,51,0.0,0,0,,,45,23,35,10
Ferrel Harris,17,0,0.0,28.76,15,44,21.47,11,45,0.24,4,4,98.63,,31975,1881,3700,825
FiFi Scott,2,0,0.0,24.0,19,29,18.0,13,23,0.0,0,0,,,25,25,25,25
Fife,1,0,0.0,39.0,39,39,37.0,37,37,0.0,0,0,,,1280,1280,1280,1280
Fil Martocci,105,0,0.0,22.75,1,42,26.58,6,43,0.61,64,30,83.88,,2460842,23437,78200,6750
Fireball Roberts,23,3,0.13043,6.61,1,25,11.35,1,33,29.13,670,185,,,7370,320,1000,25
Flo Starr,1,0,0.0,14.0,14,14,20.0,20,20,0.0,0,0,,,1250,1250,1250,1250
Flossie Johnson,4,0,0.0,22.5,12,34,12.5,5,21,0.25,1,1,134.0,,36025,9006,15125,4450
Floyd Johnson,20,1,0.05,17.89,1,42,18.7,1,38,4.35,87,87,,,5390,270,1100,30
Floyd Powell,7,0,0.0,12.86,5,20,11.0,4,20,0.0,0,0,,,1620,231,500,50
Floyd Rice,1,0,0.0,51.0,51,51,31.0,31,31,0.0,0,0,,,10,10,10,10
Ford,1,0,0.0,7.0,7,7,3.0,3,3,0.0,0,0,,,400,400,400,400
Foster Price,3,0,0.0,42.33,41,43,41.0,39,43,0.0,0,0,40.0,,134897,44966,54100,39667
Fran Kelly,2,0,0.0,29.0,22,36,21.5,17,26,0.0,0,0,,,1415,708,1170,245
Frank Arford,24,1,0.04167,12.27,2,31,13.63,1,57,0.13,3,3,,,5010,218,1000,25
Frank Bielarski,3,0,0.0,22.0,22,22,19.67,10,26,0.0,0,0,,,150,50,50,50
Frank Bruner,1,0,0.0,14.0,14,14,12.0,12,12,0.0,0,0,,,100,100,100,100
Frank Burnett,1,0,0.0,42.0,42,42,30.0,30,30,0.0,0,0,,,500,500,500,500
Frank Carlini,3,0,0.0,,,,31.0,28,36,0.0,0,0,,,50,25,25,25
Frank Christian,212,22,0.10377,6.88,1,43,12.09,1,64,21.4,4536,341,,,82310,422,9430,10
Frank Cicci,5,0,0.0,26.6,1,43,32.6,22,42,0.0,0,0,65.2,,62685,12537,24760,3485
Frank Coletto,4,0,0.0,30.5,25,34,25.5,16,34,0.0,0,0,86.5,,3415,854,1060,585
Frank Deiny,2,0,0.0,32.5,23,42,41.5,41,42,0.0,0,0,,,1300,650,800,500
Frank Dodge,69,0,0.0,17.9,4,45,15.61,2,42,0.0,0,0,,,7030,113,1500,25
Frank Filizer,2,0,0.0,26.5,21,32,41.5,16,67,0.0,0,0,,,275,138,200,75
Frank Galpin,16,0,0.0,17.0,2,33,18.19,4,45,0.0,0,0,,,4735,316,900,25
Frank Geiselman,2,0,0.0,24.0,22,26,25.0,19,31,0.0,0,0,,,50,50,50,50
Frank Hayworth,60,1,0.01667,13.71,1,50,13.45,1,41,1.83,110,53,,,16070,287,2100,25
Frank Jamison,2,0,0.0,12.0,11,13,19.5,15,24,0.0,0,0,,,150,75,100,50
Frank Klitzer,1,0,0.0,31.0,31,31,34.0,34,34,0.0,0,0,,,50,50,50,50
Frank Luptow,1,0,0.0,11.0,11,11,18.0,18,18,0.0,0,0,,,50,50,50,50
Frank Rhoads,2,0,0.0,23.5,23,24,25.5,11,40,0.0,0,0,,,535,268,400,135
Frank Secrist,3,0,0.0,4.5,1,8,15.33,4,27,2.67,8,8,,,575,192,400,75
Frank Sessoms,3,0,0.0,15.0,14,16,11.33,8,17,0.0,0,0,,,2505,835,1325,580
Frank Skinner,7,0,0.0,27.0,16,40,19.71,8,49,0.0,0,0,,,2525,361,1350,75
Frank Smith,4,0,0.0,15.0,15,15,12.75,6,21,0.0,0,0,,,275,92,175,50
Frank Stoddard,119,0,0.0,38.65,24,43,30.92,15,42,0.13,15,3,9.0,,11284525,94828,339996,62625
Frank Strickland,8,6,0.75,5.88,2,17,4.75,1,30,109.38,875,380,,,31105,3888,13220,60
Frank Tanner,3,0,0.0,21.67,19,26,22.33,21,25,0.0,0,0,,,200,100,100,100
