Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1956,1,Hickory,Hickory Speedway,0.4,dirt track,1.0,1.0,301,Tim Flock,Carl Kiekhaefer,'55 Chrysler,200.0,1150.0,running,183.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,2.0,3.0,99,Curtis Turner,Schwam Motors (Charlie Schwam),'56 Ford,200.0,720.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,3.0,2.0,42,Lee Petty,Petty Enterprises,'56 Dodge,200.0,505.0,running,17.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,4.0,4.0,B-29,Dink Widenhouse,Dink Widenhouse,'56 Ford,199.0,365.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,5.0,10.0,44,Jim Paschal,Julian Petty,'55 Chevrolet,199.0,360.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,6.0,12.0,2,Gwyn Staley,Hubert Westmoreland,'55 Chevrolet,198.0,270.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,7.0,5.0,87,Buck Baker,Satcher Motors (James Satcher),'56 Ford,198.0,200.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,8.0,17.0,297,Fonty Flock,DePaolo Engineering (Pete DePaolo),'56 Ford,194.0,150.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,9.0,27.0,98,Marvin Panch,Tom Harbison,'55 Oldsmobile,194.0,100.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,10.0,15.0,46,Billy Myers,Hugh Babb,'55 Chevrolet,193.0,100.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,11.0,13.0,04,Jimmy Massey,Hubert Westmoreland,'55 Chevrolet,193.0,75.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,12.0,24.0,141,Reds Kagle,Hoss Kagle,'55 Chevrolet,191.0,60.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,13.0,8.0,49,Bob Welborn,Bob Welborn,'55 Chevrolet,191.0,50.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,14.0,26.0,6,Ralph Liguori,Al Wheatley,'55 Mercury,189.0,50.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,15.0,9.0,70,Cotton Owens,Lancaster Brothers,'55 Chevrolet,188.0,50.0,running,0.0
1956,1,Hickory,Hickory Speedway,0.4,dirt track,16.0,30.0,92,Herb Thomas,Herb Thomas,'56 Chevrolet,187.0,50.0,rr axle,0.0
