Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
2018,1,Daytona,34.0,26.0,95.0,Kasey Kahne,Procore (Leavine Family Racing),Chevrolet,101.0,crash,0.0,3.0,0.0
2018,1,Daytona,35.0,28.0,7.0,Danica Patrick,GoDaddy / Warrior by Danica Patrick (Jay Robinson),Chevrolet,101.0,crash,0.0,2.0,0.0
2018,1,Daytona,36.0,8.0,20.0,Erik Jones,DeWalt (Joe Gibbs),Toyota,59.0,crash,11.0,1.0,0.0
2018,1,Daytona,37.0,17.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,59.0,crash,0.0,1.0,0.0
2018,1,Daytona,38.0,35.0,48.0,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,59.0,crash,0.0,1.0,0.0
2018,1,Daytona,39.0,23.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,59.0,crash,0.0,1.0,0.0
2018,1,Daytona,40.0,32.0,72.0,Corey LaJoie,Schluter Systems (Bryan Smith),Chevrolet,8.0,engine,0.0,1.0,0.0
2018,2,Atlanta,1.0,3.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,325.0,running,181.0,56.0,6.0
2018,2,Atlanta,2.0,5.0,2.0,Brad Keselowski,AutoTrader (Roger Penske),Ford,325.0,running,38.0,53.0,1.0
2018,2,Atlanta,3.0,9.0,14.0,Clint Bowyer,Haas Automation (Stewart Haas Racing),Ford,325.0,running,0.0,45.0,0.0
2018,2,Atlanta,4.0,12.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,325.0,running,26.0,40.0,0.0
2018,2,Atlanta,5.0,35.0,78.0,Martin Truex Jr,Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,325.0,running,1.0,39.0,0.0
2018,2,Atlanta,6.0,16.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,325.0,running,1.0,39.0,0.0
2018,2,Atlanta,7.0,1.0,18.0,Kyle Busch,Snickers Almond (Joe Gibbs),Toyota,325.0,running,9.0,43.0,0.0
2018,2,Atlanta,8.0,7.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,325.0,running,52.0,41.0,0.0
2018,2,Atlanta,9.0,8.0,42.0,Kyle Larson,First Data / Clover (Chip Ganassi),Chevrolet,325.0,running,0.0,36.0,0.0
2018,2,Atlanta,10.0,27.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,325.0,running,0.0,27.0,0.0
2018,2,Atlanta,11.0,10.0,20.0,Erik Jones,DeWalt (Joe Gibbs),Toyota,325.0,running,0.0,26.0,0.0
2018,2,Atlanta,12.0,26.0,12.0,Ryan Blaney,DEX Imaging (Roger Penske),Ford,325.0,running,0.0,25.0,0.0
2018,2,Atlanta,13.0,11.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,325.0,running,0.0,33.0,0.0
2018,2,Atlanta,14.0,25.0,3.0,Austin Dillon,Dow (Richard Childress),Chevrolet,324.0,running,0.0,23.0,0.0
2018,2,Atlanta,15.0,4.0,19.0,Daniel Suarez,Arris Hi-Speed Modems (Joe Gibbs),Toyota,324.0,running,0.0,23.0,0.0
2018,2,Atlanta,16.0,6.0,17.0,Ricky Stenhouse Jr,Ford (Jack Roush),Ford,324.0,running,0.0,21.0,0.0
2018,2,Atlanta,17.0,15.0,21.0,Paul Menard,Menards / Moen (Wood Brothers),Ford,324.0,running,0.0,20.0,0.0
2018,2,Atlanta,18.0,23.0,24.0,William Byron,Liberty University (Rick Hendrick),Chevrolet,323.0,running,0.0,19.0,0.0
2018,2,Atlanta,19.0,13.0,1.0,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,323.0,running,0.0,18.0,0.0
2018,2,Atlanta,20.0,18.0,88.0,Alex Bowman,Axalta (Rick Hendrick),Chevrolet,322.0,running,0.0,17.0,0.0
2018,2,Atlanta,21.0,14.0,95.0,Kasey Kahne,Procore / Habitat for Humanity (Leavine Family Racing),Chevrolet,322.0,running,0.0,16.0,0.0
2018,2,Atlanta,22.0,2.0,31.0,Ryan Newman,Liberty National Life Insurance (Richard Childress),Chevrolet,322.0,running,17.0,15.0,0.0
2018,2,Atlanta,23.0,29.0,38.0,David Ragan,FR8 Auctions (Bob Jenkins),Ford,321.0,running,0.0,14.0,0.0
2018,2,Atlanta,24.0,17.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,321.0,running,0.0,13.0,0.0
2018,2,Atlanta,25.0,24.0,37.0,Chris Buescher,Original Louisiana Hot Sauce / Tyson / Bush's (JTG-Daugherty Racing),Chevrolet,321.0,running,0.0,12.0,0.0
2018,2,Atlanta,26.0,28.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,321.0,running,0.0,11.0,0.0
2018,2,Atlanta,27.0,22.0,48.0,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,321.0,running,0.0,10.0,0.0
2018,2,Atlanta,28.0,32.0,72.0,Cole Whitt,TriStar Motorsports (Bryan Smith),Chevrolet,320.0,running,0.0,9.0,0.0
2018,2,Atlanta,29.0,21.0,47.0,A.J. Allmendinger,Kroger ClickList / Hellmann's / Cheerios (JTG-Daugherty Racing),Chevrolet,320.0,running,0.0,8.0,0.0
2018,2,Atlanta,30.0,34.0,15.0,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,319.0,running,0.0,0.0,0.0
2018,2,Atlanta,31.0,30.0,32.0,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,319.0,running,0.0,6.0,0.0
2018,2,Atlanta,32.0,19.0,43.0,Bubba Wallace,NASCAR Racing Experience (Richard Petty Motorsports),Chevrolet,319.0,running,0.0,5.0,0.0
2018,2,Atlanta,33.0,36.0,51.0,Harrison Rhodes,Davis Roofing / ICE (Rick Ware),Chevrolet,310.0,running,0.0,4.0,0.0
2018,2,Atlanta,34.0,33.0,0.0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,305.0,running,0.0,3.0,0.0
2018,2,Atlanta,35.0,20.0,6.0,Trevor Bayne,AdvoCare 25th Anniversary (Jack Roush),Ford,292.0,engine,0.0,2.0,0.0
2018,2,Atlanta,36.0,31.0,23.0,Gray Gaulding,Earthwater (BK Racing),Toyota,99.0,steering,0.0,1.0,0.0
2018,3,Las Vegas,1.0,2.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,267.0,running,214.0,40.0,0.0
2018,3,Las Vegas,2.0,13.0,18.0,Kyle Busch,M&M's Caramel (Joe Gibbs),Toyota,267.0,running,10.0,43.0,0.0
2018,3,Las Vegas,3.0,5.0,42.0,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,267.0,running,0.0,50.0,0.0
2018,3,Las Vegas,4.0,4.0,78.0,Martin Truex Jr,Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,267.0,running,6.0,46.0,0.0
2018,3,Las Vegas,5.0,1.0,12.0,Ryan Blaney,Menards / Pennzoil (Roger Penske),Ford,267.0,running,1.0,48.0,0.0
2018,3,Las Vegas,6.0,8.0,2.0,Brad Keselowski,Discount Tire (Roger Penske),Ford,267.0,running,0.0,41.0,0.0
2018,3,Las Vegas,7.0,10.0,22.0,Joey Logano,Pennzoil (Roger Penske),Ford,267.0,running,25.0,43.0,0.0
2018,3,Las Vegas,8.0,9.0,20.0,Erik Jones,Sport Clips (Joe Gibbs),Toyota,267.0,running,0.0,29.0,0.0
2018,3,Las Vegas,9.0,12.0,21.0,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,267.0,running,0.0,30.0,0.0
2018,3,Las Vegas,10.0,29.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,266.0,running,0.0,27.0,0.0
2018,3,Las Vegas,11.0,25.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,266.0,running,0.0,26.0,0.0
2018,3,Las Vegas,12.0,14.0,48.0,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,266.0,running,0.0,25.0,0.0
2018,3,Las Vegas,13.0,16.0,3.0,Austin Dillon,Dow Silastic Silicone Elastomers (Richard Childress),Chevrolet,266.0,running,0.0,24.0,0.0
2018,3,Las Vegas,14.0,7.0,17.0,Ricky Stenhouse Jr,Fastenal / DeWalt (Jack Roush),Ford,265.0,running,0.0,23.0,0.0
2018,3,Las Vegas,15.0,28.0,37.0,Chris Buescher,Natural Light / Healthy Choice / Tyson (JTG-Daugherty Racing),Chevrolet,265.0,running,0.0,22.0,0.0
2018,3,Las Vegas,16.0,20.0,88.0,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,265.0,running,0.0,21.0,0.0
2018,3,Las Vegas,17.0,19.0,11.0,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,265.0,running,0.0,20.0,0.0
2018,3,Las Vegas,18.0,11.0,14.0,Clint Bowyer,CSU One Cure (Stewart Haas Racing),Ford,265.0,running,0.0,19.0,0.0
2018,3,Las Vegas,19.0,21.0,95.0,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,264.0,running,0.0,18.0,0.0
2018,3,Las Vegas,20.0,24.0,6.0,Trevor Bayne,Ford / #FordHallOfFans (Jack Roush),Ford,264.0,running,0.0,17.0,0.0
2018,3,Las Vegas,21.0,26.0,43.0,Bubba Wallace,The Cosmopolitan of Las Vegas (Richard Petty Motorsports),Chevrolet,264.0,running,0.0,16.0,0.0
2018,3,Las Vegas,22.0,32.0,32.0,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,264.0,running,0.0,15.0,0.0
2018,3,Las Vegas,23.0,23.0,38.0,David Ragan,Speedco / Love's Travel Stops (Bob Jenkins),Ford,264.0,running,0.0,14.0,0.0
2018,3,Las Vegas,24.0,31.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,264.0,running,0.0,13.0,0.0
2018,3,Las Vegas,25.0,30.0,51.0,Cole Custer,Las Vegas / Haas CNC (Rick Ware),Ford,264.0,running,0.0,0.0,0.0
2018,3,Las Vegas,26.0,18.0,19.0,Daniel Suarez,Coca-Cola (Joe Gibbs),Toyota,263.0,running,0.0,11.0,0.0
2018,3,Las Vegas,27.0,17.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,263.0,running,0.0,10.0,0.0
2018,3,Las Vegas,28.0,34.0,72.0,Cole Whitt,TriStar Motorsports (Bryan Smith),Chevrolet,262.0,running,0.0,9.0,0.0
2018,3,Las Vegas,29.0,33.0,15.0,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,262.0,running,0.0,0.0,0.0
2018,3,Las Vegas,30.0,27.0,47.0,A.J. Allmendinger,Kroger ClickList / Tide / Cheerios (JTG-Daugherty Racing),Chevrolet,262.0,running,0.0,7.0,0.0
2018,3,Las Vegas,31.0,36.0,0.0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,255.0,running,0.0,6.0,0.0
2018,3,Las Vegas,32.0,37.0,55.0,Joey Gase,Nevada Donor Network (Jay Robinson),Chevrolet,253.0,running,0.0,0.0,0.0
2018,3,Las Vegas,33.0,35.0,23.0,Gray Gaulding,Earthwater (BK Racing),Toyota,195.0,engine,0.0,4.0,0.0
2018,3,Las Vegas,34.0,6.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,183.0,crash,0.0,8.0,0.0
2018,3,Las Vegas,35.0,3.0,41.0,Kurt Busch,Haas Automation (Stewart Haas Racing),Ford,183.0,crash,0.0,9.0,0.0
2018,3,Las Vegas,36.0,22.0,1.0,Jamie McMurray,Cessna / DC Solar (Chip Ganassi),Chevrolet,176.0,crash,0.0,1.0,0.0
2018,3,Las Vegas,37.0,15.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,100.0,engine,11.0,1.0,0.0
2018,4,Phoenix,1.0,10.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Ford,312.0,running,38.0,53.0,5.0
2018,4,Phoenix,2.0,7.0,18.0,Kyle Busch,Skittles Sweet Heat (Joe Gibbs),Toyota,312.0,running,128.0,52.0,1.0
2018,4,Phoenix,3.0,3.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,312.0,running,0.0,14.0,0.0
2018,4,Phoenix,4.0,6.0,11.0,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,312.0,running,33.0,40.0,0.0
2018,4,Phoenix,5.0,1.0,78.0,Martin Truex Jr,5-hour Energy / Bass Pro Shops (Barney Visser),Toyota,312.0,running,3.0,41.0,0.0
2018,4,Phoenix,6.0,19.0,14.0,Clint Bowyer,Haas Automation (Stewart Haas Racing),Ford,312.0,running,0.0,32.0,0.0
2018,4,Phoenix,7.0,22.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,312.0,running,0.0,30.0,0.0
2018,4,Phoenix,8.0,15.0,19.0,Daniel Suarez,Arris (Joe Gibbs),Toyota,312.0,running,0.0,29.0,0.0
2018,4,Phoenix,9.0,9.0,20.0,Erik Jones,Sport Clips (Joe Gibbs),Toyota,312.0,running,0.0,29.0,0.0
2018,4,Phoenix,10.0,23.0,41.0,Kurt Busch,Mobil 1 / Haas Automation (Stewart Haas Racing),Ford,312.0,running,6.0,40.0,1.0
2018,4,Phoenix,11.0,13.0,31.0,Ryan Newman,Grainger (Richard Childress),Chevrolet,312.0,running,23.0,26.0,0.0
2018,4,Phoenix,12.0,11.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,312.0,running,15.0,25.0,0.0
2018,4,Phoenix,13.0,4.0,88.0,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,312.0,running,0.0,24.0,0.0
2018,4,Phoenix,14.0,17.0,48.0,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,312.0,running,0.0,23.0,0.0
2018,4,Phoenix,15.0,25.0,2.0,Brad Keselowski,Alliance Truck Parts (Roger Penske),Ford,312.0,running,12.0,35.0,0.0
2018,4,Phoenix,16.0,12.0,12.0,Ryan Blaney,DeVilbiss / Carlisle (Roger Penske),Ford,311.0,running,0.0,21.0,0.0
2018,4,Phoenix,17.0,18.0,3.0,Austin Dillon,Dow (Richard Childress),Chevrolet,311.0,running,0.0,20.0,0.0
2018,4,Phoenix,18.0,2.0,42.0,Kyle Larson,Credit One Bank (Chip Ganassi),Chevrolet,311.0,running,54.0,27.0,0.0
2018,4,Phoenix,19.0,5.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,311.0,running,0.0,20.0,0.0
2018,4,Phoenix,20.0,21.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,311.0,running,0.0,17.0,0.0
2018,4,Phoenix,21.0,20.0,47.0,A.J. Allmendinger,Kroger ClickList / Breyer's / Cheerios (JTG-Daugherty Racing),Chevrolet,311.0,running,0.0,16.0,0.0
2018,4,Phoenix,22.0,16.0,38.0,David Ragan,MDS Transport (Bob Jenkins),Ford,311.0,running,0.0,15.0,0.0
2018,4,Phoenix,23.0,29.0,17.0,Ricky Stenhouse Jr,Fastenal (Jack Roush),Ford,311.0,running,0.0,22.0,0.0
2018,4,Phoenix,24.0,26.0,95.0,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,311.0,running,0.0,15.0,0.0
2018,4,Phoenix,25.0,30.0,32.0,Matt DiBenedetto,Zynga Poker (Archie St. Hilaire),Ford,311.0,running,0.0,12.0,0.0
2018,4,Phoenix,26.0,8.0,1.0,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,310.0,running,0.0,11.0,0.0
2018,4,Phoenix,27.0,36.0,15.0,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,310.0,running,0.0,0.0,0.0
2018,4,Phoenix,28.0,27.0,43.0,Bubba Wallace,Click n' Close (Richard Petty Motorsports),Chevrolet,309.0,running,0.0,9.0,0.0
2018,4,Phoenix,29.0,24.0,37.0,Chris Buescher,Scott Towels / Bush's Beans / Clorox (JTG-Daugherty Racing),Chevrolet,309.0,running,0.0,8.0,0.0
2018,4,Phoenix,30.0,28.0,13.0,Ty Dillon,GEICO (Germain Racing),Chevrolet,309.0,running,0.0,12.0,0.0
2018,4,Phoenix,31.0,34.0,96.0,D.J. Kennington,Northern Provincial Pipe / Wilride Transport (Gaunt Brothers),Toyota,309.0,running,0.0,6.0,0.0
2018,4,Phoenix,32.0,31.0,34.0,Michael McDowell,K-LOVE Radio (Bob Jenkins),Ford,308.0,running,0.0,11.0,0.0
2018,4,Phoenix,33.0,35.0,51.0,Timmy Hill,Custom Aircraft Cabinets (Rick Ware),Chevrolet,306.0,running,0.0,0.0,0.0
2018,4,Phoenix,34.0,32.0,23.0,Gray Gaulding,Earthwater (BK Racing),Toyota,304.0,running,0.0,3.0,0.0
2018,4,Phoenix,35.0,37.0,0.0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,292.0,running,0.0,2.0,0.0
2018,4,Phoenix,36.0,14.0,21.0,Paul Menard,Menards / Dutch Boy (Wood Brothers),Ford,189.0,crash,0.0,1.0,0.0
2018,4,Phoenix,37.0,33.0,72.0,Corey LaJoie,Schluter Systems (Bryan Smith),Chevrolet,23.0,engine,0.0,1.0,0.0
2018,5,Fontana,1.0,1.0,78.0,Martin Truex Jr,Bass Pro Shops / 5-hour Energy (Barney Visser),Toyota,200.0,running,125.0,60.0,7.0
2018,5,Fontana,2.0,3.0,42.0,Kyle Larson,DC Solar (Chip Ganassi),Chevrolet,200.0,running,0.0,43.0,0.0
2018,5,Fontana,3.0,2.0,18.0,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,200.0,running,62.0,51.0,0.0
2018,5,Fontana,4.0,11.0,2.0,Brad Keselowski,Wurth (Roger Penske),Ford,200.0,running,0.0,49.0,0.0
2018,5,Fontana,5.0,6.0,22.0,Joey Logano,AAA Southern California (Roger Penske),Ford,200.0,running,9.0,45.0,0.0
2018,5,Fontana,6.0,25.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,200.0,running,1.0,39.0,0.0
2018,5,Fontana,7.0,4.0,20.0,Erik Jones,SiriusXM (Joe Gibbs),Toyota,200.0,running,0.0,39.0,0.0
2018,5,Fontana,8.0,8.0,12.0,Ryan Blaney,PPG (Roger Penske),Ford,200.0,running,0.0,29.0,0.0
2018,5,Fontana,9.0,33.0,48.0,Jimmie Johnson,Lowe's for Pros (Rick Hendrick),Chevrolet,200.0,running,0.0,38.0,0.0
2018,5,Fontana,10.0,5.0,3.0,Austin Dillon,Dow Coatings / Kilz (Richard Childress),Chevrolet,200.0,running,0.0,27.0,0.0
2018,5,Fontana,11.0,26.0,14.0,Clint Bowyer,Rush Truck Centers (Stewart Haas Racing),Ford,199.0,running,0.0,30.0,0.0
2018,5,Fontana,12.0,27.0,10.0,Aric Almirola,Smithfield (Stewart Haas Racing),Ford,199.0,running,0.0,25.0,0.0
2018,5,Fontana,13.0,28.0,88.0,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,199.0,running,0.0,24.0,0.0
2018,5,Fontana,14.0,7.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Ford,199.0,running,0.0,27.0,0.0
2018,5,Fontana,15.0,29.0,24.0,William Byron,Axalta (Rick Hendrick),Chevrolet,199.0,running,1.0,23.0,0.0
2018,5,Fontana,16.0,31.0,9.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,199.0,running,0.0,21.0,0.0
2018,5,Fontana,17.0,15.0,1.0,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,199.0,running,1.0,20.0,0.0
2018,5,Fontana,18.0,16.0,17.0,Ricky Stenhouse Jr,Ford (Jack Roush),Ford,199.0,running,0.0,19.0,0.0
2018,5,Fontana,19.0,14.0,21.0,Paul Menard,Menards / FVP (Wood Brothers),Ford,199.0,running,0.0,18.0,0.0
2018,5,Fontana,20.0,19.0,43.0,Bubba Wallace,Farmer John (Richard Petty Motorsports),Chevrolet,199.0,running,0.0,17.0,0.0
2018,5,Fontana,21.0,9.0,31.0,Ryan Newman,Chevrolet Accessories (Richard Childress),Chevrolet,199.0,running,0.0,16.0,0.0
2018,5,Fontana,22.0,32.0,47.0,A.J. Allmendinger,Kroger ClickList / Marie Callender's (JTG-Daugherty Racing),Chevrolet,199.0,running,0.0,15.0,0.0
2018,5,Fontana,23.0,30.0,19.0,Daniel Suarez,Arris / Ruckus (Joe Gibbs),Toyota,199.0,running,0.0,14.0,0.0
2018,5,Fontana,24.0,34.0,95.0,Kasey Kahne,WRL General Contractors (Leavine Family Racing),Chevrolet,199.0,running,1.0,13.0,0.0
2018,5,Fontana,25.0,21.0,38.0,David Ragan,1000Bulbs.com (Bob Jenkins),Ford,199.0,running,0.0,12.0,0.0
2018,5,Fontana,26.0,22.0,34.0,Michael McDowell,Love's Travel Stops / Speedco (Bob Jenkins),Ford,199.0,running,0.0,11.0,0.0
2018,5,Fontana,27.0,17.0,13.0,Ty Dillon,Twisted Tea (Germain Racing),Chevrolet,198.0,running,0.0,10.0,0.0
2018,5,Fontana,28.0,37.0,72.0,Cole Whitt,Southern California Chevy Dealers (Bryan Smith),Chevrolet,198.0,running,0.0,9.0,0.0
2018,5,Fontana,29.0,36.0,15.0,Ross Chastain,Low T Centers (Jay Robinson),Chevrolet,198.0,running,0.0,0.0,0.0
2018,5,Fontana,30.0,12.0,37.0,Chris Buescher,Healthy Choice Power Bowls / Bush's (JTG-Daugherty Racing),Chevrolet,197.0,running,0.0,7.0,0.0
2018,5,Fontana,31.0,18.0,32.0,Matt DiBenedetto,Can-Am / Wholey (Archie St. Hilaire),Ford,196.0,running,0.0,6.0,0.0
2018,5,Fontana,32.0,20.0,23.0,Gray Gaulding,Earthwater (BK Racing),Toyota,194.0,running,0.0,5.0,0.0
2018,5,Fontana,33.0,35.0,51.0,Timmy Hill,Bubba Burgers (Rick Ware),Toyota,193.0,running,0.0,0.0,0.0
2018,5,Fontana,34.0,24.0,55.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,193.0,running,0.0,0.0,0.0
2018,5,Fontana,35.0,10.0,4.0,Kevin Harvick,Busch Beer (Stewart Haas Racing),Ford,191.0,running,0.0,2.0,0.0
2018,5,Fontana,36.0,23.0,0.0,Jeffrey Earnhardt,VRX Simulators (StarCom Racing),Chevrolet,189.0,running,0.0,1.0,0.0
