Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,1.0,4.0,92,Herb Thomas,Fabulous Hudson Hornet (Herb Thomas),'53 Hudson,200.0,1600.0,running,54.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,2.0,3.0,87,Buck Baker,Griffin Motors (Bob Griffin),'53 Oldsmobile,198.0,1050.0,running,79.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,3.0,9.0,42,Lee Petty,Petty Enterprises,'54 Dodge,198.0,750.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,4.0,11.0,80,Jim Paschal,George Hutchens,'54 Dodge,196.0,350.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,5.0,18.0,24,Ray Duhigg,J.O. Goode,'50 Plymouth,190.0,300.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,6.0,5.0,6,Ralph Liguori,Ralph Liguori,'54 Dodge,189.0,250.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,7.0,15.0,86,Don Oldenberg,Don Oldenberg,'54 Mercury,188.0,200.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,8.0,21.0,126,Dave Terrell,Dave Terrell,'54 Dodge,186.0,150.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,9.0,13.0,82,Joe Eubanks,Oates Motor Co. (Phil Oates),'51 Hudson,185.0,100.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,10.0,20.0,181,Tommie Elliott,Millard Wright,'52 Plymouth,185.0,100.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,11.0,6.0,43,Bob Welborn,Petty Enterprises,'53 Dodge,183.0,25.0,steering,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,12.0,7.0,14,Fonty Flock,Frank Christian,'53 Hudson,177.0,25.0,overheating,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,13.0,16.0,10,Mel Krueger,Ken Behn Motor Co. (Ken Behn),'53 Hudson,174.0,25.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,14.0,12.0,47,Billy Irvin,Billy Irvin,'51 Plymouth,170.0,25.0,running,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,15.0,26.0,R-D,Allan Clarke,Allan Clarke,'50 Dodge,166.0,25.0,overheating,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,16.0,14.0,96,Mason Bright,Mason Bright,'53 Dodge,165.0,25.0,slow,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,17.0,23.0,21,Laird Bruner,Carmen Amica,'53 Oldsmobile,164.0,25.0,wheel,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,18.0,25.0,77,Cotton Hodges,Cotton Hodges,'50 Oldsmobile,164.0,25.0,slow,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,19.0,8.0,33,Pop McGinnis,Irving Frye,'52 Hudson,157.0,25.0,overheating,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,20.0,19.0,107,Johnny Roberts,Johnny Roberts,'50 Ford,138.0,25.0,overheating,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,21.0,22.0,101,Bucky Sager,Bucky Sager,'53 Studebaker,98.0,,generator,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,22.0,10.0,28,Eddie Skinner,Frank Dodge,'53 Oldsmobile,86.0,,fuel pump,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,23.0,1.0,3,Dick Rathmann,Pure Sensitized (John Ditz),'54 Hudson,68.0,,gasket,21.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,24.0,2.0,23,Al Keller,George Miller,'54 Hudson,52.0,,gasket,46.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,25.0,24.0,187,Red Duvall,Hank Salat,'53 Packard,49.0,,radiator,0.0
1954,1,W. Palm Beach,Palm Beach Speedway,0.5,dirt track,26.0,17.0,97,Jim Jones,Jim Jones,'52 Oldsmobile,7.0,,shocks,0.0
1954,2,Daytona Beach,Beach & Road Course,4.1,road course,1.0,1.0,42,Lee Petty,San Juan Motors (Petty Enterprises),'54 Chrysler,39.0,1700.0,running,37.0
1954,2,Daytona Beach,Beach & Road Course,4.1,road course,2.0,10.0,87,Buck Baker,Griffin Motors (Bob Griffin),'53 Oldsmobile,39.0,1325.0,running,0.0
1954,2,Daytona Beach,Beach & Road Course,4.1,road course,3.0,13.0,14,Curtis Turner,Air Lift Special (Frank Christian),'54 Oldsmobile,39.0,900.0,running,0.0
1954,2,Daytona Beach,Beach & Road Course,4.1,road course,4.0,8.0,3,Dick Rathmann,Pure Sensitized (John Ditz),'54 Hudson,38.0,625.0,running,0.0
