Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1981,1,Riverside,Riverside International Raceway,2.62,road course,1.0,2.0,28,Bobby Allison,Tuf-Lon (Harry Ranier),Chevrolet,119.0,24600.0,running,37.0,185.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,2.0,4.0,44,Terry Labonte,Apache Stove (Billy Hagan),Chevrolet,119.0,19600.0,running,32.0,175.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,3.0,6.0,2,Dale Earnhardt,Wrangler (Rod Osterlund),Pontiac,119.0,16325.0,running,0.0,165.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,4.0,10.0,3,Richard Childress,McDonald's (Richard Childress),Chevrolet,119.0,8510.0,running,11.0,165.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,5.0,17.0,42,Richard Petty,STP (Petty Enterprises),Chevrolet,119.0,4250.0,running,4.0,160.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,6.0,14.0,78,Jim Robinson,San Fernando Valley Lumber (Jack Williams),Chevrolet,118.0,4960.0,running,0.0,150.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,7.0,22.0,90,Jody Ridley,Truxmore / Sunny King (Junie Donlavey),Ford,117.0,5990.0,running,0.0,146.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,8.0,19.0,86,Elliott Forbes-Robinson,Howard & Egerton (Richard Howard),Buick,117.0,2950.0,running,0.0,142.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,9.0,31.0,67,Buddy Arrington,Hills Racing (Buddy Arrington),Dodge,117.0,4430.0,running,0.0,138.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,10.0,32.0,38,Don Waterman,St. John's Auto Parts (Don Waterman),Oldsmobile,117.0,3970.0,running,0.0,134.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,11.0,29.0,48,James Hylton,Palatine Auto Parts (James Hylton),Chevrolet,117.0,3900.0,running,0.0,130.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,12.0,27.0,81,John Borneman,Borneman Plastering (John Borneman),Chevrolet,116.0,3140.0,running,0.0,127.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,13.0,9.0,75,Joe Millikan,Hodgdon / Mike Curb (Rahmoc Enterprises),Chevrolet,115.0,3430.0,running,1.0,129.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,14.0,13.0,93,Don Whittington,Road Atlanta (Scott Smith),Chevrolet,115.0,1600.0,running,0.0,121.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,15.0,28.0,17,Harry Gant,Kings Inn Daytona (Roger Hamby),Chevrolet,114.0,3120.0,running,0.0,118.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,16.0,11.0,15,Benny Parsons,Melling Tool (Bud Moore),Ford,113.0,6850.0,running,0.0,115.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,17.0,1.0,11,Darrell Waltrip,Mountain Dew (Junior Johnson),Chevrolet,108.0,8800.0,running,3.0,117.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,18.0,34.0,52,Jimmy Means,Broadway Motors (Jimmy Means),Chevrolet,108.0,2760.0,running,0.0,109.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,19.0,3.0,88,Ricky Rudd,Gatorade (DiGard Racing),Chevrolet,98.0,6950.0,engine,19.0,111.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,20.0,15.0,43,Kyle Petty,STP (Petty Enterprises),Chevrolet,96.0,6645.0,engine,0.0,103.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,21.0,26.0,03,Bob Bondurant,Pro-Power Engines (Bob Bondurant),Oldsmobile,93.0,1130.0,engine,0.0,100.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,22.0,12.0,73,Bill Schmitt,Pro-Power Engines (Bill Schmitt),Buick,85.0,1845.0,crash,0.0,97.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,23.0,20.0,70,J.D. McDuffie,Bailey Excavating (J.D. McDuffie),Chevrolet,84.0,2310.0,crash,0.0,94.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,24.0,35.0,94,Steve Pfeifer,Pfeifer Racing (Steve Pfeifer),Chevrolet,83.0,1055.0,suspension,0.0,91.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,25.0,30.0,64,John Gunn,Auto Merchant,Chevrolet,67.0,2225.0,clutch,0.0,88.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,26.0,25.0,08,Rick McCray,McCray Racing (Rick McCray),Chevrolet,66.0,1655.0,transmission,0.0,85.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,27.0,7.0,21,Neil Bonnett,Purolator (Wood Brothers),Ford,59.0,1405.0,transmission,9.0,87.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,28.0,8.0,71,Dave Marcis,Buck Stove / Hudson Transmission (Dave Marcis),Chevrolet,55.0,1355.0,engine,3.0,84.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,29.0,18.0,99,Tim Richmond,UNO (D.K. Ulrich),Chevrolet,53.0,1305.0,lifter,0.0,76.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,30.0,16.0,9,Jimmy Insolo,Trick Instant H.P. (Charles Williamson),Buick,41.0,755.0,suspension,0.0,73.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,31.0,5.0,45,Roy Smith,Aircraft Standards (Robert Beadle),Oldsmobile,25.0,1800.0,engine,0.0,70.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,32.0,21.0,13,Don Puskarich,Puskarich Racing (Matt Puskarich),Chevrolet,14.0,650.0,sump,0.0,67.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,33.0,23.0,01,Hershel McGriff,Lake's Drywall (Gerald Craker),Dodge,10.0,600.0,engine,0.0,64.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,34.0,33.0,66,Lake Speed,Speed Racing (Lake Speed),Chevrolet,4.0,550.0,engine,0.0,61.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,35.0,36.0,2W,Robert Tartaglia,Tartaglia Racing (Robert Tartaglia),Chevrolet,4.0,500.0,valve,0.0,58.0
1981,1,Riverside,Riverside International Raceway,2.62,road course,36.0,24.0,24,Cecil Gordon,Gordon Racing (Cecil Gordon),Oldsmobile,2.0,1000.0,engine,0.0,55.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,1.0,8.0,43.0,Richard Petty,STP (Petty Enterprises),Buick,200.0,90575.0,running,27.0,180.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,2.0,1.0,28.0,Bobby Allison,Tuf-Lon (Harry Ranier),Pontiac,200.0,84050.0,running,117.0,180.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,3.0,5.0,88.0,Ricky Rudd,Gatorade (DiGard Racing),Oldsmobile,200.0,53115.0,running,8.0,170.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,4.0,6.0,1.0,Buddy Baker,UNO (Hoss Ellington),Oldsmobile,200.0,35740.0,running,10.0,165.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,5.0,7.0,2.0,Dale Earnhardt,Wrangler (Rod Osterlund),Pontiac,200.0,37365.0,running,4.0,160.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,6.0,16.0,9.0,Bill Elliott,Mell-Gear (George Elliott),Ford,199.0,30615.0,running,4.0,155.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,7.0,27.0,90.0,Jody Ridley,Truxmore / Sunny King (Junie Donlavey),Ford,198.0,29665.0,running,0.0,146.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,8.0,29.0,27.0,Cale Yarborough,Valvoline (M.C. Anderson),Oldsmobile,197.0,20325.0,running,0.0,142.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,9.0,34.0,75.0,Joe Millikan,Rahilly & Grady Racing Engines (Rahmoc Enterprises),Buick,197.0,21500.0,running,0.0,138.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,10.0,35.0,98.0,Johnny Rutherford,Levi Garrett (Ron Benfield),Pontiac,195.0,17285.0,running,0.0,134.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,11.0,21.0,57.0,Bill Elswick,Performance Boat (Rahmoc Enterprises),Oldsmobile,195.0,14365.0,running,0.0,130.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,12.0,33.0,12.0,Donnie Allison,The 5 Racers (Kennie Childers),Oldsmobile,195.0,12660.0,running,0.0,127.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,13.0,22.0,22.0,Stan Barrett,Skoal Bandit (Hal Needham),Pontiac,195.0,12870.0,running,0.0,124.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,14.0,13.0,93.0,Don Whittington,Smith Racing (Scott Smith),Oldsmobile,194.0,11585.0,running,0.0,121.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,15.0,15.0,71.0,Dave Marcis,Buck Stove / Hudson Transmission (Dave Marcis),Oldsmobile,194.0,13225.0,running,0.0,118.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,16.0,38.0,41.0,Dick Brooks,Matthews Racing (Billy Matthews),Buick,193.0,7920.0,running,1.0,120.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,17.0,28.0,64.0,Tommy Gale,Sunny King Ford & Honda (Elmo Langley),Ford,192.0,11835.0,running,0.0,112.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,18.0,17.0,19.0,Ronnie Sanders,Home Trend Realty (Henley Gray),Buick,191.0,7635.0,running,0.0,109.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,19.0,23.0,17.0,Glenn Jarrett,Tuf-Lon of Florida (Roger Hamby),Buick,186.0,9830.0,running,0.0,106.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,20.0,39.0,37.0,Don Sprouse,Rogers Auto Leasing (Bob Rogers),Oldsmobile,181.0,5900.0,running,0.0,103.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,21.0,26.0,52.0,Jimmy Means,Broadway Motors (Jimmy Means),Pontiac,179.0,7425.0,running,0.0,100.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,22.0,14.0,23.0,Geoffrey Bodine,Oxford 250 (Dick Bahre),Pontiac,178.0,5260.0,running,0.0,97.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,23.0,31.0,47.0,Harry Gant,Race Hill Farm (Jack Beebe),Buick,175.0,6375.0,running,0.0,94.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,24.0,41.0,70.0,J.D. McDuffie,Bailey Excavating (J.D. McDuffie),Pontiac,169.0,6205.0,running,0.0,91.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,25.0,37.0,86.0,Elliott Forbes-Robinson,Howard & Egerton (Richard Howard),Buick,167.0,3835.0,axle,0.0,88.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,26.0,20.0,67.0,Buddy Arrington,Hills Racing (Buddy Arrington),Dodge,159.0,10655.0,running,0.0,85.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,27.0,32.0,68.0,Lennie Pond,Burger King (Jim Testa),Buick,155.0,4600.0,oil pump,0.0,82.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,28.0,19.0,25.0,Ronnie Thomas,Thomas Racing (Ronnie Thomas),Pontiac,151.0,5125.0,clutch,0.0,79.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,29.0,9.0,16.0,David Pearson,Halpern Enterprises (Joel Halpern),Chevrolet,144.0,4350.0,engine,3.0,81.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,30.0,40.0,99.0,Tim Richmond,UNO (D.K. Ulrich),Buick,144.0,4690.0,transmission,0.0,73.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,31.0,4.0,15.0,Benny Parsons,Melling Tool (Bud Moore),Ford,135.0,13750.0,overheating,0.0,70.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,32.0,11.0,42.0,Kyle Petty,STP (Petty Enterprises),Buick,128.0,3755.0,engine,0.0,67.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,33.0,3.0,21.0,Neil Bonnett,Purolator (Wood Brothers),Ford,123.0,10625.0,clutch,26.0,69.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,34.0,25.0,48.0,James Hylton,Palatine Auto Parts (James Hylton),Pontiac,123.0,4530.0,piston,0.0,61.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,35.0,10.0,51.0,A.J. Foyt,Gilmore / Valvoline (A.J. Foyt),Oldsmobile,120.0,3750.0,valve,0.0,58.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,36.0,2.0,11.0,Darrell Waltrip,Mountain Dew (Junior Johnson),Buick,117.0,20475.0,engine,0.0,55.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,37.0,42.0,24.0,Cecil Gordon,Home Craft Homes (Cecil Gordon),Buick,116.0,3955.0,running,0.0,52.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,38.0,18.0,3.0,Richard Childress,Wachovia Carpet (Richard Childress),Pontiac,110.0,3825.0,valve,0.0,49.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,39.0,24.0,7.0,Bruce Hill,Native Tan (Nelson Malloch),Buick,54.0,3450.0,crash,0.0,46.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,40.0,12.0,44.0,Terry Labonte,Stratagraph / Apache Stove (Billy Hagan),Buick,47.0,8775.0,engine,0.0,43.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,41.0,36.0,31.0,Billie Harvey,Graf Lear Jets (Billie Harvey),Pontiac,45.0,2915.0,engine,0.0,40.0
1981,2,Daytona,Daytona International Speedway,2.5,paved track,42.0,30.0,39.0,Blackie Wangerin,Wangerin / Clements (Blackie Wangerin),Ford,17.0,2750.0,crash,0.0,37.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,1.0,7.0,11.0,Darrell Waltrip,Mountain Dew (Junior Johnson),Buick,400.0,18800.0,running,204.0,185.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,2.0,8.0,88.0,Ricky Rudd,Gatorade (DiGard Racing),Oldsmobile,400.0,13400.0,running,7.0,175.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,3.0,3.0,43.0,Richard Petty,STP (Petty Enterprises),Buick,399.0,9775.0,running,39.0,170.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,4.0,1.0,5.0,Morgan Shepherd,Performance Connection (Cliff Stewart),Pontiac,399.0,5100.0,running,150.0,165.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,5.0,4.0,15.0,Benny Parsons,Melling Tool (Bud Moore),Ford,399.0,7050.0,running,0.0,155.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,6.0,2.0,47.0,Harry Gant,Race Hill Farm (Jack Beebe),Buick,399.0,4770.0,running,0.0,150.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,7.0,6.0,2.0,Dale Earnhardt,Wrangler (Rod Osterlund),Pontiac,397.0,7550.0,running,0.0,146.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,8.0,25.0,90.0,Jody Ridley,Truxmore / Sunny King (Junie Donlavey),Ford,397.0,4845.0,running,0.0,142.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,9.0,14.0,75.0,Joe Millikan,Rahmoc Enterprises,Buick,396.0,3450.0,running,0.0,138.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,10.0,10.0,70.0,J.D. McDuffie,Bailey Excavating (J.D. McDuffie),Pontiac,395.0,3240.0,running,0.0,134.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,11.0,12.0,68.0,Lennie Pond,The 5 Racers (Jim Testa),Buick,395.0,2720.0,running,0.0,130.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,12.0,26.0,66.0,Lake Speed,Speed Racing (Lake Speed),Oldsmobile,392.0,1100.0,running,0.0,127.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,13.0,18.0,3.0,Richard Childress,Childress Racing (Richard Childress),Pontiac,391.0,2710.0,running,0.0,124.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,14.0,20.0,52.0,Jimmy Means,Broadway Motors (Jimmy Means),Pontiac,390.0,2565.0,running,0.0,121.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,15.0,11.0,37.0,Don Sprouse,Rogers Auto Leasing (Bob Rogers),Oldsmobile,389.0,950.0,running,0.0,118.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,16.0,19.0,67.0,Buddy Arrington,Hills Racing (Buddy Arrington),Dodge,385.0,2380.0,running,0.0,115.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,17.0,27.0,99.0,Tim Richmond,UNO (D.K. Ulrich),Buick,382.0,2220.0,running,0.0,112.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,18.0,23.0,79.0,Tommy Gale,Miller Roofing (Junior Miller),Oldsmobile,381.0,2035.0,running,0.0,109.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,19.0,24.0,24.0,Cecil Gordon,Home Craft Homes (Cecil Gordon),Buick,380.0,1690.0,running,0.0,106.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,20.0,30.0,94.0,Henry Jones,Louise Smith (Bobby Wawak),Buick,363.0,765.0,running,0.0,103.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,21.0,13.0,25.0,Ronnie Thomas,Thomas Racing (Ronnie Thomas),Pontiac,358.0,1640.0,running,0.0,100.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,22.0,16.0,71.0,Dave Marcis,Hudson / Bowlin Coal (Dave Marcis),Dodge,321.0,965.0,driveshaft,0.0,97.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,23.0,5.0,28.0,Bobby Allison,J.W. Hunt Produce / Tuf-Lon (Butch Lindley),Chevrolet,276.0,5415.0,rear end,0.0,94.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,24.0,17.0,42.0,Kyle Petty,STP (Petty Enterprises),Buick,223.0,665.0,rear end,0.0,91.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,25.0,22.0,17.0,Glenn Jarrett,Kings Inn Daytona (Roger Hamby),Chevrolet,216.0,905.0,transmission,0.0,88.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,26.0,9.0,44.0,Terry Labonte,Apache Stove (Billy Hagan),Buick,204.0,5085.0,clutch,0.0,85.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,27.0,29.0,20.0,Rick Newsom,Newsom Racing (Rick Newsom),Chevrolet,169.0,615.0,rear end,0.0,82.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,28.0,21.0,92.0,Joe Fields,Richmond Printing (Joe Fields),Pontiac,118.0,590.0,running,0.0,79.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,29.0,15.0,48.0,James Hylton,Palatine Auto Parts (James Hylton),Pontiac,47.0,815.0,distributor,0.0,76.0
1981,3,Richmond,Richmond Fairgrounds Raceway,0.542,paved track,30.0,28.0,45.0,Baxter Price,McWhirter Grading (Baxter Price),Buick,16.0,500.0,driveshaft,0.0,73.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,1.0,4.0,11.0,Darrell Waltrip,Mountain Dew (Junior Johnson),Buick,492.0,21655.0,running,13.0,180.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,2.0,1.0,27.0,Cale Yarborough,Valvoline (M.C. Anderson),Buick,492.0,12370.0,running,320.0,180.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,3.0,3.0,43.0,Richard Petty,STP (Petty Enterprises),Buick,492.0,14370.0,running,25.0,170.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,4.0,8.0,21.0,Neil Bonnett,Purolator (Wood Brothers),Ford,492.0,6920.0,running,82.0,165.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,5.0,6.0,1.0,Buddy Baker,UNO (Hoss Ellington),Oldsmobile,491.0,3895.0,running,3.0,160.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,6.0,2.0,28.0,Bobby Allison,Tuf-Lon (Harry Ranier),Pontiac,491.0,9470.0,running,17.0,155.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,7.0,14.0,75.0,Joe Millikan,Rahilly & Grady Racing Engines (Rahmoc Enterprises),Buick,488.0,6230.0,running,8.0,151.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,8.0,26.0,42.0,Kyle Petty,STP (Petty Enterprises),Buick,486.0,2670.0,running,0.0,142.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,9.0,15.0,66.0,Lake Speed,George's T-Shirts (Lake Speed),Oldsmobile,482.0,2770.0,running,0.0,138.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,10.0,32.0,86.0,Elliott Forbes-Robinson,Howard & Egerton (Richard Howard),Buick,477.0,3170.0,running,0.0,134.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,11.0,23.0,25.0,Ronnie Thomas,Thomas Racing (Ronnie Thomas),Pontiac,476.0,4680.0,running,0.0,130.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,12.0,28.0,98.0,Johnny Rutherford,Levi Garrett (Ron Benfield),Pontiac,473.0,1870.0,running,0.0,127.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,13.0,24.0,37.0,Mike Alexander,Rogers Auto Leasing (Bob Rogers),Oldsmobile,470.0,1700.0,running,0.0,124.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,14.0,30.0,94.0,Bobby Wawak,Louise Smith (Bobby Wawak),Buick,469.0,1570.0,running,0.0,121.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,15.0,17.0,71.0,Dave Marcis,Buck Stove (Dave Marcis),Dodge,452.0,3810.0,running,0.0,118.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,16.0,22.0,99.0,Tim Richmond,UNO (D.K. Ulrich),Buick,450.0,3500.0,running,0.0,115.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,17.0,34.0,79.0,Jody Ridley,Miller Roofing (Junior Miller),Oldsmobile,443.0,4290.0,engine,0.0,112.0
1981,4,Rockingham,North Carolina Motor Speedway,1.017,paved track,18.0,7.0,47.0,Harry Gant,Race Hill Farm (Jack Beebe),Buick,427.0,3070.0,engine,18.0,114.0
