Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2011,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,32.0,21.0,Trevor Bayne,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,208.0,1463813.0,running,6.0,0.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,22.0,99.0,Carl Edwards,Aflac (Jack Roush),Ford,208.0,1108404.0,running,0.0,42.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,39.0,34.0,David Gilliland,Taco Bell (Bob Jenkins),Ford,208.0,818171.0,running,0.0,41.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,31.0,47.0,Bobby Labonte,Kroger / USO (JTG-Daugherty Racing),Toyota,208.0,654233.0,running,2.0,41.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,3.0,22.0,Kurt Busch,Shell / Pennzoil (Roger Penske),Dodge,208.0,573576.0,running,19.0,40.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,13.0,42.0,Juan Pablo Montoya,Target (Earnhardt Ganassi Racing),Chevrolet,208.0,443271.0,running,5.0,39.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,5.0,78.0,Regan Smith,Furniture Row / Denver Mattress (Barney Visser),Chevrolet,208.0,400933.0,running,7.0,38.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,10.0,18.0,Kyle Busch,M&M's (Joe Gibbs),Toyota,208.0,388729.0,running,3.0,37.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,19.0,27.0,Paul Menard,Menards / Peak (Richard Childress),Chevrolet,208.0,332913.0,running,11.0,36.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,17.0,5.0,Mark Martin,GoDaddy.com (Rick Hendrick),Chevrolet,208.0,318038.0,running,0.0,34.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,15.0,43.0,A.J. Allmendinger,Best Buy (Richard Petty Motorsports),Ford,208.0,338399.0,running,4.0,34.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,29.0,9.0,Bill Elliott,Security Benefit / Rydex / Billboard.com (James Finch),Chevrolet,208.0,312171.0,running,0.0,32.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,25.0,14.0,Tony Stewart,Office Depot / Mobil 1 (Stewart Haas Racing),Chevrolet,208.0,333271.0,running,0.0,31.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,34.0,6.0,David Ragan,"UPS ""We Love Logistics"" (Jack Roush)",Ford,208.0,350188.0,running,7.0,31.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,43.0,32.0,Terry Labonte,U.S. Chrome (Frank Stoddard),Ford,208.0,334263.0,running,2.0,30.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,30.0,7.0,Robby Gordon,Speed Energy (Robby Gordon),Dodge,208.0,299446.0,running,7.0,29.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,6.0,33.0,Clint Bowyer,Cheerios / Hamburger Helper (Richard Childress),Chevrolet,208.0,342121.0,running,31.0,28.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,14.0,1.0,Jamie McMurray,Bass Pro Shops / Tracker Boats (Earnhardt Ganassi Racing),Chevrolet,208.0,321502.0,running,11.0,27.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,20.0,56.0,Martin Truex Jr,NAPA (Michael Waltrip),Toyota,208.0,341963.0,running,17.0,26.0
2011,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,36.0,77.0,Steve Wallace,5-hour Energy / Aspen Dental (Rusty Wallace),Toyota,208.0,291638.0,running,0.0,0.0
