Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts
2016,28,Loudon,29.0,34.0,38.0,Landon Cassill,The Pete Store (Bob Jenkins),Ford,298.0,running,0.0,12.0
2016,28,Loudon,30.0,28.0,34.0,Chris Buescher,Love's Travel Stops (Bob Jenkins),Ford,298.0,running,0.0,11.0
2016,28,Loudon,31.0,25.0,44.0,Brian Scott,Shaw's / Shore Lodge / Viva / Cottonelle (Richard Petty Motorsports),Ford,298.0,running,0.0,10.0
2016,28,Loudon,32.0,23.0,23.0,David Ragan,Dr. Pepper (BK Racing),Toyota,297.0,running,0.0,9.0
2016,28,Loudon,33.0,32.0,16.0,Greg Biffle,Performance Plus Motor Oil (Jack Roush),Ford,297.0,running,0.0,8.0
2016,28,Loudon,34.0,30.0,7.0,Regan Smith,"Nikko RC / Thomas & Friends (Tommy Baldwin, Jr.)",Chevrolet,297.0,running,0.0,7.0
2016,28,Loudon,35.0,36.0,98.0,Cole Whitt,Standard Plumbing Supply (Jay Robinson),Chevrolet,294.0,running,0.0,6.0
2016,28,Loudon,36.0,38.0,55.0,Reed Sorenson,Vydox Plus (Jay Robinson),Toyota,293.0,running,0.0,5.0
2016,28,Loudon,37.0,40.0,32.0,Jeffrey Earnhardt,Can-Am / Kappa (Archie St. Hilaire),Ford,290.0,running,0.0,4.0
2016,28,Loudon,38.0,27.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,282.0,crash,0.0,3.0
2016,28,Loudon,39.0,39.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,268.0,running,0.0,2.0
2016,28,Loudon,40.0,35.0,46.0,Michael Annett,"Pilot / Flying J (Harry Scott, Jr.)",Chevrolet,236.0,steering,0.0,1.0
2016,29,Dover,1.0,2.0,78.0,Martin Truex Jr,Furniture Row / Denver Mattress (Barney Visser),Toyota,400.0,running,187.0,45.0
2016,29,Dover,2.0,3.0,18.0,Kyle Busch,M&M's (Joe Gibbs),Toyota,400.0,running,102.0,40.0
2016,29,Dover,3.0,9.0,24.0,Chase Elliott,Mountain Dew (Rick Hendrick),Chevrolet,400.0,running,0.0,38.0
2016,29,Dover,4.0,1.0,2.0,Brad Keselowski,Miller Lite (Roger Penske),Ford,400.0,running,7.0,38.0
2016,29,Dover,5.0,4.0,20.0,Matt Kenseth,DeWalt FlexVolt (Joe Gibbs),Toyota,400.0,running,0.0,36.0
2016,29,Dover,6.0,5.0,22.0,Joey Logano,Shell / Pennzoil Mosaic (Roger Penske),Ford,400.0,running,0.0,35.0
2016,29,Dover,7.0,8.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,399.0,running,90.0,35.0
2016,29,Dover,8.0,14.0,3.0,Austin Dillon,AAA (Richard Childress),Chevrolet,399.0,running,0.0,33.0
2016,29,Dover,9.0,7.0,11.0,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,399.0,running,0.0,32.0
2016,29,Dover,10.0,18.0,88.0,Jeff Gordon,Nationwide Insurance (Rick Hendrick),Chevrolet,399.0,running,7.0,32.0
2016,29,Dover,11.0,22.0,17.0,Ricky Stenhouse Jr,Milwaukee / Fastenal (Jack Roush),Ford,399.0,running,0.0,30.0
2016,29,Dover,12.0,17.0,5.0,Kasey Kahne,Panasonic Toughbook (Rick Hendrick),Chevrolet,399.0,running,0.0,29.0
2016,29,Dover,13.0,15.0,14.0,Tony Stewart,Nature's Bakery Brownie / Mobil 1 (Stewart Haas Racing),Chevrolet,399.0,running,0.0,28.0
2016,29,Dover,14.0,10.0,19.0,Carl Edwards,Arris Surfboard (Joe Gibbs),Toyota,399.0,running,0.0,27.0
2016,29,Dover,15.0,11.0,41.0,Kurt Busch,Monster Energy / Haas Automation (Stewart Haas Racing),Chevrolet,398.0,running,0.0,26.0
2016,29,Dover,16.0,27.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,398.0,running,0.0,25.0
2016,29,Dover,17.0,19.0,31.0,Ryan Newman,Wix Filters (Richard Childress),Chevrolet,397.0,running,0.0,24.0
2016,29,Dover,18.0,25.0,16.0,Greg Biffle,Ford EcoBoost (Jack Roush),Ford,396.0,running,7.0,24.0
2016,29,Dover,19.0,21.0,47.0,A.J. Allmendinger,Bush's Chili Beans / Clorox (JTG-Daugherty Racing),Chevrolet,396.0,running,0.0,22.0
2016,29,Dover,20.0,23.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,395.0,running,0.0,21.0
2016,29,Dover,21.0,34.0,44.0,Brian Scott,Acme / Shore Lodge / Ritz Triscuit (Richard Petty Motorsports),Ford,395.0,running,0.0,20.0
2016,29,Dover,22.0,26.0,27.0,Paul Menard,Duracell / Menards (Richard Childress),Chevrolet,395.0,running,0.0,19.0
2016,29,Dover,23.0,16.0,34.0,Chris Buescher,"CSX ""Play it Safe"" (Bob Jenkins)",Ford,394.0,running,0.0,18.0
2016,29,Dover,24.0,28.0,15.0,Clint Bowyer,"5-hour Energy (Harry Scott, Jr.)",Chevrolet,394.0,running,0.0,17.0
2016,29,Dover,25.0,12.0,42.0,Kyle Larson,Target / Coca-Cola (Chip Ganassi),Chevrolet,394.0,running,0.0,16.0
2016,29,Dover,26.0,29.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,394.0,running,0.0,15.0
2016,29,Dover,27.0,35.0,83.0,Matt DiBenedetto,E.J. Wade Construction (BK Racing),Toyota,393.0,running,0.0,14.0
2016,29,Dover,28.0,24.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,393.0,running,0.0,13.0
2016,29,Dover,29.0,31.0,38.0,Landon Cassill,MDS Transport (Bob Jenkins),Ford,392.0,running,0.0,12.0
2016,29,Dover,30.0,32.0,23.0,David Ragan,Life With Cancer (BK Racing),Toyota,392.0,running,0.0,11.0
2016,29,Dover,31.0,33.0,7.0,Regan Smith,"Citizen Soldier (Tommy Baldwin, Jr.)",Chevrolet,391.0,running,0.0,10.0
2016,29,Dover,32.0,30.0,95.0,Ty Dillon,Death Wish Coffee (Leavine Family Racing),Chevrolet,390.0,running,0.0,0.0
2016,29,Dover,33.0,37.0,46.0,Michael Annett,"Pilot / Flying J (Harry Scott, Jr.)",Chevrolet,387.0,running,0.0,8.0
2016,29,Dover,34.0,36.0,98.0,Timmy Hill,Vydox Plus Extra Strength (Jay Robinson),Chevrolet,386.0,running,0.0,0.0
2016,29,Dover,35.0,39.0,55.0,Reed Sorenson,Vydox Plus Extra Strength (Jay Robinson),Toyota,385.0,running,0.0,6.0
2016,29,Dover,36.0,38.0,32.0,Jeffrey Earnhardt,Can-Am / Kappa (Archie St. Hilaire),Ford,384.0,running,0.0,5.0
2016,29,Dover,37.0,6.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Chevrolet,354.0,running,0.0,4.0
2016,29,Dover,38.0,20.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,281.0,running,0.0,3.0
2016,29,Dover,39.0,40.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,196.0,engine,0.0,2.0
2016,29,Dover,40.0,13.0,1.0,Jamie McMurray,Credit One Bank (Chip Ganassi),Chevrolet,192.0,engine,0.0,1.0
2016,30,Charlotte,1.0,11.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,334.0,running,155.0,45.0
2016,30,Charlotte,2.0,17.0,20.0,Matt Kenseth,Dollar General (Joe Gibbs),Toyota,334.0,running,5.0,40.0
2016,30,Charlotte,3.0,12.0,5.0,Kasey Kahne,Great Clips (Rick Hendrick),Chevrolet,334.0,running,0.0,38.0
2016,30,Charlotte,4.0,21.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,334.0,running,1.0,38.0
2016,30,Charlotte,5.0,25.0,42.0,Kyle Larson,Target / Belkin (Chip Ganassi),Chevrolet,334.0,running,0.0,36.0
2016,30,Charlotte,6.0,4.0,18.0,Kyle Busch,Interstate All Battery Center (Joe Gibbs),Toyota,334.0,running,1.0,36.0
2016,30,Charlotte,7.0,20.0,2.0,Brad Keselowski,Wurth (Roger Penske),Ford,334.0,running,0.0,34.0
2016,30,Charlotte,8.0,23.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Chevrolet,334.0,running,0.0,33.0
2016,30,Charlotte,9.0,5.0,14.0,Tony Stewart,Mobil 1 / Rev the Vote (Stewart Haas Racing),Chevrolet,334.0,running,0.0,32.0
2016,30,Charlotte,10.0,16.0,1.0,Jamie McMurray,McDonald's (Chip Ganassi),Chevrolet,334.0,running,0.0,31.0
2016,30,Charlotte,11.0,13.0,10.0,Danica Patrick,Aspen Dental Patriotic (Stewart Haas Racing),Chevrolet,334.0,running,0.0,30.0
2016,30,Charlotte,12.0,8.0,19.0,Carl Edwards,Stanley Tools (Joe Gibbs),Toyota,334.0,running,0.0,29.0
2016,30,Charlotte,13.0,7.0,78.0,Martin Truex Jr,Furniture Row / Maaco (Barney Visser),Toyota,334.0,running,0.0,28.0
2016,30,Charlotte,14.0,22.0,95.0,Michael McDowell,Thrivent Financial (Leavine Family Racing),Chevrolet,334.0,running,0.0,27.0
2016,30,Charlotte,15.0,33.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,334.0,running,0.0,26.0
2016,30,Charlotte,16.0,26.0,34.0,Chris Buescher,Love's Travel Stops / Roller Bites (Bob Jenkins),Ford,334.0,running,0.0,25.0
2016,30,Charlotte,17.0,31.0,15.0,Clint Bowyer,"5-hour Energy (Harry Scott, Jr.)",Chevrolet,334.0,running,2.0,25.0
2016,30,Charlotte,18.0,27.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,334.0,running,0.0,23.0
2016,30,Charlotte,19.0,32.0,38.0,Landon Cassill,Rev the Vote / Snapchat (Bob Jenkins),Ford,334.0,running,0.0,22.0
2016,30,Charlotte,20.0,15.0,17.0,Ricky Stenhouse Jr,Sunny D (Jack Roush),Ford,333.0,running,0.0,21.0
2016,30,Charlotte,21.0,35.0,7.0,Regan Smith,"Nikko RC / Toy State (Tommy Baldwin, Jr.)",Chevrolet,333.0,running,0.0,20.0
2016,30,Charlotte,22.0,30.0,44.0,Brian Scott,Jacob Companies (Richard Petty Motorsports),Ford,333.0,running,0.0,19.0
2016,30,Charlotte,23.0,34.0,23.0,David Ragan,Dr. Pepper (BK Racing),Toyota,331.0,running,0.0,18.0
2016,30,Charlotte,24.0,37.0,46.0,Michael Annett,"Pilot / Flying J (Harry Scott, Jr.)",Chevrolet,330.0,running,0.0,17.0
2016,30,Charlotte,25.0,24.0,83.0,Matt DiBenedetto,Cosmo Motors (BK Racing),Toyota,329.0,running,0.0,16.0
2016,30,Charlotte,26.0,38.0,32.0,Jeffrey Earnhardt,Can-Am / Kappa (Archie St. Hilaire),Ford,328.0,running,0.0,15.0
2016,30,Charlotte,27.0,36.0,98.0,Cole Whitt,Vydox Plus Extra Strength (Jay Robinson),Chevrolet,327.0,running,0.0,14.0
2016,30,Charlotte,28.0,39.0,55.0,Reed Sorenson,Vydox Plus Extra Strength (Jay Robinson),Chevrolet,321.0,running,0.0,13.0
2016,30,Charlotte,29.0,40.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,320.0,running,0.0,12.0
2016,30,Charlotte,30.0,9.0,11.0,Denny Hamlin,FedEx Office (Joe Gibbs),Toyota,308.0,engine,52.0,12.0
2016,30,Charlotte,31.0,18.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,307.0,running,0.0,10.0
2016,30,Charlotte,32.0,19.0,3.0,Austin Dillon,Dow Coating Materials / Kilz (Richard Childress),Chevrolet,258.0,crash,0.0,9.0
2016,30,Charlotte,33.0,3.0,24.0,Chase Elliott,3M (Rick Hendrick),Chevrolet,258.0,crash,103.0,9.0
2016,30,Charlotte,34.0,28.0,27.0,Paul Menard,Valvoline / Menards (Richard Childress),Chevrolet,258.0,crash,0.0,7.0
2016,30,Charlotte,35.0,14.0,16.0,Greg Biffle,Ford EcoBoost (Jack Roush),Ford,257.0,crash,0.0,6.0
2016,30,Charlotte,36.0,10.0,22.0,Joey Logano,Pennzoil / Shell (Roger Penske),Ford,254.0,running,3.0,6.0
2016,30,Charlotte,37.0,6.0,47.0,A.J. Allmendinger,Kroger / Stouffer's FitKitchen / Bush's Beans (JTG-Daugherty Racing),Chevrolet,252.0,crash,0.0,4.0
2016,30,Charlotte,38.0,1.0,4.0,Kevin Harvick,Busch Hunting Trophy Can (Stewart Haas Racing),Chevrolet,155.0,engine,12.0,4.0
2016,30,Charlotte,39.0,2.0,88.0,Alex Bowman,Axalta / Hendrick Automotive Group (Rick Hendrick),Chevrolet,61.0,crash,0.0,0.0
2016,30,Charlotte,40.0,29.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,61.0,crash,0.0,1.0
2016,31,Kansas,1.0,11.0,4.0,Kevin Harvick,Outback Steakhouse Bloomin' Monday (Stewart Haas Racing),Chevrolet,267.0,running,74.0,44.0
2016,31,Kansas,2.0,3.0,19.0,Carl Edwards,Xfinity (Joe Gibbs),Toyota,267.0,running,61.0,40.0
2016,31,Kansas,3.0,6.0,22.0,Joey Logano,Shell / Pennzoil Mosaic (Roger Penske),Ford,267.0,running,2.0,39.0
2016,31,Kansas,4.0,21.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,267.0,running,0.0,37.0
2016,31,Kansas,5.0,2.0,18.0,Kyle Busch,M&M's (Joe Gibbs),Toyota,267.0,running,0.0,36.0
2016,31,Kansas,6.0,12.0,3.0,Austin Dillon,Dow Coating Materials / Kilz (Richard Childress),Chevrolet,267.0,running,2.0,36.0
2016,31,Kansas,7.0,5.0,88.0,Alex Bowman,Nationwide Insurance (Rick Hendrick),Chevrolet,267.0,running,0.0,0.0
2016,31,Kansas,8.0,10.0,47.0,A.J. Allmendinger,Dillons / Butterfinger / Nestle CoffeeMate (JTG-Daugherty Racing),Chevrolet,267.0,running,0.0,33.0
2016,31,Kansas,9.0,1.0,20.0,Matt Kenseth,DeWalt FlexVolt (Joe Gibbs),Toyota,267.0,running,116.0,34.0
2016,31,Kansas,10.0,20.0,5.0,Kasey Kahne,Farmers Insurance (Rick Hendrick),Chevrolet,267.0,running,0.0,31.0
2016,31,Kansas,11.0,4.0,78.0,Martin Truex Jr,Bass Pro Shops / Tracker Boats (Barney Visser),Toyota,267.0,running,0.0,30.0
2016,31,Kansas,12.0,9.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,267.0,running,0.0,29.0
2016,31,Kansas,13.0,15.0,41.0,Kurt Busch,Monster Energy / Haas Automation (Stewart Haas Racing),Chevrolet,267.0,running,1.0,29.0
2016,31,Kansas,14.0,17.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,267.0,running,0.0,27.0
2016,31,Kansas,15.0,7.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,267.0,running,1.0,27.0
2016,31,Kansas,16.0,14.0,14.0,Tony Stewart,Code 3 Associates / Mobil 1 (Stewart Haas Racing),Chevrolet,267.0,running,0.0,25.0
2016,31,Kansas,17.0,25.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,267.0,running,0.0,24.0
2016,31,Kansas,18.0,19.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,267.0,running,0.0,23.0
2016,31,Kansas,19.0,18.0,17.0,Ricky Stenhouse Jr,Lenox / Fastenal (Jack Roush),Ford,267.0,running,0.0,22.0
2016,31,Kansas,20.0,16.0,27.0,Paul Menard,FVP / Menards (Richard Childress),Chevrolet,267.0,running,0.0,21.0
2016,31,Kansas,21.0,30.0,34.0,Chris Buescher,Love's Travel Stops (Bob Jenkins),Ford,267.0,running,0.0,20.0
2016,31,Kansas,22.0,33.0,95.0,Michael McDowell,Thrivent Financial (Leavine Family Racing),Chevrolet,267.0,running,0.0,19.0
2016,31,Kansas,23.0,29.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,267.0,running,5.0,19.0
2016,31,Kansas,24.0,27.0,83.0,Matt DiBenedetto,Scorpyd Crossbows (BK Racing),Toyota,267.0,running,0.0,17.0
2016,31,Kansas,25.0,22.0,16.0,Greg Biffle,FordPass (Jack Roush),Ford,266.0,running,0.0,16.0
2016,31,Kansas,26.0,31.0,15.0,Clint Bowyer,"5-hour Energy (Harry Scott, Jr.)",Chevrolet,266.0,running,0.0,15.0
2016,31,Kansas,27.0,34.0,38.0,Landon Cassill,Snap Fitness (Bob Jenkins),Ford,266.0,running,0.0,14.0
2016,31,Kansas,28.0,32.0,44.0,Brian Scott,GoBowling.com (Richard Petty Motorsports),Ford,265.0,running,0.0,13.0
2016,31,Kansas,29.0,26.0,7.0,Regan Smith,"Fire Alarm Services (Tommy Baldwin, Jr.)",Chevrolet,265.0,running,0.0,12.0
2016,31,Kansas,30.0,24.0,42.0,Kyle Larson,Target / Coca-Cola (Chip Ganassi),Chevrolet,265.0,running,0.0,11.0
2016,31,Kansas,31.0,13.0,24.0,Chase Elliott,Sun Energy 1 (Rick Hendrick),Chevrolet,264.0,running,4.0,11.0
2016,31,Kansas,32.0,37.0,46.0,Michael Annett,"Northland Motor Oils & Lubricants (Harry Scott, Jr.)",Chevrolet,264.0,running,0.0,9.0
2016,31,Kansas,33.0,36.0,55.0,Cole Whitt,Becker Autos & Trailers (Jay Robinson),Chevrolet,262.0,running,0.0,8.0
2016,31,Kansas,34.0,39.0,98.0,Reed Sorenson,Harrah's North Kansas City (Jay Robinson),Toyota,261.0,running,0.0,7.0
2016,31,Kansas,35.0,38.0,32.0,Joey Gase,Midwest Transplant Network (Archie St. Hilaire),Ford,260.0,running,0.0,0.0
2016,31,Kansas,36.0,28.0,23.0,David Ragan,Dr. Pepper (BK Racing),Toyota,258.0,running,0.0,5.0
2016,31,Kansas,37.0,23.0,1.0,Jamie McMurray,Cessna / Beechcraft (Chip Ganassi),Chevrolet,233.0,running,0.0,4.0
2016,31,Kansas,38.0,8.0,2.0,Brad Keselowski,Miller Lite (Roger Penske),Ford,190.0,crash,1.0,4.0
2016,31,Kansas,39.0,40.0,30.0,Josh Wise,The Motorsports Group (Curtis Key),Chevrolet,108.0,crash,0.0,2.0
2016,31,Kansas,40.0,35.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,36.0,crash,0.0,1.0
2016,32,Talladega,1.0,16.0,22.0,Joey Logano,Shell / Pennzoil Mosaic (Roger Penske),Ford,192.0,running,45.0,44.0
2016,32,Talladega,2.0,25.0,44.0,Brian Scott,Goody's Fast Pain Relief (Richard Petty Motorsports),Ford,192.0,running,0.0,39.0
2016,32,Talladega,3.0,8.0,11.0,Denny Hamlin,FedEx Ground (Joe Gibbs),Toyota,192.0,running,12.0,39.0
2016,32,Talladega,4.0,7.0,41.0,Kurt Busch,Haas Automation / Monster Energy (Stewart Haas Racing),Chevrolet,192.0,running,0.0,37.0
2016,32,Talladega,5.0,6.0,17.0,Ricky Stenhouse Jr,Zest (Jack Roush),Ford,192.0,running,6.0,37.0
2016,32,Talladega,6.0,24.0,42.0,Kyle Larson,Energizer (Chip Ganassi),Chevrolet,192.0,running,0.0,35.0
2016,32,Talladega,7.0,22.0,4.0,Kevin Harvick,Jimmy John's (Stewart Haas Racing),Chevrolet,192.0,running,0.0,34.0
2016,32,Talladega,8.0,26.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,192.0,running,0.0,33.0
2016,32,Talladega,9.0,9.0,3.0,Austin Dillon,American Ethanol E15 (Richard Childress),Chevrolet,192.0,running,1.0,33.0
2016,32,Talladega,10.0,32.0,47.0,A.J. Allmendinger,Kroger / Scott Products / Clorox (JTG-Daugherty Racing),Chevrolet,192.0,running,0.0,31.0
2016,32,Talladega,11.0,15.0,21.0,Ryan Blaney,Motorcraft / Quick Lane Tire & Auto Center (Wood Brothers),Ford,192.0,running,3.0,31.0
2016,32,Talladega,12.0,4.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,192.0,running,9.0,30.0
2016,32,Talladega,13.0,10.0,27.0,Paul Menard,Sylvania LED / Menards (Richard Childress),Chevrolet,192.0,running,0.0,28.0
2016,32,Talladega,14.0,20.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,192.0,running,0.0,27.0
2016,32,Talladega,15.0,5.0,16.0,Greg Biffle,Cheez-It (Jack Roush),Ford,192.0,running,13.0,27.0
2016,32,Talladega,16.0,34.0,95.0,Michael McDowell,K-LOVE Radio (Leavine Family Racing),Chevrolet,192.0,running,0.0,25.0
2016,32,Talladega,17.0,11.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,192.0,running,0.0,24.0
2016,32,Talladega,18.0,36.0,15.0,Clint Bowyer,"5-hour Energy (Harry Scott, Jr.)",Chevrolet,192.0,running,0.0,23.0
2016,32,Talladega,19.0,23.0,1.0,Jamie McMurray,Cessna / Beechcraft (Chip Ganassi),Chevrolet,192.0,running,0.0,22.0
2016,32,Talladega,20.0,30.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,192.0,running,0.0,21.0
2016,32,Talladega,21.0,31.0,38.0,Landon Cassill,FR8 Auctions (Bob Jenkins),Ford,192.0,running,0.0,20.0
2016,32,Talladega,22.0,33.0,34.0,Chris Buescher,Love's Travel Stops (Bob Jenkins),Ford,192.0,running,0.0,19.0
2016,32,Talladega,23.0,17.0,48.0,Jimmie Johnson,Lowe's Pro Services (Rick Hendrick),Chevrolet,192.0,running,0.0,18.0
2016,32,Talladega,24.0,40.0,23.0,David Ragan,SweetFrog (BK Racing),Toyota,192.0,running,0.0,17.0
2016,32,Talladega,25.0,29.0,7.0,Regan Smith,"Golden Corral (Tommy Baldwin, Jr.)",Chevrolet,192.0,running,0.0,16.0
2016,32,Talladega,26.0,18.0,99.0,Ryan Reed,Lilly Diabetes / ADA Drive to Stop Diabetes (Jack Roush),Ford,192.0,running,0.0,0.0
2016,32,Talladega,27.0,35.0,93.0,Matt DiBenedetto,Dustless Blasting (BK Racing),Toyota,192.0,running,0.0,14.0
2016,32,Talladega,28.0,3.0,20.0,Matt Kenseth,DeWalt FlexVolt (Joe Gibbs),Toyota,192.0,running,1.0,14.0
2016,32,Talladega,29.0,13.0,19.0,Carl Edwards,Subway (Joe Gibbs),Toyota,192.0,running,1.0,13.0
2016,32,Talladega,30.0,14.0,18.0,Kyle Busch,Snickers Halloween (Joe Gibbs),Toyota,192.0,running,2.0,12.0
2016,32,Talladega,31.0,38.0,32.0,Bobby Labonte,VisoneRV.com (Archie St. Hilaire),Ford,192.0,running,0.0,10.0
2016,32,Talladega,32.0,21.0,14.0,Tony Stewart,Rush Truck Centers / Mobil 1 Delvac (Stewart Haas Racing),Chevrolet,192.0,running,1.0,10.0
2016,32,Talladega,33.0,37.0,46.0,Michael Annett,"Pilot / Flying J (Harry Scott, Jr.)",Chevrolet,192.0,running,6.0,9.0
2016,32,Talladega,34.0,39.0,83.0,Jeffrey Earnhardt,Starter Dale Earnhardt Tribute (BK Racing),Toyota,192.0,running,0.0,7.0
2016,32,Talladega,35.0,27.0,5.0,Kasey Kahne,UniFirst (Rick Hendrick),Chevrolet,191.0,running,0.0,6.0
2016,32,Talladega,36.0,19.0,88.0,Alex Bowman,Mountain Dew Camo (Rick Hendrick),Chevrolet,191.0,running,0.0,0.0
2016,32,Talladega,37.0,12.0,55.0,Reed Sorenson,Clyde May's Whiskey (Jay Robinson),Toyota,179.0,running,0.0,4.0
2016,32,Talladega,38.0,2.0,2.0,Brad Keselowski,Miller Lite (Roger Penske),Ford,144.0,engine,90.0,5.0
2016,32,Talladega,39.0,28.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,113.0,crash,0.0,2.0
2016,32,Talladega,40.0,1.0,78.0,Martin Truex Jr,Bass Pro Shops / Tracker Boats (Barney Visser),Toyota,41.0,engine,2.0,2.0
2016,33,Martinsville,1.0,3.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,500.0,running,92.0,44.0
2016,33,Martinsville,2.0,19.0,2.0,Brad Keselowski,Alliance Truck Parts (Roger Penske),Ford,500.0,running,0.0,39.0
2016,33,Martinsville,3.0,8.0,11.0,Denny Hamlin,FedEx Freight (Joe Gibbs),Toyota,500.0,running,48.0,39.0
2016,33,Martinsville,4.0,17.0,20.0,Matt Kenseth,Dollar General (Joe Gibbs),Toyota,500.0,running,176.0,39.0
2016,33,Martinsville,5.0,9.0,18.0,Kyle Busch,M&M's Halloween (Joe Gibbs),Toyota,500.0,running,3.0,37.0
2016,33,Martinsville,6.0,10.0,88.0,Jeff Gordon,Nationwide Insurance (Rick Hendrick),Chevrolet,500.0,running,0.0,35.0
2016,33,Martinsville,7.0,1.0,78.0,Martin Truex Jr,Auto-Owners Insurance (Barney Visser),Toyota,500.0,running,147.0,35.0
2016,33,Martinsville,8.0,14.0,1.0,Jamie McMurray,Credit One (Chip Ganassi),Chevrolet,500.0,running,0.0,33.0
2016,33,Martinsville,9.0,2.0,22.0,Joey Logano,Shell / Pennzoil (Roger Penske),Ford,500.0,running,21.0,33.0
2016,33,Martinsville,10.0,4.0,47.0,A.J. Allmendinger,Kroger / Clorox (JTG-Daugherty Racing),Chevrolet,500.0,running,5.0,32.0
2016,33,Martinsville,11.0,22.0,5.0,Kasey Kahne,UniFirst (Rick Hendrick),Chevrolet,499.0,running,0.0,30.0
2016,33,Martinsville,12.0,5.0,24.0,Chase Elliott,NAPA Auto Parts (Rick Hendrick),Chevrolet,499.0,running,0.0,29.0
2016,33,Martinsville,13.0,25.0,16.0,Greg Biffle,FordPass (Jack Roush),Ford,499.0,running,0.0,28.0
2016,33,Martinsville,14.0,11.0,42.0,Kyle Larson,Target / Coca-Cola (Chip Ganassi),Chevrolet,499.0,running,6.0,28.0
2016,33,Martinsville,15.0,16.0,43.0,Aric Almirola,Smithfield (Richard Petty Motorsports),Ford,499.0,running,0.0,26.0
2016,33,Martinsville,16.0,13.0,31.0,Ryan Newman,Caterpillar (Richard Childress),Chevrolet,499.0,running,0.0,25.0
2016,33,Martinsville,17.0,32.0,3.0,Austin Dillon,Dow Corning / Molykote (Richard Childress),Chevrolet,499.0,running,0.0,24.0
2016,33,Martinsville,18.0,30.0,95.0,Michael McDowell,Malwarebytes (Leavine Family Racing),Chevrolet,498.0,running,0.0,23.0
2016,33,Martinsville,19.0,15.0,21.0,Ryan Blaney,Virginia Tech / Motorcraft (Wood Brothers),Ford,498.0,running,0.0,22.0
2016,33,Martinsville,20.0,20.0,4.0,Kevin Harvick,Busch Light (Stewart Haas Racing),Chevrolet,498.0,running,0.0,21.0
2016,33,Martinsville,21.0,26.0,13.0,Casey Mears,GEICO (Germain Racing),Chevrolet,497.0,running,0.0,20.0
2016,33,Martinsville,22.0,23.0,41.0,Kurt Busch,State Water Heaters (Stewart Haas Racing),Chevrolet,497.0,running,0.0,19.0
2016,33,Martinsville,23.0,31.0,6.0,Trevor Bayne,AdvoCare (Jack Roush),Ford,497.0,running,0.0,18.0
2016,33,Martinsville,24.0,24.0,10.0,Danica Patrick,Nature's Bakery (Stewart Haas Racing),Chevrolet,497.0,running,0.0,17.0
2016,33,Martinsville,25.0,18.0,27.0,Paul Menard,Dutch Boy / Menards (Richard Childress),Chevrolet,496.0,running,0.0,16.0
2016,33,Martinsville,26.0,6.0,14.0,Tony Stewart,Haas Automation (Stewart Haas Racing),Chevrolet,496.0,running,0.0,15.0
