driver,total_races,wins,win_pct,avg_start,best_start,worst_start,avg_finish,best_finish,worst_finish,avg_laps_led,total_laps_led,most_laps_led,avg_points,avg_playoff_pts,total_money,avg_money,max_race_money,min_race_money
Duke Heller,1,0,0.0,28.0,28,28,31.0,31,31,0.0,0,0,,,25,25,25,25
Dusty Fuller,1,0,0.0,32.0,32,32,23.0,23,23,0.0,0,0,,,40,40,40,40
Dutch Hoag,4,0,0.0,13.0,3,34,20.5,8,45,0.0,0,0,,,225,75,150,25
Dutch Munsinger,4,0,0.0,11.0,7,17,25.25,8,43,0.0,0,0,,,175,88,150,25
Dylan Lupton,4,0,0.0,38.25,37,39,32.5,25,39,0.0,0,0,0.0,,0,,,
E.C. Ramsey,7,0,0.0,23.5,12,59,18.86,11,34,0.0,0,0,,,260,37,50,25
E.J. Brewer,6,0,0.0,22.5,10,36,20.67,7,42,0.0,0,0,,,600,120,250,15
E.J. Trivette,178,0,0.0,22.62,6,52,18.86,6,55,0.0,0,0,,,66052,377,1925,50
E.J. Turner,2,0,0.0,38.0,38,38,24.5,21,28,0.0,0,0,,,100,50,50,50
Earl Balmer,32,1,0.03125,10.41,2,35,20.13,1,42,1.16,37,11,,,34725,1085,10900,100
Earl Beer,1,0,0.0,,,,12.0,12,12,0.0,0,0,,,100,100,100,100
Earl Brooks,263,0,0.0,23.88,1,55,20.37,4,56,0.09,24,24,91.0,,110709,436,2500,50
Earl Coleman,1,0,0.0,36.0,36,36,48.0,48,48,0.0,0,0,,,0,,,
