Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2008,1,Daytona,1.0,7.0,12.0,Ryan Newman,Alltel (Roger Penske),Dodge,200.0,1506045.0,running,8.0,190.0
2008,1,Daytona,2.0,43.0,2.0,Kurt Busch,Miller Lite (Roger Penske),Dodge,200.0,1063870.0,running,9.0,175.0
2008,1,Daytona,3.0,6.0,20.0,Tony Stewart,Home Depot (Joe Gibbs),Toyota,200.0,871049.0,running,16.0,170.0
2008,1,Daytona,4.0,24.0,18.0,Kyle Busch,M&M's (Joe Gibbs),Toyota,200.0,652938.0,running,86.0,170.0
2008,1,Daytona,5.0,5.0,41.0,Reed Sorenson,Target / Polaroid (Chip Ganassi),Dodge,200.0,564117.0,running,5.0,160.0
2008,1,Daytona,6.0,35.0,19.0,Elliott Sadler,Best Buy (Gillett Evernham Motorsports),Dodge,200.0,430015.0,running,0.0,150.0
2008,1,Daytona,7.0,10.0,9.0,Kasey Kahne,Budweiser (Gillett Evernham Motorsports),Dodge,200.0,389204.0,running,1.0,151.0
2008,1,Daytona,8.0,26.0,7.0,Robby Gordon,Jim Beam / Valvoline (Robby Gordon),Dodge,200.0,334763.0,running,0.0,142.0
2008,1,Daytona,9.0,3.0,88.0,"Dale Earnhardt, Jr.",AMP Energy / National Guard (Rick Hendrick),Chevrolet,200.0,352920.0,running,12.0,143.0
2008,1,Daytona,10.0,18.0,16.0,Greg Biffle,3M (Jack Roush),Ford,200.0,313763.0,running,7.0,139.0
2008,1,Daytona,11.0,13.0,43.0,Bobby Labonte,Cheerios / Totino's Pizza Rolls (Petty Enterprises),Dodge,200.0,329756.0,running,0.0,130.0
2008,1,Daytona,12.0,23.0,83.0,Brian Vickers,Red Bull (Dietrich Mateschitz),Toyota,200.0,285245.0,running,0.0,127.0
2008,1,Daytona,13.0,36.0,31.0,Jeff Burton,AT&T Mobility (Richard Childress),Chevrolet,200.0,323496.0,running,9.0,129.0
2008,1,Daytona,14.0,16.0,29.0,Kevin Harvick,Shell / Pennzoil (Richard Childress),Chevrolet,200.0,322224.0,running,0.0,121.0
2008,1,Daytona,15.0,19.0,77.0,"Sam Hornish, Jr.",Mobil 1 (Roger Penske),Dodge,200.0,319845.0,running,0.0,118.0
2008,1,Daytona,16.0,20.0,44.0,Dale Jarrett,UPS (Michael Waltrip),Toyota,200.0,277213.0,running,0.0,115.0
2008,1,Daytona,17.0,4.0,11.0,Denny Hamlin,FedEx Express (Joe Gibbs),Toyota,200.0,341416.0,running,32.0,117.0
2008,1,Daytona,18.0,42.0,0.0,David Reutimann,Aaron's Dream Machine (Michael Waltrip),Toyota,200.0,290721.0,running,0.0,109.0
2008,1,Daytona,19.0,11.0,99.0,Carl Edwards,Office Depot (Jack Roush),Ford,200.0,321520.0,running,0.0,106.0
2008,1,Daytona,20.0,25.0,1.0,Martin Truex Jr,"Bass Pro Shops / Tracker Boats (Dale Earnhardt, Inc.)",Chevrolet,200.0,303978.0,running,0.0,103.0
2008,1,Daytona,21.0,27.0,66.0,Scott Riggs,State Water Heaters (Gene Haas),Chevrolet,200.0,287928.0,running,0.0,100.0
2008,1,Daytona,22.0,21.0,15.0,Paul Menard,"Menards / Peak (Dale Earnhardt, Inc.)",Chevrolet,200.0,279295.0,running,0.0,97.0
2008,1,Daytona,23.0,33.0,70.0,Jeremy Mayfield,Junior Johnson's Midnight Moon (Gene Haas),Chevrolet,200.0,271220.0,running,0.0,94.0
2008,1,Daytona,24.0,31.0,7.0,Clint Bowyer,Jack Daniel's (Richard Childress),Chevrolet,200.0,284545.0,running,4.0,96.0
2008,1,Daytona,25.0,37.0,96.0,J.J. Yeley,DLP HDTV / Circuit City (Jeff Moorad),Toyota,200.0,277095.0,running,0.0,88.0
2008,1,Daytona,26.0,38.0,26.0,Jamie McMurray,Crown Royal Cask No. 16 (Jack Roush),Ford,200.0,276888.0,running,0.0,85.0
2008,1,Daytona,27.0,1.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,200.0,329606.0,running,1.0,87.0
2008,1,Daytona,28.0,32.0,38.0,David Gilliland,FreeCreditReport.com (Yates Racing),Ford,200.0,267088.0,running,0.0,79.0
2008,1,Daytona,29.0,2.0,55.0,Michael Waltrip,NAPA Auto Parts (Michael Waltrip),Toyota,200.0,275746.0,running,3.0,81.0
