Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1957,1,Lancaster,1.0,1.0,98,Marvin Panch,DePaolo Engineering (Pete DePaolo),'56 Ford,60.0,1550.0,running,41.0
1957,1,Lancaster,2.0,5.0,22,Fireball Roberts,DePaolo Engineering (Pete DePaolo),'56 Ford,60.0,1000.0,running,0.0
1957,1,Lancaster,3.0,4.0,12,George Seeger,Oscar Maples,'56 Ford,60.0,755.0,running,19.0
1957,1,Lancaster,4.0,8.0,75,Jim Paschal,C U Later Alligator (Frank Hayworth),'56 Mercury,59.0,570.0,running,0.0
1957,1,Lancaster,5.0,9.0,45,Eddie Pagan,Eddie Pagan,'56 Ford,59.0,430.0,running,0.0
1957,1,Lancaster,6.0,14.0,43,Bob Ross,Bob Ross,'56 Mercury,58.0,320.0,running,0.0
1957,1,Lancaster,7.0,6.0,17,Lloyd Dane,Lloyd Dane,'56 Ford,57.0,325.0,running,0.0
1957,1,Lancaster,8.0,11.0,21,Scotty Cain,Scotty Cain,'56 Ford,56.0,215.0,running,0.0
1957,1,Lancaster,9.0,2.0,3,Paul Goldsmith,Smokey Yunick,'56 Ford,55.0,225.0,running,0.0
1957,1,Lancaster,10.0,18.0,00,Dick Getty,Dick Getty,'56 Chevrolet,55.0,135.0,running,0.0
1957,1,Lancaster,11.0,20.0,98W,Mike McGreevy,Tom Harbison,'56 Dodge,55.0,135.0,running,0.0
1957,1,Lancaster,12.0,12.0,34,Sherman Clark,Sherman Clark,'55 Chevrolet,54.0,115.0,running,0.0
1957,1,Lancaster,13.0,23.0,18,Eddie Gray,Chuck Green,'56 Chevrolet,54.0,110.0,running,0.0
1957,1,Lancaster,14.0,25.0,35,Billy Cantrell,Alvin Woodall,'56 Mercury,53.0,110.0,running,0.0
1957,1,Lancaster,15.0,24.0,188,Jim Blomgren,Lorrin Bates,'56 Ford,53.0,110.0,running,0.0
1957,1,Lancaster,16.0,21.0,33,Bob Osborne,Hal Prentice,'56 Dodge,52.0,110.0,running,0.0
1957,1,Lancaster,17.0,17.0,8,Ed Brown,Ed Brown,'56 Chevrolet,52.0,115.0,running,0.0
1957,1,Lancaster,18.0,10.0,1,Chuck Meekins,Jim Rush,'56 Chevrolet,51.0,115.0,crash,0.0
1957,1,Lancaster,19.0,27.0,9,Jim Cook,Floyd Johnson,'56 Pontiac,51.0,85.0,running,0.0
1957,1,Lancaster,20.0,26.0,89,Clyde Mitchell,Clyde Mitchell,'56 Ford,50.0,60.0,running,0.0
1957,1,Lancaster,21.0,30.0,66,Dick Hoffman,Hoyt Platt,'54 Mercury,50.0,60.0,running,0.0
1957,1,Lancaster,22.0,7.0,4,Billy Myers,Bill Stroppe,'56 Mercury,49.0,90.0,crash,0.0
1957,1,Lancaster,23.0,32.0,54,Ray Franklin,Ray Franklin,'56 Dodge,42.0,60.0,running,0.0
1957,1,Lancaster,24.0,3.0,11,Parnelli Jones,Oscar Maples,'56 Ford,34.0,50.0,steering,0.0
1957,1,Lancaster,25.0,13.0,30,Clyde Palmer,Jack Chatenay,'56 Plymouth,33.0,80.0,con rod,0.0
1957,1,Lancaster,26.0,15.0,68,Frank Secrist,J.M. Wattenbarger,'56 Chevrolet,24.0,45.0,con rod,0.0
1957,1,Lancaster,27.0,16.0,88,Danny Letner,Tom Harbison,'56 Dodge,22.0,65.0,crash,0.0
1957,1,Lancaster,28.0,19.0,26,Fred Hunt,Fred Hunt,'55 Chevrolet,20.0,50.0,con rod,0.0
1957,1,Lancaster,29.0,22.0,125,Elgin Holmes,Rod Soderin,'54 Buick,14.0,35.0,clutch,0.0
1957,1,Lancaster,30.0,28.0,86,Walt James,Walt James,'55 Mercury,14.0,35.0,bearing,0.0
1957,1,Lancaster,31.0,31.0,46,George Norton,George Norton,'56 Chevrolet,10.0,35.0,rr axle,0.0
1957,1,Lancaster,32.0,29.0,48,Bill Moore,Bill Moore,'56 Ford,7.0,35.0,fuel pump,0.0
1957,1,Lancaster,33.0,33.0,80,Ed Negre,Ed Negre,'56 Oldsmobile,0.0,,engine,0.0
1957,1,Lancaster,34.0,34.0,91,Russ Dohlen,Art Krebs,'55 Plymouth,0.0,,engine,0.0
