Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1975,1,Riverside,1.0,1.0,16,Bobby Allison,Coca-Cola / AMC (Roger Penske),'75 Matador,191.0,14735.0,running,173.0,185.0
1975,1,Riverside,2.0,2.0,21,David Pearson,Purolator (Wood Brothers),'73 Mercury,191.0,11135.0,running,11.0,175.0
1975,1,Riverside,3.0,25.0,24,Cecil Gordon,Bob Stott Motors (Cecil Gordon),'75 Chevrolet,184.0,8535.0,running,0.0,165.0
1975,1,Riverside,4.0,27.0,71,Dave Marcis,K & K Insurance (Nord Krauskopf),'74 Dodge,183.0,8235.0,running,0.0,160.0
1975,1,Riverside,5.0,22.0,64,Elmo Langley,Langley Racing (Elmo Langley),'72 Ford,178.0,4535.0,running,0.0,155.0
1975,1,Riverside,6.0,35.0,48,James Hylton,Nitro 9 (James Hylton),'74 Chevrolet,175.0,3365.0,running,0.0,150.0
1975,1,Riverside,7.0,3.0,43,Richard Petty,STP (Petty Enterprises),'74 Dodge,172.0,6185.0,running,4.0,151.0
1975,1,Riverside,8.0,21.0,57W,Gary Matthews,Matthews Racing (Gary Matthews),'72 Chevrolet,168.0,2485.0,running,0.0,142.0
1975,1,Riverside,9.0,33.0,8,Ed Negre,Negre Racing (Ed Negre),'74 Dodge,167.0,2835.0,running,0.0,138.0
1975,1,Riverside,10.0,10.0,29W,Hershel McGriff,Mercury Marine (Dick Midgley),'72 Chevrolet,166.0,2185.0,oil pump,0.0,134.0
1975,1,Riverside,11.0,17.0,88,Richard Childress,L.C. Newton Trucking (Tom Garn),'72 Chevrolet,166.0,2485.0,running,0.0,130.0
1975,1,Riverside,12.0,24.0,13W,Don Puskarich,M.M. Denbo Agency (Matt Puskarich),'72 Chevrolet,148.0,1835.0,running,0.0,127.0
1975,1,Riverside,13.0,6.0,96W,Ray Elder,Olympia Beer (Fred Elder),'74 Dodge,145.0,2235.0,engine,1.0,129.0
1975,1,Riverside,14.0,28.0,70,J.D. McDuffie,Glenn's Landscaping (J.D. McDuffie),'72 Chevrolet,142.0,2135.0,running,0.0,121.0
1975,1,Riverside,15.0,18.0,77W,Larry Esau,McDuffie Racing (Lefty Robinson),'72 Chevrolet,135.0,1535.0,running,0.0,118.0
1975,1,Riverside,16.0,11.0,55W,Bill Osborne,Haddick's Towing & Transfer (Bill Osborne),'73 Ford,125.0,1435.0,engine,0.0,115.0
1975,1,Riverside,17.0,15.0,37W,Chuck Wahl,Excel Trailer (Joe Marsik),'74 Chevrolet,125.0,1385.0,engine,0.0,112.0
1975,1,Riverside,18.0,29.0,73W,Bill Schmitt,Colley Construction (Bill Schmitt),'74 Chevrolet,118.0,1335.0,engine,0.0,109.0
1975,1,Riverside,19.0,16.0,2W,Richard White,Termine's Auto Wrecking (Mike White),'72 Chevrolet,117.0,1285.0,engine,0.0,106.0
1975,1,Riverside,20.0,32.0,89W,Don Reynolds,Riley Plastering (Tom Reynolds),'73 Chevrolet,110.0,1230.0,engine,0.0,103.0
1975,1,Riverside,21.0,26.0,68W,Sonny Easley,San-Val Roofing (Jerry Lankford),'72 Ford,97.0,1150.0,engine,2.0,105.0
1975,1,Riverside,22.0,30.0,94W,Ron Esau,Kord's Tires (Phil Kord),'72 Chevrolet,96.0,1125.0,transmission,0.0,97.0
1975,1,Riverside,23.0,13.0,78W,Hugh Pearson,Pearson Apts. (Hugh Pearson),'72 Chevrolet,65.0,1100.0,engine,0.0,94.0
1975,1,Riverside,24.0,4.0,72,Benny Parsons,King's Row Fireplace (L.G. DeWitt),'75 Chevrolet,44.0,3575.0,oil pump,0.0,91.0
1975,1,Riverside,25.0,12.0,33W,Glenn Francis,Yellow Pages Lounge (Trent Francis),'74 Chevrolet,44.0,1025.0,rear end,0.0,88.0
1975,1,Riverside,26.0,34.0,1W,Pete Torres,Fuentes Enterprises (Frank Coletto),'73 Ford,40.0,975.0,engine,0.0,85.0
1975,1,Riverside,27.0,5.0,03W,Chuck Bown,Rose Auto Wrecking (Dick Bown),'74 Dodge,36.0,925.0,transmission,0.0,82.0
1975,1,Riverside,28.0,19.0,31W,Chuck Little,United Advertising (Chuck Little),'72 Ford,35.0,875.0,engine,0.0,79.0
1975,1,Riverside,29.0,31.0,20,G.T. Tallas,U.S. Borax (G.T. Tallas),'72 Ford,28.0,825.0,oil leak,0.0,76.0
1975,1,Riverside,30.0,7.0,26W,Dick Bown,Marquardt Racing (Gene Marquardt),'75 Chevrolet,17.0,775.0,engine,0.0,73.0
1975,1,Riverside,31.0,23.0,30,Walter Ballard,Ballard Racing (Walter Ballard),'74 Chevrolet,15.0,1220.0,engine,0.0,70.0
1975,1,Riverside,32.0,8.0,97W,Harry Jefferson,Jefferson Racing (George Jefferson),'72 Ford,14.0,670.0,engine,0.0,67.0
1975,1,Riverside,33.0,9.0,38W,Jimmy Insolo,Martin's Union 76 (Roger Paquette),'74 Chevrolet,13.0,620.0,oil pump,0.0,64.0
1975,1,Riverside,34.0,20.0,56,Carl Adams,Marck Motors (Richard Mummert),'73 Ford,5.0,570.0,oil leak,0.0,61.0
1975,1,Riverside,35.0,14.0,7W,Ivan Baldwin,Noble Auto Parts (Ernie Conn),'74 Dodge,4.0,520.0,engine,0.0,58.0
1975,2,Daytona,1.0,32.0,72.0,Benny Parsons,King's Row Fireplace (L.G. DeWitt),'75 Chevrolet,200.0,43905.0,running,4.0,180.0
1975,2,Daytona,2.0,3.0,16.0,Bobby Allison,Coca-Cola / AMC (Roger Penske),'75 Matador,199.0,26700.0,running,0.0,170.0
1975,2,Daytona,3.0,6.0,11.0,Cale Yarborough,Valvoline (Junior Johnson),'75 Chevrolet,198.0,21850.0,running,6.0,170.0
1975,2,Daytona,4.0,2.0,21.0,David Pearson,Purolator (Wood Brothers),'73 Mercury,198.0,18150.0,running,74.0,170.0
1975,2,Daytona,5.0,31.0,83.0,Ramo Stott,Smithville Farms (Norris Reed),'75 Chevrolet,197.0,11650.0,running,0.0,155.0
1975,2,Daytona,6.0,8.0,71.0,Dave Marcis,K & K Insurance (Nord Krauskopf),'74 Dodge,197.0,13650.0,running,0.0,150.0
1975,2,Daytona,7.0,4.0,43.0,Richard Petty,STP (Petty Enterprises),'74 Dodge,192.0,13700.0,running,51.0,151.0
1975,2,Daytona,8.0,10.0,98.0,Richie Panch,Daytona Budweiser (Bettie Panch),'75 Chevrolet,191.0,8950.0,running,0.0,142.0
1975,2,Daytona,9.0,37.0,49.0,G.C. Spencer,Spencer Racing (G.C. Spencer),'74 Dodge,191.0,7150.0,running,0.0,138.0
1975,2,Daytona,10.0,17.0,48.0,James Hylton,Nitro 9 (James Hylton),'74 Chevrolet,189.0,7485.0,running,0.0,134.0
1975,2,Daytona,11.0,9.0,28.0,A.J. Foyt,Gilmore Racing (Hoss Ellington),'75 Chevrolet,188.0,6700.0,engine,18.0,135.0
1975,2,Daytona,12.0,39.0,37.0,Bruce Jacobi,Opal's Truck Stop (Opal Voight),'75 Chevrolet,185.0,4935.0,running,0.0,127.0
1975,2,Daytona,13.0,30.0,97.0,Bob Burcham,Long-Lewis (Ed Clark),'73 Ford,184.0,4320.0,axle,0.0,124.0
1975,2,Daytona,14.0,26.0,79.0,Ed Negre,Brook-Massey (Frank Warren),'74 Dodge,184.0,4390.0,running,0.0,121.0
1975,2,Daytona,15.0,15.0,24.0,Cecil Gordon,Bob Stott Motors (Cecil Gordon),'75 Chevrolet,183.0,4195.0,engine,0.0,118.0
1975,2,Daytona,16.0,16.0,82.0,Ferrel Harris,Cougar Coal (Ferrel Harris),'74 Dodge,176.0,2800.0,running,0.0,115.0
1975,2,Daytona,17.0,35.0,14.0,Coo Coo Marlin,Cunningham-Kelley (H.B. Cunningham),'75 Chevrolet,162.0,3105.0,engine,0.0,112.0
