Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1978,1,Riverside,1.0,4.0,11.0,Cale Yarborough,1st National City Travelers Checks (Junior Johnson),Oldsmobile,119.0,20850.0,running,58.0,185.0
1978,1,Riverside,2.0,3.0,72.0,Benny Parsons,1st National City Travelers Checks (L.G. DeWitt),Chevrolet,119.0,14800.0,running,18.0,175.0
1978,1,Riverside,3.0,1.0,21.0,David Pearson,Purolator (Wood Brothers),Mercury,119.0,9850.0,running,41.0,170.0
1978,1,Riverside,4.0,16.0,5.0,Neil Bonnett,Jim Stacy,Dodge,119.0,8800.0,running,0.0,160.0
1978,1,Riverside,5.0,7.0,2.0,Dave Marcis,Shoney's (Rod Osterlund),Chevrolet,118.0,4050.0,running,0.0,155.0
1978,1,Riverside,6.0,29.0,95.0,Hershel McGriff,George Jefferson,Ford,118.0,2850.0,running,0.0,0.0
1978,1,Riverside,7.0,11.0,1.0,Jimmy Insolo,Lake's Drywall (Gerald Craker),Chevrolet,118.0,4400.0,running,2.0,151.0
1978,1,Riverside,8.0,9.0,48.0,Al Holbert,Southland Cork & Rubber (James Hylton),Chevrolet,117.0,4250.0,running,0.0,142.0
1978,1,Riverside,9.0,20.0,29.0,Roy Smith,Mercury Marine (Dick Midgley),Chevrolet,115.0,2300.0,running,0.0,138.0
1978,1,Riverside,10.0,19.0,40.0,D.K. Ulrich,Pacific Coast (D.K. Ulrich),Chevrolet,115.0,3880.0,running,0.0,134.0
1978,1,Riverside,11.0,27.0,67.0,Buddy Arrington,Buddy Arrington,Ford,114.0,3470.0,running,0.0,130.0
1978,1,Riverside,12.0,34.0,8.0,Rick McCray,Rick McCray,Dodge,113.0,1800.0,running,0.0,127.0
1978,1,Riverside,13.0,15.0,79.0,Frank Warren,Native Tan (Frank Warren),Dodge,112.0,3160.0,running,0.0,124.0
1978,1,Riverside,14.0,10.0,93.0,Norm Palmer,American Racing Equipment (Norm Palmer),Dodge,111.0,1600.0,engine,0.0,121.0
1978,1,Riverside,15.0,25.0,64.0,Dick Brooks,Sunny King Ford & Honda (Elmo Langley),Ford,111.0,2840.0,running,0.0,118.0
1978,1,Riverside,16.0,5.0,43.0,Richard Petty,STP (Petty Enterprises),Dodge,104.0,5100.0,rear end,0.0,115.0
1978,1,Riverside,17.0,22.0,51.0,Jim Thirkettle,Timec / Speedway Enginerring (Jim Thirkettle),Buick,104.0,1350.0,running,0.0,112.0
1978,1,Riverside,18.0,31.0,30.0,Tighe Scott,Scotty's Fashions (Walter Ballard),Chevrolet,103.0,2530.0,running,0.0,109.0
1978,1,Riverside,19.0,23.0,41.0,Ernie Stierly,Allied Plating (Ernie Stierly),Chevrolet,99.0,1870.0,running,0.0,106.0
1978,1,Riverside,20.0,18.0,3.0,Richard Childress,Kansas Jack (Richard Childress),Chevrolet,90.0,2205.0,running,0.0,103.0
1978,1,Riverside,21.0,12.0,92.0,Skip Manning,Stratagraph (Billy Hagan),Chevrolet,85.0,1980.0,running,0.0,100.0
1978,1,Riverside,22.0,35.0,53.0,Jack Simpson,Don's Automotive (Chester Papienski),Chevrolet,74.0,1105.0,running,0.0,97.0
1978,1,Riverside,23.0,2.0,88.0,Darrell Waltrip,Gatorade (DiGard Racing),Chevrolet,70.0,4780.0,transmission,0.0,94.0
1978,1,Riverside,24.0,24.0,12.0,Richard White,Lindsay Auto Parts (Mike White),Chevrolet,70.0,1195.0,running,0.0,91.0
1978,1,Riverside,25.0,30.0,24.0,Cecil Gordon,Transmissions Unlimited (Cecil Gordon),Chevrolet,52.0,1635.0,clutch,0.0,88.0
1978,1,Riverside,26.0,32.0,58.0,Rocky Moran,Daisy Shoppe (Rocky Moran),Chevrolet,51.0,955.0,engine,0.0,85.0
