Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1979,1,Riverside,1.0,4.0,88.0,Darrell Waltrip,Gatorade (DiGard Racing),Chevrolet,119.0,21150.0,running,87.0,185.0
1979,1,Riverside,2.0,1.0,21.0,David Pearson,Purolator (Wood Brothers),Mercury,119.0,14200.0,running,9.0,175.0
1979,1,Riverside,3.0,2.0,11.0,Cale Yarborough,Busch (Junior Johnson),Oldsmobile,119.0,12675.0,running,3.0,170.0
1979,1,Riverside,4.0,8.0,73.0,Bill Schmitt,Old Milwaukee (Bill Schmitt),Oldsmobile,118.0,8000.0,running,0.0,160.0
1979,1,Riverside,5.0,17.0,1.0,Donnie Allison,Hawaiian Tropic (Hoss Ellington),Chevrolet,118.0,7550.0,running,0.0,155.0
1979,1,Riverside,6.0,15.0,72.0,Joe Millikan,L.G. DeWitt,Chevrolet,118.0,7050.0,running,0.0,150.0
1979,1,Riverside,7.0,11.0,28.0,Buddy Baker,W.I.N. (Harry Ranier),Chevrolet,118.0,6350.0,running,0.0,146.0
1979,1,Riverside,8.0,14.0,51.0,Jim Thirkettle,Allied Box & Crate (Jim Thirkettle),Buick,117.0,2450.0,running,0.0,142.0
1979,1,Riverside,9.0,26.0,74.0,Tim Williamson,Cal-Four (Tim Williamson),Chevrolet,116.0,2300.0,running,0.0,138.0
1979,1,Riverside,10.0,21.0,12.0,Harry Gant,Black Diamond Coal (Kennie Childers),Chevrolet,116.0,2350.0,running,0.0,134.0
1979,1,Riverside,11.0,16.0,48.0,James Hylton,Palatine Automotive Parts (James Hylton),Chevrolet,114.0,4200.0,running,0.0,130.0
1979,1,Riverside,12.0,24.0,25.0,Ronnie Thomas,1st National City Travelers Checks (Don Robertson),Chevrolet,114.0,4780.0,running,0.0,127.0
1979,1,Riverside,13.0,34.0,19.0,Vince Giamformaggio,Belden Asphalt (Henley Gray),Chevrolet,113.0,3470.0,running,0.0,124.0
1979,1,Riverside,14.0,12.0,40.0,D.K. Ulrich,Midwestern Farm Lines (D.K. Ulrich),Buick,113.0,3310.0,running,0.0,121.0
1979,1,Riverside,15.0,23.0,3.0,Richard Childress,CRC Chemicals (Richard Childress),Oldsmobile,112.0,3060.0,running,0.0,118.0
1979,1,Riverside,16.0,7.0,1.0,Jimmy Insolo,Lake's Drywall (Gerald Craker),Oldsmobile,111.0,3380.0,oil pump,0.0,115.0
