Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2003,1,Daytona,1.0,4.0,15.0,Michael Waltrip,"NAPA (Dale Earnhardt, Inc.)",Chevrolet,109.0,1400406.0,running,68.0,185.0
2003,1,Daytona,2.0,36.0,97.0,Kurt Busch,Rubbermaid / Sharpie (Jack Roush),Ford,109.0,1027101.0,running,0.0,170.0
2003,1,Daytona,3.0,10.0,48.0,Jimmie Johnson,Lowe's (Rick Hendrick),Chevrolet,109.0,717526.0,running,8.0,170.0
2003,1,Daytona,4.0,31.0,29.0,Kevin Harvick,GM Goodwrench (Richard Childress),Chevrolet,109.0,569630.0,running,0.0,160.0
2003,1,Daytona,5.0,26.0,6.0,Mark Martin,Pfizer / Viagra (Jack Roush),Ford,109.0,444609.0,running,0.0,155.0
2003,1,Daytona,6.0,3.0,31.0,Robby Gordon,Cingular Wireless (Richard Childress),Chevrolet,109.0,363676.0,running,0.0,150.0
2003,1,Daytona,7.0,8.0,20.0,Tony Stewart,Home Depot (Joe Gibbs),Chevrolet,109.0,315454.0,running,6.0,151.0
2003,1,Daytona,8.0,20.0,19.0,Jeremy Mayfield,Dodge Power Days (Ray Evernham),Dodge,109.0,245026.0,running,0.0,142.0
2003,1,Daytona,9.0,18.0,9.0,Mike Wallace,Miccosukee Resort & Casino (James Finch),Dodge,109.0,220051.0,running,0.0,138.0
2003,1,Daytona,10.0,11.0,88.0,Dale Jarrett,"UPS ""What Can Brown Do For You?"" (Yates Racing)",Ford,109.0,245320.0,running,0.0,134.0
2003,1,Daytona,11.0,9.0,99.0,Jeff Burton,Citgo (Jack Roush),Ford,109.0,235187.0,running,0.0,130.0
2003,1,Daytona,12.0,13.0,24.0,Jeff Gordon,DuPont (Rick Hendrick),Chevrolet,109.0,238648.0,running,0.0,127.0
2003,1,Daytona,13.0,30.0,45.0,Kyle Petty,Georgia-Pacific (Petty Enterprises),Dodge,109.0,198176.0,running,0.0,124.0
2003,1,Daytona,14.0,24.0,0.0,Jack Sprague,NetZero (Gene Haas),Pontiac,109.0,184901.0,running,0.0,121.0
2003,1,Daytona,15.0,5.0,21.0,Ricky Rudd,Motorcraft (Wood Brothers),Ford,109.0,220595.0,running,0.0,118.0
2003,1,Daytona,16.0,21.0,23.0,Kenny Wallace,Stacker 2 (Bill Davis),Dodge,109.0,184420.0,running,0.0,115.0
2003,1,Daytona,17.0,7.0,40.0,Sterling Marlin,Coors Light (Chip Ganassi),Dodge,109.0,227662.0,running,0.0,112.0
2003,1,Daytona,18.0,6.0,54.0,Todd Bodine,National Guard (Travis Carter),Ford,109.0,195051.0,running,1.0,114.0
2003,1,Daytona,19.0,40.0,10.0,"Johnny Benson, Jr.",Valvoline (James Rocco),Pontiac,109.0,208620.0,running,0.0,106.0
2003,1,Daytona,20.0,35.0,17.0,Matt Kenseth,DeWalt Power Tools (Jack Roush),Ford,109.0,200345.0,running,2.0,108.0
2003,1,Daytona,21.0,27.0,16.0,Greg Biffle,Grainger (Jack Roush),Ford,109.0,177495.0,running,0.0,100.0
2003,1,Daytona,22.0,15.0,25.0,Joe Nemechek,UAW-Delphi (Rick Hendrick),Chevrolet,109.0,180595.0,running,0.0,97.0
2003,1,Daytona,23.0,16.0,38.0,Elliott Sadler,M&M's (Yates Racing),Ford,109.0,189651.0,running,0.0,94.0
2003,1,Daytona,24.0,39.0,77.0,Dave Blaney,Jasper Engines & Transmissions (Doug Bawel),Ford,109.0,200676.0,running,0.0,91.0
2003,1,Daytona,25.0,38.0,2.0,Rusty Wallace,Miller Lite (Roger Penske),Dodge,109.0,190275.0,running,0.0,88.0
2003,1,Daytona,26.0,25.0,32.0,Ricky Craven,Tide (Cal Wells),Pontiac,109.0,185870.0,running,1.0,90.0
2003,1,Daytona,27.0,29.0,41.0,Casey Mears,Target (Chip Ganassi),Dodge,109.0,194920.0,running,1.0,87.0
2003,1,Daytona,28.0,42.0,1.0,Jerry Nadeau,U.S. Army (Nelson Bowers),Pontiac,109.0,184915.0,running,0.0,79.0
2003,1,Daytona,29.0,32.0,1.0,Steve Park,"Pennzoil (Dale Earnhardt, Inc.)",Chevrolet,109.0,196645.0,running,0.0,76.0
2003,1,Daytona,30.0,41.0,5.0,Terry Labonte,Kellogg's / got milk? (Rick Hendrick),Chevrolet,109.0,203353.0,running,0.0,73.0
2003,1,Daytona,31.0,19.0,42.0,Jamie McMurray,Havoline (Chip Ganassi),Dodge,109.0,171195.0,running,0.0,70.0
2003,1,Daytona,32.0,14.0,9.0,Bill Elliott,Dodge Power Days (Ray Evernham),Dodge,109.0,208707.0,running,0.0,67.0
2003,1,Daytona,33.0,33.0,74.0,Tony Raines,Staff America (Bill Baumgardner),Chevrolet,109.0,171851.0,running,0.0,64.0
2003,1,Daytona,34.0,12.0,43.0,John Andretti,Cheerios / Betty Crocker (Petty Enterprises),Dodge,108.0,207814.0,running,0.0,61.0
2003,1,Daytona,35.0,34.0,33.0,Christian Fittipaldi,Monaco Coaches (Andy Petree),Chevrolet,108.0,177856.0,running,0.0,58.0
2003,1,Daytona,36.0,2.0,8.0,"Dale Earnhardt, Jr.","Budweiser (Dale Earnhardt, Inc.)",Chevrolet,108.0,220626.0,running,22.0,60.0
2003,1,Daytona,37.0,43.0,4.0,Mike Skinner,Kodak (Larry McClure),Pontiac,108.0,167870.0,running,0.0,52.0
2003,1,Daytona,38.0,17.0,22.0,Ward Burton,Caterpillar (Bill Davis),Dodge,105.0,210695.0,crash,0.0,49.0
2003,1,Daytona,39.0,1.0,30.0,Jeff Green,AOL Broadband (Richard Childress),Chevrolet,94.0,202720.0,crash,0.0,46.0
2003,1,Daytona,40.0,23.0,7.0,Jimmy Spencer,Sirius Satellite Radio (Jim Smith),Dodge,94.0,166620.0,crash,0.0,43.0
2003,1,Daytona,41.0,22.0,18.0,Bobby Labonte,Interstate Batteries (Joe Gibbs),Chevrolet,81.0,202829.0,running,0.0,40.0
2003,1,Daytona,42.0,28.0,49.0,Ken Schrader,1-800-Call-ATT (Beth Ann Morgenthau),Dodge,57.0,166476.0,crash,0.0,37.0
2003,1,Daytona,43.0,37.0,12.0,Ryan Newman,Alltel (Roger Penske),Dodge,56.0,173788.0,crash,0.0,34.0
2003,2,Rockingham,1.0,9.0,88.0,Dale Jarrett,UPS (Yates Racing),Ford,393.0,167050.0,running,9.0,180.0
