Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
1993,1,Daytona,1.0,2.0,18.0,Dale Jarrett,Interstate Batteries (Joe Gibbs),Chevrolet,200.0,238200.0,running,8.0,180.0
1993,1,Daytona,2.0,4.0,3.0,Dale Earnhardt,GM Goodwrench (Richard Childress),Chevrolet,200.0,181825.0,running,107.0,180.0
1993,1,Daytona,3.0,6.0,15.0,Geoffrey Bodine,Motorcraft (Bud Moore),Ford,200.0,141450.0,running,1.0,170.0
1993,1,Daytona,4.0,18.0,27.0,Hut Stricklin,McDonald's (Junior Johnson),Ford,200.0,95950.0,running,7.0,165.0
1993,1,Daytona,5.0,3.0,24.0,Jeff Gordon,DuPont Auto Finishes (Rick Hendrick),Chevrolet,200.0,111150.0,running,2.0,160.0
1993,1,Daytona,6.0,23.0,6.0,Mark Martin,Valvoline (Jack Roush),Ford,200.0,74625.0,running,0.0,150.0
1993,1,Daytona,7.0,32.0,21.0,Morgan Shepherd,Citgo (Wood Brothers),Ford,200.0,62350.0,running,0.0,146.0
1993,1,Daytona,8.0,7.0,25.0,Ken Schrader,Kodiak (Rick Hendrick),Chevrolet,200.0,64025.0,running,14.0,147.0
1993,1,Daytona,9.0,14.0,8.0,Sterling Marlin,Raybestos Brakes (Stavola Brothers),Ford,200.0,54225.0,running,1.0,143.0
1993,1,Daytona,10.0,22.0,16.0,"Wally Dallenbach, Jr.",Keystone Beer (Jack Roush),Ford,200.0,49125.0,running,0.0,134.0
1993,1,Daytona,11.0,19.0,14.0,Terry Labonte,Kellogg's (Billy Hagan),Chevrolet,200.0,47750.0,running,0.0,130.0
1993,1,Daytona,12.0,31.0,1.0,Rick Mast,Skoal Classic (Richard Jackson),Ford,200.0,43375.0,running,0.0,127.0
1993,1,Daytona,13.0,30.0,12.0,Jimmy Spencer,Meineke (Bobby Allison),Ford,200.0,42130.0,running,0.0,124.0
1993,1,Daytona,14.0,13.0,83.0,Lake Speed,Purex (Lake Speed),Ford,200.0,36930.0,running,0.0,121.0
1993,1,Daytona,15.0,33.0,55.0,Ted Musgrave,Jasper Engines (Ray DeWitt),Ford,200.0,38975.0,running,0.0,118.0
1993,1,Daytona,16.0,28.0,30.0,Michael Waltrip,Pennzoil (Chuck Rider),Pontiac,200.0,37305.0,running,0.0,115.0
1993,1,Daytona,17.0,20.0,26.0,Brett Bodine,Quaker State (Kenny Bernstein),Ford,200.0,36585.0,running,0.0,112.0
1993,1,Daytona,18.0,26.0,17.0,Darrell Waltrip,Western Auto (Darrell Waltrip),Chevrolet,200.0,40415.0,running,0.0,109.0
1993,1,Daytona,19.0,39.0,89.0,Jim Sauter,Evinrude (Mueller Brothers),Ford,199.0,28645.0,running,0.0,106.0
1993,1,Daytona,20.0,25.0,22.0,Bobby Labonte,Maxwell House (Bill Davis),Ford,199.0,29685.0,running,0.0,103.0
1993,1,Daytona,21.0,37.0,33.0,Harry Gant,Skoal Bandit (Leo Jackson),Chevrolet,199.0,36780.0,running,6.0,105.0
1993,1,Daytona,22.0,16.0,41.0,Phil Parsons,Manheim Auctions (Larry Hedrick),Chevrolet,199.0,30525.0,running,0.0,97.0
1993,1,Daytona,23.0,24.0,40.0,Kenny Wallace,Dirt Devil (Felix Sabates),Pontiac,199.0,27820.0,running,0.0,94.0
1993,1,Daytona,24.0,17.0,9.0,Chad Little,Mayflower Transit (Harry Melling),Ford,198.0,27965.0,running,0.0,91.0
1993,1,Daytona,25.0,29.0,32.0,Jimmy Horton,Active Trucking (Joe Horner),Chevrolet,198.0,26560.0,running,0.0,88.0
1993,1,Daytona,26.0,10.0,7.0,Alan Kulwicki,Hooters (Alan Kulwicki),Ford,197.0,42405.0,running,0.0,85.0
1993,1,Daytona,27.0,27.0,68.0,Bobby Hamilton,Country Time (Mark Smith),Ford,197.0,27775.0,running,0.0,82.0
1993,1,Daytona,28.0,11.0,28.0,Davey Allison,Havoline (Yates Racing),Ford,197.0,37445.0,running,1.0,84.0
1993,1,Daytona,29.0,35.0,66.0,Derrike Cope,Bojangles' (Cale Yarborough),Ford,189.0,29165.0,running,30.0,81.0
1993,1,Daytona,30.0,12.0,5.0,Ricky Rudd,Tide (Rick Hendrick),Chevrolet,177.0,31285.0,running,0.0,73.0
1993,1,Daytona,31.0,1.0,42.0,Kyle Petty,"Mello Yello / ""Thanks Dad"" (Felix Sabates)",Pontiac,170.0,56580.0,crash,19.0,75.0
1993,1,Daytona,32.0,34.0,2.0,Rusty Wallace,Miller Genuine Draft (Roger Penske),Pontiac,168.0,38600.0,crash,0.0,67.0
1993,1,Daytona,33.0,41.0,71.0,Dave Marcis,STG / Wehre (Dave Marcis),Chevrolet,164.0,25470.0,running,0.0,64.0
1993,1,Daytona,34.0,15.0,44.0,Rick Wilson,STP (Petty Enterprises),Pontiac,163.0,26315.0,crash,1.0,66.0
1993,1,Daytona,35.0,9.0,90.0,"Bobby Hillin, Jr.",Heilig-Meyers (Junie Donlavey),Ford,157.0,28960.0,crash,3.0,63.0
1993,1,Daytona,36.0,40.0,46.0,"Al Unser, Jr.",Valvoline (Rick Hendrick),Chevrolet,157.0,23005.0,crash,0.0,55.0
1993,1,Daytona,37.0,8.0,4.0,Ernie Irvan,Kodak Film (Larry McClure),Chevrolet,148.0,40275.0,crash,0.0,52.0
1993,1,Daytona,38.0,36.0,20.0,Joe Ruttman,Fina Lube (Dick Moroso),Ford,128.0,23395.0,engine,0.0,49.0
1993,1,Daytona,39.0,5.0,11.0,Bill Elliott,Budweiser (Junior Johnson),Ford,99.0,52660.0,engine,0.0,46.0
1993,1,Daytona,40.0,38.0,52.0,Jimmy Hensley,NAPA (Jimmy Means),Ford,11.0,21925.0,crash,0.0,43.0
1993,1,Daytona,41.0,21.0,75.0,Dick Trickle,Carolina Pottery (Butch Mock),Ford,2.0,23300.0,engine,0.0,40.0
1993,2,Rockingham,1.0,10.0,2.0,Rusty Wallace,Miller Genuine Draft (Roger Penske),Pontiac,492.0,42735.0,running,203.0,185.0
1993,2,Rockingham,2.0,7.0,3.0,Dale Earnhardt,GM Goodwrench (Richard Childress),Chevrolet,492.0,47585.0,running,133.0,175.0
1993,2,Rockingham,3.0,2.0,4.0,Ernie Irvan,Kodak Film (Larry McClure),Chevrolet,492.0,33785.0,running,80.0,170.0
1993,2,Rockingham,4.0,20.0,7.0,Alan Kulwicki,Hooters (Alan Kulwicki),Ford,492.0,28085.0,running,2.0,165.0
1993,2,Rockingham,5.0,1.0,6.0,Mark Martin,Valvoline (Jack Roush),Ford,492.0,29160.0,running,55.0,160.0
1993,2,Rockingham,6.0,22.0,18.0,Dale Jarrett,Interstate Batteries (Joe Gibbs),Chevrolet,492.0,21885.0,running,0.0,150.0
1993,2,Rockingham,7.0,5.0,55.0,Ted Musgrave,Jasper Engines (Ray DeWitt),Ford,492.0,17635.0,running,4.0,151.0
1993,2,Rockingham,8.0,17.0,41.0,Phil Parsons,Manheim Auctions (Larry Hedrick),Chevrolet,492.0,14135.0,running,0.0,142.0
1993,2,Rockingham,9.0,14.0,15.0,Geoffrey Bodine,Motorcraft (Bud Moore),Ford,491.0,18925.0,running,2.0,143.0
1993,2,Rockingham,10.0,21.0,14.0,Terry Labonte,Kellogg's (Billy Hagan),Chevrolet,491.0,18535.0,running,0.0,134.0
