Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1962,2,Weaverville,9.0,15.0,64.0,Bill Morton,Bill Morton,'60 Chevrolet,192.0,140.0,running,0.0
1962,2,Weaverville,10.0,20.0,36.0,Larry Thomas,Wade Younts,'60 Chevrolet,187.0,130.0,running,0.0
1962,2,Weaverville,11.0,19.0,55.0,Tom Cox,Ray Herlocker,'60 Plymouth,187.0,125.0,running,0.0
1962,2,Weaverville,12.0,16.0,19.0,Herman Beam,Herman Beam,'60 Ford,183.0,110.0,running,0.0
1962,2,Weaverville,13.0,13.0,54.0,Jimmy Pardue,Jimmy Pardue,'59 Chevrolet,183.0,100.0,running,0.0
1962,2,Weaverville,14.0,25.0,62.0,Curtis Crider,Curtis Crider,'61 Mercury,179.0,85.0,running,0.0
1962,2,Weaverville,15.0,27.0,58.0,Bob Cooper,Bob Cooper,'60 Ford,178.0,70.0,running,0.0
1962,2,Weaverville,16.0,22.0,1.0,George Green,Jess Potter,'60 Chevrolet,169.0,60.0,rear end,0.0
1962,2,Weaverville,17.0,21.0,77.0,Joe Jones,Joe Jones,'60 Ford,168.0,50.0,running,0.0
1962,2,Weaverville,18.0,23.0,68.0,Ed Livingston,Curtis Crider,'60 Ford,163.0,50.0,running,0.0
1962,2,Weaverville,19.0,14.0,71.0,Bobby Waddell,Bobby Waddell,'60 Dodge,161.0,50.0,running,0.0
1962,2,Weaverville,20.0,26.0,25.0,Lester Hicks,–,'60 Dodge,158.0,50.0,engine,0.0
1962,2,Weaverville,21.0,18.0,23.0,Doug Yates,Raeford Johnson,'61 Plymouth,152.0,50.0,spindle,0.0
1962,2,Weaverville,22.0,11.0,48.0,G.C. Spencer,G.C. Spencer,'60 Chevrolet,149.0,50.0,running,0.0
1962,2,Weaverville,23.0,17.0,89.0,Mark Hurley,–,'59 Pontiac,145.0,,bearing,0.0
1962,2,Weaverville,24.0,24.0,93.0,Lee Reitzel,Lee Reitzel,'60 Ford,137.0,,axle,0.0
1962,2,Weaverville,25.0,10.0,59.0,Fred Harb,B.G. Holloway,'61 Pontiac,60.0,,brakes,0.0
1962,2,Weaverville,26.0,2.0,27.0,Junior Johnson,Holly Farms (Rex Lovette),'61 Pontiac,35.0,,pan,0.0
1962,2,Weaverville,27.0,7.0,14.0,Joe Lee Johnson,Joe Lee Johnson,'61 Chevrolet,8.0,,t bar,0.0
1962,3,Daytona,1.0,1.0,22.0,Fireball Roberts,Stephens Pontiac (Jim Stephens),'62 Pontiac,40.0,1000.0,running,33
1962,3,Daytona,2.0,2.0,47.0,Jack Smith,Jack Smith,'62 Pontiac,40.0,600.0,running,–
1962,3,Daytona,3.0,4.0,6.0,Cotton Owens,Cotton Owens,'62 Pontiac,40.0,400.0,running,–
1962,3,Daytona,4.0,6.0,0.0,Dan Gurney,LaFayette (Holman-Moody Racing),'62 Ford,40.0,300.0,running,–
1962,3,Daytona,5.0,3.0,27.0,Junior Johnson,Holly Farms (Rex Lovette),'62 Pontiac,40.0,300.0,running,–
1962,3,Daytona,6.0,7.0,66.0,Larry Frank,Ratus Walters,'62 Ford,40.0,250.0,running,–
1962,3,Daytona,7.0,11.0,53.0,Bob Burdick,Roy Burdick,'61 Pontiac,40.0,225.0,running,–
1962,3,Daytona,8.0,9.0,86.0,Buddy Baker,Buck Baker,'62 Chrysler,39.0,175.0,running,–
1962,3,Daytona,9.0,10.0,84.0,Ernie Gahan,Rocky Hinton,'61 Ford,39.0,150.0,running,–
1962,3,Daytona,10.0,22.0,25.0,Jim Bennett,Thurman Wilkes,'61 Ford,39.0,140.0,running,–
1962,3,Daytona,11.0,21.0,75.0,Ralph Earnhardt,Robert Smith,'61 Pontiac,39.0,135.0,running,–
1962,3,Daytona,12.0,17.0,14.0,Charley Griffith,Joe Lee Johnson,'62 Chevrolet,39.0,125.0,running,–
1962,3,Daytona,13.0,15.0,42.0,Bunkie Blackburn,Petty Enterprises,'62 Plymouth,39.0,115.0,running,–
1962,3,Daytona,14.0,13.0,31.0,Jim McGuirk,–,'61 Ford,39.0,100.0,running,–
1962,3,Daytona,15.0,14.0,2.0,Jim Paschal,Cliff Stewart,'62 Pontiac,38.0,85.0,running,–
1962,3,Daytona,16.0,20.0,36.0,Larry Thomas,Wade Younts,'62 Dodge,38.0,75.0,running,–
1962,3,Daytona,17.0,8.0,32.0,Bill Wimble,Dave McCredy,'62 Pontiac,38.0,75.0,running,–
1962,3,Daytona,18.0,24.0,95.0,Jim Cushman,Russell Trucking Co. (Jack Russell),'61 Plymouth,37.0,75.0,running,–
1962,3,Daytona,19.0,18.0,88.0,Sal Tovella,Tom Hawkins,'61 Ford,36.0,50.0,running,–
1962,3,Daytona,20.0,16.0,58.0,John Rogers,John Rogers,'61 Pontiac,35.0,50.0,fan belt,–
1962,3,Daytona,21.0,23.0,38.0,G.C. Spencer,Matt DeMatthews,'61 Ford,35.0,50.0,fuel,–
1962,3,Daytona,22.0,25.0,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,22.0,50.0,running,–
1962,3,Daytona,23.0,19.0,1.0,Harlan Richardson,Luther Costales,'62 Ford,17.0,50.0,oil pressure,–
1962,3,Daytona,24.0,5.0,28.0,Fred Lorenzen,LaFayette (Holman-Moody Racing),'62 Ford,8.0,50.0,engine,–
1962,3,Daytona,25.0,12.0,92.0,Gerald Duke,Don Harrison,'62 Ford,5.0,,running,–
1962,4,Daytona,1.0,3.0,8.0,Joe Weatherly,Gillman Pontiac (Bud Moore),'62 Pontiac,40.0,1000.0,running,29.0
1962,4,Daytona,2.0,5.0,29.0,Nelson Stacy,Ron's Ford Sales (Holman-Moody Racing),'62 Ford,40.0,600.0,running,0.0
1962,4,Daytona,3.0,7.0,4.0,Rex White,Louis Clements (Rex White),'62 Chevrolet,40.0,400.0,running,0.0
1962,4,Daytona,4.0,12.0,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,39.0,300.0,running,0.0
1962,4,Daytona,5.0,11.0,7.0,Johnny Allen,B.G. Holloway,'62 Chevrolet,39.0,300.0,running,0.0
1962,4,Daytona,6.0,16.0,37.0,Wally Dallenbach,Don House,'61 Ford,39.0,250.0,running,0.0
1962,4,Daytona,7.0,15.0,5.0,Woodie Wilson,Leroy Faucett,'61 Pontiac,39.0,225.0,running,0.0
1962,4,Daytona,8.0,13.0,44.0,Bob Welborn,Julian Petty,'62 Pontiac,38.0,175.0,tire,0.0
1962,4,Daytona,9.0,20.0,63.0,George Alsobrook,Ratus Walters,'61 Ford,38.0,150.0,running,0.0
1962,4,Daytona,10.0,18.0,52.0,Cale Yarborough,Julian Buesink,'61 Ford,38.0,140.0,running,0.0
1962,4,Daytona,11.0,24.0,23.0,Red Farmer,Frank Rhoads,'61 Ford,38.0,135.0,running,0.0
1962,4,Daytona,12.0,21.0,68.0,Ed Livingston,Livingston's Auto Parts (Ed Livingston),'61 Ford,38.0,125.0,running,0.0
1962,4,Daytona,13.0,23.0,62.0,Curtis Crider,Curtis Crider,'61 Mercury,37.0,115.0,running,0.0
1962,4,Daytona,14.0,22.0,19.0,Herman Beam,Herman Beam,'62 Ford,35.0,100.0,running,0.0
1962,4,Daytona,15.0,2.0,94.0,Banjo Matthews,Banjo Matthews,'62 Pontiac,30.0,85.0,fuel pump,11.0
1962,4,Daytona,16.0,9.0,11.0,Ned Jarrett,B.G. Holloway,'62 Chevrolet,22.0,75.0,rocker arm,0.0
1962,4,Daytona,17.0,14.0,87.0,Buck Baker,Buck Baker,'62 Chrysler,12.0,75.0,timing,0.0
1962,4,Daytona,18.0,25.0,98.0,Paul Burrow,Ronald Hawk,'62 Ford,8.0,75.0,u joint,0.0
1962,4,Daytona,19.0,17.0,77.0,Elmo Langley,Ratus Walters,'61 Ford,5.0,50.0,engine,0.0
1962,4,Daytona,20.0,10.0,90.0,Marvin Panch,Osiecki's Dodge (Bob Osiecki),'62 Dodge,4.0,50.0,crash,0.0
1962,4,Daytona,21.0,4.0,72.0,Bobby Johns,Shorty Johns,'62 Pontiac,4.0,50.0,crash,0.0
1962,4,Daytona,22.0,1.0,39.0,Darel Dieringer,Ray Fox,'61 Pontiac,3.0,50.0,crash,0.0
1962,4,Daytona,23.0,6.0,15.0,Speedy Thompson,Holman-Moody Racing,'62 Ford,3.0,50.0,crash,0.0
1962,4,Daytona,24.0,19.0,9.0,Art Brady,Wildcat Williams,'62 Ford,3.0,50.0,crash,0.0
1962,4,Daytona,25.0,8.0,85.0,Tommy Irwin,Monroe Shook,'62 Chevrolet,1.0,,crash,0.0
1962,5,Daytona,1.0,1.0,22.0,Fireball Roberts,Stephens Pontiac (Jim Stephens),'62 Pontiac,200.0,24190.0,running,144.0
1962,5,Daytona,2.0,10.0,43.0,Richard Petty,Patterson Motors (Petty Enterprises),'62 Plymouth,200.0,10250.0,running,32.0
1962,5,Daytona,3.0,4.0,8.0,Joe Weatherly,Gillman Pontiac (Bud Moore),'62 Pontiac,199.0,7100.0,running,1.0
1962,5,Daytona,4.0,3.0,47.0,Jack Smith,Jack Smith's Garage / Miller Pontiac (Jack Smith),'62 Pontiac,199.0,4025.0,running,0.0
1962,5,Daytona,5.0,34.0,28.0,Fred Lorenzen,LaFayette (Holman-Moody Racing),'62 Ford,199.0,2975.0,running,0.0
1962,5,Daytona,6.0,2.0,39.0,David Pearson,Cottrell's IGA Foodliner & Bakery (Ray Fox),'62 Pontiac,198.0,2075.0,running,0.0
1962,5,Daytona,7.0,8.0,4.0,Rex White,Louis Clements (Rex White),'62 Chevrolet,197.0,1550.0,running,0.0
1962,5,Daytona,8.0,35.0,94.0,Banjo Matthews,Salta Pontiac / Warrior Motel (Banjo Matthews),'62 Pontiac,197.0,1050.0,running,0.0
1962,5,Daytona,9.0,38.0,11.0,Ned Jarrett,Jim Rathmann (B.G. Holloway),'62 Chevrolet,196.0,850.0,running,0.0
1962,5,Daytona,10.0,17.0,44.0,Bob Welborn,Frizzel Pontiac (Julian Petty),'62 Pontiac,194.0,750.0,running,0.0
1962,5,Daytona,11.0,36.0,32.0,Bill Wimble,McCredy Motors (Dave McCredy),'61 Pontiac,193.0,600.0,running,0.0
1962,5,Daytona,12.0,16.0,84.0,Ernie Gahan,Tewksbury Speed Shop (Rocky Hinton),'61 Ford,192.0,500.0,running,0.0
1962,5,Daytona,13.0,24.0,42.0,Bunkie Blackburn,Petty Enterprises,'62 Plymouth,192.0,500.0,running,0.0
1962,5,Daytona,14.0,28.0,2.0,Jim Paschal,Spectrum Furniture / Neill Pontiac (Cliff Stewart),'61 Pontiac,186.0,475.0,running,0.0
1962,5,Daytona,15.0,42.0,95.0,Jim Cushman,Russell Trucking Co. (Jack Russell),'61 Plymouth,186.0,475.0,running,0.0
1962,5,Daytona,16.0,12.0,7.0,Johnny Allen,B.G. Holloway,'62 Chevrolet,183.0,450.0,running,0.0
1962,5,Daytona,17.0,33.0,15.0,Speedy Thompson,Jones Motor Co. (Holman-Moody Racing),'62 Ford,182.0,450.0,engine,0.0
1962,5,Daytona,18.0,45.0,1.0,Billy Wade,Luther Costales,'62 Ford,182.0,425.0,running,0.0
1962,5,Daytona,19.0,46.0,98.0,Paul Burrow,Ronald Hawk,'62 Ford,181.0,425.0,running,0.0
1962,5,Daytona,20.0,47.0,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,180.0,425.0,running,0.0
1962,5,Daytona,21.0,43.0,9.0,Art Brady,Wildcat Williams Auto Parts (Wildcat Williams),'62 Ford,176.0,400.0,running,0.0
1962,5,Daytona,22.0,29.0,19.0,Herman Beam,Herman Beam,'62 Ford,175.0,400.0,running,0.0
1962,5,Daytona,23.0,27.0,62.0,Curtis Crider,Mims Amusement Co. (Curtis Crider),'61 Mercury,173.0,400.0,running,0.0
1962,5,Daytona,24.0,26.0,31.0,Jim McGuirk,–,'61 Ford,157.0,400.0,engine,0.0
1962,5,Daytona,25.0,44.0,92.0,Gerald Duke,Universal Ford (Don Harrison),'62 Ford,150.0,400.0,engine,0.0
1962,5,Daytona,26.0,19.0,63.0,George Alsobrook,Puckett's Body Works (Ratus Walters),'61 Ford,144.0,400.0,running,0.0
1962,5,Daytona,27.0,7.0,0.0,Dan Gurney,LaFayette Ford (Holman-Moody Racing),'62 Ford,134.0,400.0,engine,0.0
1962,5,Daytona,28.0,31.0,87.0,Buck Baker,Patterson Motors (Buck Baker),'62 Chrysler,89.0,400.0,crash,0.0
1962,5,Daytona,29.0,15.0,86.0,Buddy Baker,Buck Baker,'62 Chrysler,83.0,400.0,overheating,0.0
1962,5,Daytona,30.0,30.0,72.0,Bobby Johns,Vince Whibbs Pontiac Co. (Shorty Johns),'62 Pontiac,81.0,400.0,transmission,0.0
1962,5,Daytona,31.0,40.0,36.0,Larry Thomas,Thomas Dodge (Wade Younts),'62 Dodge,76.0,400.0,distributor,0.0
1962,5,Daytona,32.0,25.0,68.0,Ed Livingston,Livingston's Auto Parts (Ed Livingston),'61 Ford,75.0,400.0,oil pressure,0.0
1962,5,Daytona,33.0,5.0,6.0,Cotton Owens,Hines Pontiac (Cotton Owens),'62 Pontiac,73.0,400.0,clutch,1.0
1962,5,Daytona,34.0,9.0,27.0,Junior Johnson,Holly Farms (Rex Lovette),'62 Pontiac,72.0,400.0,engine,22.0
1962,5,Daytona,35.0,13.0,53.0,Bob Burdick,Royal Beach (Roy Burdick),'62 Pontiac,55.0,400.0,crankshaft,0.0
1962,5,Daytona,36.0,20.0,75.0,Ralph Earnhardt,Smith's Service Station (Robert Smith),'61 Pontiac,54.0,400.0,engine,0.0
1962,5,Daytona,37.0,14.0,37.0,Wally Dallenbach,Don House,'61 Ford,53.0,400.0,engine,0.0
1962,5,Daytona,38.0,22.0,14.0,Charley Griffith,Adcox-Kirby (Joe Lee Johnson),'62 Chevrolet,53.0,400.0,rocker arm,0.0
1962,5,Daytona,39.0,41.0,88.0,Sal Tovella,Sal's Auto Sales (Tom Hawkins),'61 Ford,41.0,400.0,head gasket,0.0
1962,5,Daytona,40.0,23.0,23.0,Red Farmer,23 Auto Parts (Frank Rhoads),'61 Ford,34.0,400.0,spindle,0.0
1962,5,Daytona,41.0,18.0,25.0,Jim Bennett,Thurman Wilkes,'61 Ford,31.0,400.0,head gasket,0.0
1962,5,Daytona,42.0,32.0,85.0,Tommy Irwin,Shook's Transfer (Monroe Shook),'62 Chevrolet,26.0,400.0,piston,0.0
1962,5,Daytona,43.0,6.0,29.0,Nelson Stacy,Ron's Ford Sales (Holman-Moody Racing),'62 Ford,25.0,400.0,engine,0.0
1962,5,Daytona,44.0,37.0,90.0,Marvin Panch,Osiecki's Dodge (Bob Osiecki),'62 Dodge,19.0,400.0,rear end,0.0
1962,5,Daytona,45.0,48.0,38.0,G.C. Spencer,Matt DeMatthews,'61 Ford,15.0,400.0,clutch,0.0
1962,5,Daytona,46.0,11.0,66.0,Larry Frank,Cafe Burgundy (Ratus Walters),'62 Ford,14.0,400.0,engine,0.0
1962,5,Daytona,47.0,39.0,77.0,Elmo Langley,Cafe Burgundy (Ratus Walters),'61 Ford,4.0,400.0,engine,0.0
1962,5,Daytona,48.0,21.0,52.0,Cale Yarborough,Air Lift (Julian Buesink),'61 Ford,4.0,400.0,electrical,0.0
1962,6,Concord,1.0,1,8.0,Joe Weatherly,Bud Moore,'61 Pontiac,78.0,500.0,running,78.0
1962,6,Concord,2.0,–,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,78.0,300.0,running,0.0
1962,6,Concord,3.0,–,75.0,Ralph Earnhardt,Robert Smith,'61 Pontiac,77.0,200.0,running,0.0
1962,6,Concord,4.0,–,47.0,Jack Smith,Jack Smith,'61 Pontiac,77.0,150.0,running,0.0
1962,6,Concord,5.0,–,87.0,Buddy Baker,Buck Baker,'61 Chrysler,77.0,138.0,running,0.0
1962,6,Concord,6.0,–,2.0,Jim Paschal,Cliff Stewart,'62 Pontiac,76.0,120.0,running,0.0
1962,6,Concord,7.0,–,48.0,G.C. Spencer,G.C. Spencer,'61 Chevrolet,76.0,100.0,running,0.0
1962,6,Concord,8.0,–,34.0,Wendell Scott,Wendell Scott,'61 Chevrolet,75.0,88.0,running,0.0
1962,6,Concord,9.0,–,85.0,Tommy Irwin,Monroe Shook,'61 Chevrolet,72.0,75.0,running,0.0
1962,6,Concord,10.0,–,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,72.0,70.0,running,0.0
1962,6,Concord,11.0,–,62.0,Curtis Crider,Curtis Crider,'61 Mercury,71.0,65.0,running,0.0
1962,6,Concord,12.0,–,19.0,Herman Beam,Herman Beam,'60 Ford,71.0,60.0,running,0.0
1962,6,Concord,13.0,–,6.0,Cotton Owens,Cotton Owens,'62 Pontiac,69.0,55.0,engine,0.0
1962,6,Concord,14.0,–,148.0,Bill McDonald,–,'61 Chevrolet,69.0,50.0,running,0.0
1962,6,Concord,15.0,–,4.0,Rex White,Louis Clements (Rex White),'61 Chevrolet,51.0,43.0,crash,0.0
1962,6,Concord,16.0,–,28.0,Fred Lorenzen,LaFayette (Holman-Moody Racing),'62 Ford,51.0,38.0,crash,0.0
1962,6,Concord,17.0,–,18.0,Stick Elliott,Toy Bolton,'60 Ford,48.0,33.0,crash,0.0
1962,6,Concord,18.0,–,93.0,Lee Reitzel,Lee Reitzel,'60 Ford,38.0,30.0,radiator,0.0
1962,6,Concord,19.0,–,51.0,Bob Cooper,Bob Cooper,'60 Ford,31.0,25.0,engine,0.0
1962,6,Concord,20.0,–,1.0,Ned Jarrett,B.G. Holloway,'60 Chevrolet,17.0,25.0,engine,0.0
1962,7,Weaverville,1.0,3.0,8.0,Joe Weatherly,Bud Moore,'61 Pontiac,200.0,1000.0,running,57.0
1962,7,Weaverville,2.0,5.0,2.0,Jim Paschal,Cliff Stewart,'62 Pontiac,197.0,600.0,running,0.0
1962,7,Weaverville,3.0,12.0,87.0,Buddy Baker,Buck Baker,'61 Chrysler,197.0,400.0,running,0.0
1962,7,Weaverville,4.0,15.0,41.0,Maurice Petty,Petty Enterprises,'62 Plymouth,192.0,300.0,running,0.0
1962,7,Weaverville,5.0,4.0,47.0,Jack Smith,Jack Smith,'61 Pontiac,191.0,275.0,running,0.0
1962,7,Weaverville,6.0,14.0,75.0,Ralph Earnhardt,Robert Smith,'61 Pontiac,191.0,240.0,running,0.0
1962,7,Weaverville,7.0,2.0,85.0,Tommy Irwin,Monroe Shook,'61 Chevrolet,190.0,200.0,wheel,10.0
1962,7,Weaverville,8.0,7.0,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,190.0,175.0,running,0.0
1962,7,Weaverville,9.0,17.0,95.0,Jim Cushman,Russell Trucking Co. (Jack Russell),'61 Plymouth,189.0,150.0,running,0.0
1962,7,Weaverville,10.0,20.0,1.0,George Green,Jess Potter,'60 Chevrolet,187.0,140.0,running,0.0
1962,7,Weaverville,11.0,13.0,19.0,Herman Beam,Herman Beam,'60 Ford,185.0,130.0,running,0.0
1962,7,Weaverville,12.0,11.0,34.0,Wendell Scott,Wendell Scott,'61 Chevrolet,185.0,120.0,running,0.0
1962,7,Weaverville,13.0,19.0,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,184.0,110.0,running,0.0
1962,7,Weaverville,14.0,18.0,62.0,Curtis Crider,Curtis Crider,'61 Mercury,182.0,100.0,running,0.0
1962,7,Weaverville,15.0,21.0,51.0,Bob Cooper,Bob Cooper,'60 Ford,176.0,85.0,running,0.0
1962,7,Weaverville,16.0,10.0,11.0,Ned Jarrett,B.G. Holloway,'62 Chevrolet,169.0,75.0,running,0.0
1962,7,Weaverville,17.0,6.0,14.0,Joe Lee Johnson,Joe Lee Johnson,'62 Chevrolet,148.0,65.0,engine,0.0
1962,7,Weaverville,18.0,1.0,4.0,Rex White,Louis Clements (Rex White),'61 Chevrolet,143.0,60.0,crash,133.0
1962,7,Weaverville,19.0,16.0,148.0,Bill McDonald,–,'61 Chevrolet,52.0,50.0,rear end,0.0
1962,7,Weaverville,20.0,8.0,48.0,G.C. Spencer,G.C. Spencer,'61 Chevrolet,36.0,50.0,axle,0.0
1962,7,Weaverville,21.0,9.0,86.0,Junior Johnson,Buck Baker,'61 Chrysler,8.0,50.0,crash,0.0
1962,8,Savannah,1.0,4.0,47.0,Jack Smith,Jack Smith,'61 Pontiac,200.0,1000.0,running,48.0
1962,8,Savannah,2.0,9.0,6.0,Cotton Owens,Cotton Owens,'60 Pontiac,200.0,600.0,running,35.0
1962,8,Savannah,3.0,3.0,8.0,Joe Weatherly,Bud Moore,'61 Pontiac,198.0,400.0,running,36.0
1962,8,Savannah,4.0,13.0,62.0,Curtis Crider,Curtis Crider,'61 Mercury,190.0,300.0,running,0.0
1962,8,Savannah,5.0,1.0,4.0,Rex White,Louis Clements (Rex White),'61 Chevrolet,183.0,275.0,axle,0.0
1962,8,Savannah,6.0,10.0,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,182.0,240.0,running,0.0
1962,8,Savannah,7.0,11.0,34.0,Wendell Scott,Wendell Scott,'61 Chevrolet,177.0,200.0,running,0.0
1962,8,Savannah,8.0,15.0,19.0,Herman Beam,Herman Beam,'60 Ford,173.0,175.0,running,0.0
1962,8,Savannah,9.0,5.0,87.0,Buddy Baker,Buck Baker,'61 Chrysler,161.0,150.0,running,0.0
1962,8,Savannah,10.0,14.0,1.0,George Green,Jess Potter,'60 Chevrolet,156.0,140.0,tie rod,0.0
1962,8,Savannah,11.0,7.0,2.0,Jim Paschal,Cliff Stewart,'62 Pontiac,155.0,130.0,oil pan,0.0
1962,8,Savannah,12.0,12.0,48.0,G.C. Spencer,G.C. Spencer,'60 Chevrolet,150.0,120.0,driveshaft,0.0
1962,8,Savannah,13.0,6.0,11.0,Ned Jarrett,B.G. Holloway,'62 Chevrolet,134.0,310.0,oil pan,81.0
1962,8,Savannah,14.0,8.0,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,52.0,100.0,ball joint,0.0
1962,8,Savannah,15.0,2.0,86.0,Darel Dieringer,Buck Baker,'61 Chrysler,36.0,85.0,crash,0.0
1962,8,Savannah,16.0,16.0,68.0,Ed Livingston,Ed Livingston,'61 Ford,6.0,75.0,head gasket,0.0
1962,9,Hillsboro,1.0,3.0,4.0,Rex White,Louis Clements (Rex White),'61 Chevrolet,110.0,1000.0,running,5.0
1962,9,Hillsboro,2.0,2.0,43.0,Richard Petty,Petty Enterprises,'62 Plymouth,110.0,600.0,running,26.0
1962,9,Hillsboro,3.0,7.0,2.0,Jim Paschal,Cliff Stewart,'62 Pontiac,110.0,400.0,running,0.0
1962,9,Hillsboro,4.0,21.0,47.0,Jack Smith,Jack Smith,'61 Pontiac,110.0,300.0,running,0.0
1962,9,Hillsboro,5.0,6.0,87.0,Buddy Baker,Buck Baker,'61 Chrysler,109.0,275.0,running,0.0
1962,9,Hillsboro,6.0,8.0,41.0,Maurice Petty,Petty Enterprises,'62 Plymouth,107.0,240.0,running,0.0
1962,9,Hillsboro,7.0,13.0,75.0,Ralph Earnhardt,Robert Smith,'61 Pontiac,105.0,200.0,running,0.0
1962,9,Hillsboro,8.0,14.0,60.0,Tom Cox,Ray Herlocker,'60 Plymouth,105.0,175.0,running,0.0
1962,9,Hillsboro,9.0,11.0,86.0,Buck Baker,Buck Baker,'61 Chrysler,105.0,150.0,running,0.0
1962,9,Hillsboro,10.0,9.0,11.0,Ned Jarrett,B.G. Holloway,'62 Chevrolet,105.0,340.0,running,0.0
1962,9,Hillsboro,11.0,1.0,8.0,Joe Weatherly,Bud Moore,'61 Pontiac,102.0,130.0,transmission,79.0
